"Plot Title: AX15-S1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163347, SEN S/N: 10163347, LBL: C)","Intensity, Lux (LGR S/N: 10163347, SEN S/N: 10163347, LBL: Lux)","Bad Battery (LGR S/N: 10163347)","Coupler Attached (LGR S/N: 10163347)","Host Connected (LGR S/N: 10163347)","Stopped (LGR S/N: 10163347)","End Of File (LGR S/N: 10163347)"
170,10/09/18 04:00:00 PM,7.782,947.2,,,,,
171,10/09/18 07:00:00 PM,6.978,0.0,,,,,
172,10/09/18 10:00:00 PM,6.573,0.0,,,,,
173,10/10/18 01:00:00 AM,5.962,0.0,,,,,
174,10/10/18 04:00:00 AM,5.757,0.0,,,,,
175,10/10/18 07:00:00 AM,5.655,0.0,,,,,
176,10/10/18 10:00:00 AM,6.370,2152.8,,,,,
177,10/10/18 01:00:00 PM,7.682,2238.9,,,,,
178,10/10/18 04:00:00 PM,7.983,1302.4,,,,,
179,10/10/18 07:00:00 PM,6.573,0.0,,,,,
180,10/10/18 10:00:00 PM,5.757,0.0,,,,,
181,10/11/18 01:00:00 AM,5.757,0.0,,,,,
182,10/11/18 04:00:00 AM,5.552,0.0,,,,,
183,10/11/18 07:00:00 AM,4.934,0.0,,,,,
184,10/11/18 10:00:00 AM,7.079,2152.8,,,,,
185,10/11/18 01:00:00 PM,8.978,2755.6,,,,,
186,10/11/18 04:00:00 PM,9.275,1011.8,,,,,
187,10/11/18 07:00:00 PM,7.582,0.0,,,,,
188,10/11/18 10:00:00 PM,6.877,0.0,,,,,
189,10/12/18 01:00:00 AM,6.978,0.0,,,,,
190,10/12/18 04:00:00 AM,6.775,0.0,,,,,
191,10/12/18 07:00:00 AM,6.370,0.0,,,,,
192,10/12/18 10:00:00 AM,8.082,1894.5,,,,,
193,10/12/18 01:00:00 PM,9.571,2755.6,,,,,
194,10/12/18 04:00:00 PM,9.571,1011.8,,,,,
195,10/12/18 07:00:00 PM,7.782,0.0,,,,,
196,10/12/18 10:00:00 PM,7.280,0.0,,,,,
197,10/13/18 01:00:00 AM,6.370,0.0,,,,,
198,10/13/18 04:00:00 AM,4.934,0.0,,,,,
199,10/13/18 07:00:00 AM,4.311,0.0,,,,,
200,10/13/18 10:00:00 AM,4.727,2066.7,,,,,
201,10/13/18 01:00:00 PM,7.481,2755.6,,,,,
202,10/13/18 04:00:00 PM,8.182,958.0,,,,,
203,10/13/18 07:00:00 PM,6.471,0.0,,,,,
204,10/13/18 10:00:00 PM,6.166,0.0,,,,,
205,10/14/18 01:00:00 AM,5.244,0.0,,,,,
206,10/14/18 04:00:00 AM,4.623,0.0,,,,,
207,10/14/18 07:00:00 AM,3.893,0.0,,,,,
208,10/14/18 10:00:00 AM,5.757,1894.5,,,,,
209,10/14/18 01:00:00 PM,9.077,2927.8,,,,,
210,10/14/18 04:00:00 PM,9.571,968.8,,,,,
211,10/14/18 07:00:00 PM,7.782,0.0,,,,,
212,10/14/18 10:00:00 PM,7.582,0.0,,,,,
213,10/15/18 01:00:00 AM,8.282,0.0,,,,,
214,10/15/18 04:00:00 AM,9.669,0.0,,,,,
215,10/15/18 07:00:00 AM,10.357,0.0,,,,,
216,10/15/18 10:00:00 AM,12.110,1808.3,,,,,
217,10/15/18 01:00:00 PM,14.709,2927.8,,,,,
218,10/15/18 04:00:00 PM,14.230,947.2,,,,,
219,10/15/18 07:00:00 PM,12.110,0.0,,,,,
220,10/15/18 10:00:00 PM,11.819,0.0,,,,,
221,10/16/18 01:00:00 AM,11.916,0.0,,,,,
222,10/16/18 04:00:00 AM,11.916,0.0,,,,,
223,10/16/18 07:00:00 AM,11.916,0.0,,,,,
224,10/16/18 10:00:00 AM,13.461,1808.3,,,,,
225,10/16/18 01:00:00 PM,16.427,2755.6,,,,,
226,10/16/18 04:00:00 PM,14.900,947.2,,,,,
227,10/16/18 07:00:00 PM,13.365,0.0,,,,,
228,10/16/18 10:00:00 PM,12.304,0.0,,,,,
229,10/17/18 01:00:00 AM,12.497,0.0,,,,,
230,10/17/18 04:00:00 AM,12.110,0.0,,,,,
231,10/17/18 07:00:00 AM,11.236,0.0,,,,,
232,10/17/18 10:00:00 AM,12.690,1808.3,,,,,
233,10/17/18 01:00:00 PM,15.664,2755.6,,,,,
234,10/17/18 04:00:00 PM,15.378,925.7,,,,,
235,10/17/18 07:00:00 PM,13.076,0.0,,,,,
236,10/17/18 10:00:00 PM,12.013,0.0,,,,,
237,10/18/18 01:00:00 AM,11.625,0.0,,,,,
238,10/18/18 04:00:00 AM,11.334,0.0,,,,,
239,10/18/18 07:00:00 AM,10.846,0.0,,,,,
240,10/18/18 10:00:00 AM,11.916,1808.3,,,,,
241,10/18/18 01:00:00 PM,14.804,2669.5,,,,,
242,10/18/18 04:00:00 PM,14.230,893.4,,,,,
243,10/18/18 07:00:00 PM,11.528,0.0,,,,,
244,10/18/18 10:00:00 PM,10.944,0.0,,,,,
245,10/19/18 01:00:00 AM,11.528,0.0,,,,,
246,10/19/18 04:00:00 AM,11.722,0.0,,,,,
247,10/19/18 07:00:00 AM,12.013,0.0,,,,,
248,10/19/18 10:00:00 AM,13.750,1808.3,,,,,
249,10/19/18 01:00:00 PM,16.903,2669.5,,,,,
250,10/19/18 04:00:00 PM,15.760,893.4,,,,,
251,10/19/18 07:00:00 PM,13.173,0.0,,,,,
252,10/19/18 10:00:00 PM,12.980,0.0,,,,,
253,10/20/18 01:00:00 AM,13.076,0.0,,,,,
254,10/20/18 04:00:00 AM,12.497,0.0,,,,,
255,10/20/18 07:00:00 AM,11.916,0.0,,,,,
256,10/20/18 10:00:00 AM,13.461,1808.3,,,,,
257,10/20/18 01:00:00 PM,16.141,2669.5,,,,,
258,10/20/18 04:00:00 PM,14.230,871.9,,,,,
259,10/20/18 07:00:00 PM,12.401,0.0,,,,,
260,10/20/18 10:00:00 PM,12.980,0.0,,,,,
261,10/21/18 01:00:00 AM,13.654,0.0,,,,,
262,10/21/18 04:00:00 AM,13.750,0.0,,,,,
263,10/21/18 07:00:00 AM,13.076,0.0,,,,,
264,10/21/18 10:00:00 AM,14.421,1722.2,,,,,
265,10/21/18 01:00:00 PM,15.760,2583.4,,,,,
266,10/21/18 04:00:00 PM,14.230,828.8,,,,,
267,10/21/18 07:00:00 PM,12.013,0.0,,,,,
268,10/21/18 10:00:00 PM,12.013,0.0,,,,,
269,10/22/18 01:00:00 AM,11.722,0.0,,,,,
270,10/22/18 04:00:00 AM,11.431,0.0,,,,,
271,10/22/18 07:00:00 AM,11.625,0.0,,,,,
272,10/22/18 10:00:00 AM,13.654,1636.1,,,,,
273,10/22/18 01:00:00 PM,15.855,2583.4,,,,,
274,10/22/18 04:00:00 PM,14.900,818.1,,,,,
275,10/22/18 07:00:00 PM,12.980,0.0,,,,,
276,10/22/18 10:00:00 PM,12.980,0.0,,,,,
277,10/23/18 01:00:00 AM,12.497,0.0,,,,,
278,10/23/18 04:00:00 AM,12.497,0.0,,,,,
279,10/23/18 07:00:00 AM,12.304,0.0,,,,,
280,10/23/18 10:00:00 AM,13.558,1722.2,,,,,
281,10/23/18 01:00:00 PM,13.461,3272.2,,,,,
282,10/23/18 04:00:00 PM,12.207,1130.2,,,,,
283,10/23/18 07:00:00 PM,9.965,0.0,,,,,
284,10/23/18 10:00:00 PM,7.782,0.0,,,,,
285,10/24/18 01:00:00 AM,6.370,0.0,,,,,
286,10/24/18 04:00:00 AM,6.268,0.0,,,,,
287,10/24/18 07:00:00 AM,5.860,0.0,,,,,
288,10/24/18 10:00:00 AM,6.978,1463.9,,,,,
289,10/24/18 01:00:00 PM,8.481,3961.1,,,,,
290,10/24/18 04:00:00 PM,9.077,764.2,,,,,
291,10/24/18 07:00:00 PM,7.882,0.0,,,,,
292,10/24/18 10:00:00 PM,7.582,0.0,,,,,
293,10/25/18 01:00:00 AM,7.179,0.0,,,,,
294,10/25/18 04:00:00 AM,7.481,0.0,,,,,
295,10/25/18 07:00:00 AM,7.381,0.0,,,,,
296,10/25/18 10:00:00 AM,7.280,290.6,,,,,
297,10/25/18 01:00:00 PM,7.481,236.8,,,,,
298,10/25/18 04:00:00 PM,7.882,344.4,,,,,
299,10/25/18 07:00:00 PM,8.581,0.0,,,,,
300,10/25/18 10:00:00 PM,8.879,0.0,,,,,
301,10/26/18 01:00:00 AM,8.680,0.0,,,,,
302,10/26/18 04:00:00 AM,9.373,0.0,,,,,
303,10/26/18 07:00:00 AM,9.768,0.0,,,,,
304,10/26/18 10:00:00 AM,9.866,828.8,,,,,
305,10/26/18 01:00:00 PM,10.259,753.5,,,,,
306,10/26/18 04:00:00 PM,8.680,236.8,,,,,
307,10/26/18 07:00:00 PM,7.381,0.0,,,,,
308,10/26/18 10:00:00 PM,7.280,0.0,,,,,
309,10/27/18 01:00:00 AM,6.166,0.0,,,,,
310,10/27/18 04:00:00 AM,5.347,0.0,,,,,
311,10/27/18 07:00:00 AM,4.102,0.0,,,,,
312,10/27/18 10:00:00 AM,5.244,1808.3,,,,,
313,10/27/18 01:00:00 PM,8.680,1980.6,,,,,
314,10/27/18 04:00:00 PM,8.282,129.2,,,,,
315,10/27/18 07:00:00 PM,7.882,0.0,,,,,
316,10/27/18 10:00:00 PM,8.779,0.0,,,,,
317,10/28/18 01:00:00 AM,8.779,0.0,,,,,
318,10/28/18 04:00:00 AM,7.682,0.0,,,,,
319,10/28/18 07:00:00 AM,6.370,0.0,,,,,
320,10/28/18 10:00:00 AM,5.757,1162.5,,,,,
321,10/28/18 01:00:00 PM,6.064,1550.0,,,,,
322,10/28/18 04:00:00 PM,5.757,462.9,,,,,
323,10/28/18 07:00:00 PM,4.311,0.0,,,,,
324,10/28/18 10:00:00 PM,3.893,0.0,,,,,
325,10/29/18 01:00:00 AM,4.102,0.0,,,,,
326,10/29/18 04:00:00 AM,3.683,0.0,,,,,
327,10/29/18 07:00:00 AM,3.683,0.0,,,,,
328,10/29/18 10:00:00 AM,4.207,495.1,,,,,
329,10/29/18 01:00:00 PM,4.934,861.1,,,,,
330,10/29/18 04:00:00 PM,4.623,947.2,,,,,
331,10/29/18 07:00:00 PM,4.415,0.0,,,,,
332,10/29/18 10:00:00 PM,4.311,0.0,,,,,
333,10/30/18 01:00:00 AM,4.311,0.0,,,,,
334,10/30/18 04:00:00 AM,3.893,0.0,,,,,
335,10/30/18 07:00:00 AM,3.893,0.0,,,,,
336,10/30/18 10:00:00 AM,4.415,958.0,,,,,
337,10/30/18 01:00:00 PM,5.552,1808.3,,,,,
338,10/30/18 04:00:00 PM,5.757,742.7,,,,,
339,10/30/18 07:00:00 PM,4.831,0.0,,,,,
340,10/30/18 10:00:00 PM,4.519,0.0,,,,,
341,10/31/18 01:00:00 AM,3.893,0.0,,,,,
342,10/31/18 04:00:00 AM,4.519,0.0,,,,,
343,10/31/18 07:00:00 AM,5.552,0.0,,,,,
344,10/31/18 10:00:00 AM,6.166,75.3,,,,,
345,10/31/18 01:00:00 PM,7.179,430.6,,,,,
346,10/31/18 04:00:00 PM,7.682,538.2,,,,,
347,10/31/18 07:00:00 PM,7.983,0.0,,,,,
348,10/31/18 10:00:00 PM,7.983,0.0,,,,,
349,11/01/18 01:00:00 AM,8.182,0.0,,,,,
350,11/01/18 04:00:00 AM,8.182,0.0,,,,,
351,11/01/18 07:00:00 AM,8.581,0.0,,,,,
352,11/01/18 10:00:00 AM,9.176,366.0,,,,,
353,11/01/18 01:00:00 PM,9.472,710.4,,,,,
354,11/01/18 04:00:00 PM,8.481,129.2,,,,,
355,11/01/18 07:00:00 PM,7.983,0.0,,,,,
356,11/01/18 10:00:00 PM,7.582,0.0,,,,,
357,11/02/18 01:00:00 AM,7.280,0.0,,,,,
358,11/02/18 04:00:00 AM,7.381,0.0,,,,,
359,11/02/18 07:00:00 AM,7.882,0.0,,,,,
360,11/02/18 10:00:00 AM,7.381,1313.2,,,,,
361,11/02/18 01:00:00 PM,7.280,4650.0,,,,,
362,11/02/18 04:00:00 PM,6.775,1894.5,,,,,
363,11/02/18 07:00:00 PM,5.757,0.0,,,,,
364,11/02/18 10:00:00 PM,5.757,0.0,,,,,
365,11/03/18 01:00:00 AM,5.552,0.0,,,,,
366,11/03/18 04:00:00 AM,5.450,0.0,,,,,
367,11/03/18 07:00:00 AM,5.450,0.0,,,,,
368,11/03/18 10:00:00 AM,5.552,656.6,,,,,
369,11/03/18 01:00:00 PM,6.064,764.2,,,,,
370,11/03/18 04:00:00 PM,5.655,150.7,,,,,
371,11/03/18 07:00:00 PM,5.450,0.0,,,,,
372,11/03/18 10:00:00 PM,5.244,0.0,,,,,
373,11/04/18 01:00:00 AM,4.519,0.0,,,,,
374,11/04/18 04:00:00 AM,4.519,0.0,,,,,
375,11/04/18 07:00:00 AM,6.064,0.0,,,,,
376,11/04/18 10:00:00 AM,5.757,430.6,,,,,
377,11/04/18 01:00:00 PM,5.244,1130.2,Logged,,,,
378,11/04/18 04:00:00 PM,5.037,193.8,,,,,
379,11/04/18 07:00:00 PM,4.623,0.0,,,,,
380,11/04/18 10:00:00 PM,4.311,0.0,,,,,
381,11/05/18 01:00:00 AM,4.102,0.0,,,,,
382,11/05/18 04:00:00 AM,3.998,0.0,,,,,
383,11/05/18 07:00:00 AM,3.893,0.0,,,,,
384,11/05/18 10:00:00 AM,3.683,301.4,,,,,
385,11/05/18 01:00:00 PM,4.207,1162.5,,,,,
386,11/05/18 04:00:00 PM,4.102,366.0,,,,,
387,11/05/18 07:00:00 PM,3.261,0.0,,,,,
388,11/05/18 10:00:00 PM,3.367,0.0,,,,,
389,11/06/18 01:00:00 AM,2.303,0.0,,,,,
390,11/06/18 04:00:00 AM,2.837,0.0,,,,,
391,11/06/18 07:00:00 AM,2.730,0.0,,,,,
392,11/06/18 10:00:00 AM,2.837,1184.0,,,,,
393,11/06/18 01:00:00 PM,3.367,1162.5,,,,,
394,11/06/18 04:00:00 PM,3.367,473.6,,,,,
395,11/06/18 07:00:00 PM,2.517,0.0,,,,,
396,11/06/18 10:00:00 PM,2.303,0.0,,,,,
397,11/07/18 01:00:00 AM,2.303,0.0,,,,,
398,11/07/18 04:00:00 AM,1.764,0.0,,,,,
399,11/07/18 07:00:00 AM,1.439,0.0,,,,,
400,11/07/18 10:00:00 AM,1.656,1550.0,,,,,
401,11/07/18 01:00:00 PM,2.517,1808.3,,,,,
402,11/07/18 04:00:00 PM,2.943,1151.7,,,,,
403,11/07/18 07:00:00 PM,2.517,0.0,,,,,
404,11/07/18 10:00:00 PM,1.764,0.0,,,,,
405,11/08/18 01:00:00 AM,0.343,0.0,,,,,
406,11/08/18 04:00:00 AM,0.232,0.0,,,,,
407,11/08/18 07:00:00 AM,0.453,0.0,,,,,
408,11/08/18 10:00:00 AM,1.439,1248.6,,,,,
409,11/08/18 01:00:00 PM,3.683,1980.6,,,,,
410,11/08/18 04:00:00 PM,4.207,516.7,,,,,
411,11/08/18 07:00:00 PM,3.367,0.0,,,,,
412,11/08/18 10:00:00 PM,3.049,0.0,,,,,
413,11/09/18 01:00:00 AM,3.049,0.0,,,,,
414,11/09/18 04:00:00 AM,3.472,0.0,,,,,
415,11/09/18 07:00:00 AM,3.578,0.0,,,,,
416,11/09/18 10:00:00 AM,4.311,2325.0,,,,,
417,11/09/18 01:00:00 PM,3.893,538.2,,,,,
418,11/09/18 04:00:00 PM,2.517,592.0,,,,,
419,11/09/18 07:00:00 PM,2.303,0.0,,,,,
420,11/09/18 10:00:00 PM,1.980,0.0,,,,,
421,11/10/18 01:00:00 AM,1.439,0.0,,,,,
422,11/10/18 04:00:00 AM,0.893,0.0,,,,,
423,11/10/18 07:00:00 AM,0.563,0.0,,,,,
424,11/10/18 10:00:00 AM,1.003,2411.1,,,,,
425,11/10/18 01:00:00 PM,2.195,1808.3,,,,,
426,11/10/18 04:00:00 PM,2.410,635.1,,,,,
427,11/10/18 07:00:00 PM,1.439,0.0,,,,,
428,11/10/18 10:00:00 PM,0.784,0.0,,,,,
429,11/11/18 01:00:00 AM,0.784,0.0,,,,,
430,11/11/18 04:00:00 AM,1.003,0.0,,,,,
431,11/11/18 07:00:00 AM,1.003,0.0,,,,,
432,11/11/18 10:00:00 AM,2.195,1033.3,,,,,
433,11/11/18 01:00:00 PM,4.831,2066.7,,,,,
434,11/11/18 04:00:00 PM,4.727,409.0,,,,,
435,11/11/18 07:00:00 PM,3.472,0.0,,,,,
436,11/11/18 10:00:00 PM,3.049,0.0,,,,,
437,11/12/18 01:00:00 AM,2.837,0.0,,,,,
438,11/12/18 04:00:00 AM,3.049,0.0,,,,,
439,11/12/18 07:00:00 AM,3.261,0.0,,,,,
440,11/12/18 10:00:00 AM,4.415,1313.2,,,,,
441,11/12/18 01:00:00 PM,6.877,1636.1,,,,,
442,11/12/18 04:00:00 PM,6.978,430.6,,,,,
