"Plot Title: AR07-S3"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9995210, SEN S/N: 9995210, LBL: TEMPERATURE)","Intensity, Lux (LGR S/N: 9995210, SEN S/N: 9995210, LBL: LIGHT INTENSITY)","Coupler Attached (LGR S/N: 9995210)","Host Connected (LGR S/N: 9995210)","Stopped (LGR S/N: 9995210)","End Of File (LGR S/N: 9995210)"
1,09/10/14 01:00:00 PM,14.038,3961.1,,,,
2,09/10/14 04:00:00 PM,13.942,2755.6,,,,
3,09/10/14 07:00:00 PM,10.846,312.2,,,,
4,09/10/14 10:00:00 PM,8.680,0.0,,,,
5,09/11/14 01:00:00 AM,6.370,0.0,,,,
6,09/11/14 04:00:00 AM,4.311,0.0,,,,
7,09/11/14 07:00:00 AM,3.367,139.9,,,,
8,09/11/14 10:00:00 AM,9.176,17911.2,,,,
9,09/11/14 01:00:00 PM,9.176,3100.0,,,,
10,09/11/14 04:00:00 PM,9.077,925.7,,,,
11,09/11/14 07:00:00 PM,8.082,129.2,,,,
12,09/11/14 10:00:00 PM,6.877,0.0,,,,
13,09/12/14 01:00:00 AM,6.877,0.0,,,,
14,09/12/14 04:00:00 AM,6.471,0.0,,,,
15,09/12/14 07:00:00 AM,6.674,118.4,,,,
16,09/12/14 10:00:00 AM,13.558,6544.5,,,,
17,09/12/14 01:00:00 PM,14.230,2927.8,,,,
18,09/12/14 04:00:00 PM,14.038,871.9,,,,
19,09/12/14 07:00:00 PM,12.690,118.4,,,,
20,09/12/14 10:00:00 PM,10.553,0.0,,,,
21,09/13/14 01:00:00 AM,9.669,0.0,,,,
22,09/13/14 04:00:00 AM,9.571,0.0,,,,
23,09/13/14 07:00:00 AM,9.373,129.2,,,,
24,09/13/14 10:00:00 AM,16.808,6544.5,,,,
25,09/13/14 01:00:00 PM,15.091,2927.8,,,,
26,09/13/14 04:00:00 PM,14.421,871.9,,,,
27,09/13/14 07:00:00 PM,12.980,107.6,,,,
28,09/13/14 10:00:00 PM,11.528,0.0,,,,
29,09/14/14 01:00:00 AM,11.139,0.0,,,,
30,09/14/14 04:00:00 AM,10.944,0.0,,,,
31,09/14/14 07:00:00 AM,8.581,107.6,,,,
32,09/14/14 10:00:00 AM,17.760,6200.0,,,,
33,09/14/14 01:00:00 PM,17.760,2927.8,,,,
34,09/14/14 04:00:00 PM,16.046,850.4,,,,
35,09/14/14 07:00:00 PM,14.421,107.6,,,,
36,09/14/14 10:00:00 PM,12.110,0.0,,,,
37,09/15/14 01:00:00 AM,11.334,0.0,,,,
38,09/15/14 04:00:00 AM,11.528,0.0,,,,
39,09/15/14 07:00:00 AM,11.041,118.4,,,,
40,09/15/14 10:00:00 AM,18.806,6200.0,,,,
41,09/15/14 01:00:00 PM,19.758,3100.0,,,,
42,09/15/14 04:00:00 PM,18.711,1463.9,,,,
43,09/15/14 07:00:00 PM,16.332,161.5,,,,
44,09/15/14 10:00:00 PM,14.134,0.0,,,,
45,09/16/14 01:00:00 AM,15.855,0.0,,,,
46,09/16/14 04:00:00 AM,12.787,0.0,,,,
47,09/16/14 07:00:00 AM,13.076,86.1,,,,
48,09/16/14 10:00:00 AM,18.996,6544.5,,,,
49,09/16/14 01:00:00 PM,18.901,3444.5,,,,
50,09/16/14 04:00:00 PM,15.951,1808.3,,,,
51,09/16/14 07:00:00 PM,13.942,183.0,,,,
52,09/16/14 10:00:00 PM,12.207,0.0,,,,
53,09/17/14 01:00:00 AM,12.110,0.0,,,,
54,09/17/14 04:00:00 AM,11.819,0.0,,,,
55,09/17/14 07:00:00 AM,12.497,161.5,,,,
56,09/17/14 10:00:00 AM,16.141,2238.9,,,,
57,09/17/14 01:00:00 PM,17.950,4133.4,,,,
58,09/17/14 04:00:00 PM,16.999,2238.9,,,,
59,09/17/14 07:00:00 PM,13.558,43.1,,,,
60,09/17/14 10:00:00 PM,11.916,0.0,,,,
61,09/18/14 01:00:00 AM,10.651,0.0,,,,
62,09/18/14 04:00:00 AM,10.651,0.0,,,,
63,09/18/14 07:00:00 AM,10.455,10.8,,,,
64,09/18/14 10:00:00 AM,9.965,904.2,,,,
65,09/18/14 01:00:00 PM,10.944,1722.2,,,,
66,09/18/14 04:00:00 PM,11.236,1377.8,,,,
