"Plot Title: TO11-S2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 2409559, SEN S/N: 2409559, LBL: TEMPERATURE)","Intensity, Lux (LGR S/N: 2409559, SEN S/N: 2409559, LBL: LIGHT INTENSITY)","Coupler Attached (LGR S/N: 2409559)","Host Connected (LGR S/N: 2409559)","Stopped (LGR S/N: 2409559)","End Of File (LGR S/N: 2409559)"
1,09/15/14 01:00:00 PM,40.876,176356.7,,,,
2,09/15/14 04:00:00 PM,19.567,1722.2,,,,
3,09/15/14 07:00:00 PM,17.760,96.9,,,,
4,09/15/14 10:00:00 PM,16.046,0.0,,,,
5,09/16/14 01:00:00 AM,14.709,0.0,,,,
6,09/16/14 04:00:00 AM,13.461,0.0,,,,
7,09/16/14 07:00:00 AM,13.846,10.8,,,,
8,09/16/14 10:00:00 AM,14.325,452.1,,,,
9,09/16/14 01:00:00 PM,21.378,6544.5,,,,
10,09/16/14 04:00:00 PM,18.045,1808.3,,,,
11,09/16/14 07:00:00 PM,16.237,43.1,,,,
12,09/16/14 10:00:00 PM,14.613,0.0,,,,
13,09/17/14 01:00:00 AM,13.750,0.0,,,,
14,09/17/14 04:00:00 AM,13.750,0.0,,,,
15,09/17/14 07:00:00 AM,13.076,64.6,,,,
16,09/17/14 10:00:00 AM,14.900,1463.9,,,,
17,09/17/14 01:00:00 PM,19.662,9300.1,,,,
18,09/17/14 04:00:00 PM,18.521,1463.9,,,,
19,09/17/14 07:00:00 PM,16.523,53.8,,,,
20,09/17/14 10:00:00 PM,15.187,0.0,,,,
21,09/18/14 01:00:00 AM,14.134,0.0,,,,
22,09/18/14 04:00:00 AM,14.038,0.0,,,,
23,09/18/14 07:00:00 AM,13.942,0.0,,,,
24,09/18/14 10:00:00 AM,13.750,667.4,,,,
25,09/18/14 01:00:00 PM,14.517,1463.9,,,,
26,09/18/14 04:00:00 PM,14.134,527.4,,,,
27,09/18/14 07:00:00 PM,14.038,0.0,,,,
28,09/18/14 10:00:00 PM,13.654,0.0,,,,
29,09/19/14 01:00:00 AM,13.558,0.0,,,,
30,09/19/14 04:00:00 AM,13.365,0.0,,,,
31,09/19/14 07:00:00 AM,13.173,10.8,,,,
32,09/19/14 10:00:00 AM,14.517,1463.9,,,,
33,09/19/14 01:00:00 PM,19.662,17222.3,,,,
34,09/19/14 04:00:00 PM,17.094,1011.8,,,,
35,09/19/14 07:00:00 PM,15.760,43.1,,,,
36,09/19/14 10:00:00 PM,14.709,0.0,,,,
37,09/20/14 01:00:00 AM,13.076,0.0,,,,
38,09/20/14 04:00:00 AM,11.722,0.0,,,,
39,09/20/14 07:00:00 AM,10.944,10.8,,,,
40,09/20/14 10:00:00 AM,12.110,1097.9,,,,
41,09/20/14 01:00:00 PM,18.521,6544.5,,,,
42,09/20/14 04:00:00 PM,17.855,1270.1,,,,
43,09/20/14 07:00:00 PM,16.713,21.5,,,,
44,09/20/14 10:00:00 PM,14.900,0.0,,,,
45,09/21/14 01:00:00 AM,14.134,0.0,,,,
46,09/21/14 04:00:00 AM,13.846,0.0,,,,
47,09/21/14 07:00:00 AM,13.365,21.5,,,,
48,09/21/14 10:00:00 AM,14.804,1345.5,,,,
49,09/21/14 01:00:00 PM,20.996,6200.0,,,,
50,09/21/14 04:00:00 PM,19.662,1377.8,,,,
51,09/21/14 07:00:00 PM,18.045,10.8,,,,
52,09/21/14 10:00:00 PM,16.046,0.0,,,,
53,09/22/14 01:00:00 AM,14.804,0.0,,,,
54,09/22/14 04:00:00 AM,14.230,0.0,,,,
55,09/22/14 07:00:00 AM,14.038,0.0,,,,
56,09/22/14 10:00:00 AM,14.804,2583.4,,,,
57,09/22/14 01:00:00 PM,16.713,2325.0,,,,
58,09/22/14 04:00:00 PM,16.427,1463.9,,,,
59,09/22/14 07:00:00 PM,15.187,0.0,,,,
60,09/22/14 10:00:00 PM,14.421,0.0,,,,
61,09/23/14 01:00:00 AM,13.558,0.0,,,,
62,09/23/14 04:00:00 AM,12.883,0.0,,,,
63,09/23/14 07:00:00 AM,12.207,0.0,,,,
64,09/23/14 10:00:00 AM,13.654,667.4,,,,
65,09/23/14 01:00:00 PM,15.951,2325.0,,,,
66,09/23/14 04:00:00 PM,15.282,645.8,,,,
67,09/23/14 07:00:00 PM,14.517,0.0,,,,
68,09/23/14 10:00:00 PM,14.613,0.0,,,,
69,09/24/14 01:00:00 AM,14.900,0.0,,,,
70,09/24/14 04:00:00 AM,14.230,0.0,,,,
71,09/24/14 07:00:00 AM,12.980,0.0,,,,
72,09/24/14 10:00:00 AM,12.980,419.8,,,,
73,09/24/14 01:00:00 PM,13.750,1237.9,,,,
74,09/24/14 04:00:00 PM,14.517,1722.2,,,,
75,09/24/14 07:00:00 PM,13.654,75.3,,,,
76,09/24/14 10:00:00 PM,12.883,0.0,,,,
77,09/25/14 01:00:00 AM,12.497,0.0,,,,
78,09/25/14 04:00:00 AM,12.013,0.0,,,,
79,09/25/14 07:00:00 AM,11.625,0.0,,,,
80,09/25/14 10:00:00 AM,12.401,1722.2,,,,
81,09/25/14 01:00:00 PM,13.558,2066.7,,,,
82,09/25/14 04:00:00 PM,12.787,850.4,,,,
83,09/25/14 07:00:00 PM,12.207,0.0,,,,
84,09/25/14 10:00:00 PM,10.846,0.0,,,,
85,09/26/14 01:00:00 AM,10.259,0.0,,,,
