"Plot Title: AM16-S2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9995225, SEN S/N: 9995225, LBL: TEMPERATURE)","Intensity, Lux (LGR S/N: 9995225, SEN S/N: 9995225, LBL: LIGHT INTENSITY)","Coupler Attached (LGR S/N: 9995225)","Host Connected (LGR S/N: 9995225)","Stopped (LGR S/N: 9995225)","End Of File (LGR S/N: 9995225)"
1,09/11/14 01:00:00 PM,16.332,22044.6,,,,
2,09/11/14 04:00:00 PM,17.284,8611.2,,,,
3,09/11/14 07:00:00 PM,8.680,161.5,,,,
4,09/11/14 10:00:00 PM,6.877,0.0,,,,
5,09/12/14 01:00:00 AM,6.674,0.0,,,,
6,09/12/14 04:00:00 AM,6.166,0.0,,,,
7,09/12/14 07:00:00 AM,6.471,96.9,,,,
8,09/12/14 10:00:00 AM,7.481,1324.0,,,,
9,09/12/14 01:00:00 PM,20.805,20666.8,,,,
10,09/12/14 04:00:00 PM,20.234,7577.8,,,,
11,09/12/14 07:00:00 PM,11.722,129.2,,,,
12,09/12/14 10:00:00 PM,9.472,0.0,,,,
13,09/13/14 01:00:00 AM,8.978,0.0,,,,
14,09/13/14 04:00:00 AM,8.182,0.0,,,,
15,09/13/14 07:00:00 AM,7.782,96.9,,,,
16,09/13/14 10:00:00 AM,8.680,1345.5,,,,
17,09/13/14 01:00:00 PM,20.996,20666.8,,,,
18,09/13/14 04:00:00 PM,20.519,7577.8,,,,
19,09/13/14 07:00:00 PM,12.110,129.2,,,,
20,09/13/14 10:00:00 PM,9.866,0.0,,,,
21,09/14/14 01:00:00 AM,9.373,0.0,,,,
22,09/14/14 04:00:00 AM,8.779,0.0,,,,
23,09/14/14 07:00:00 AM,7.682,86.1,,,,
24,09/14/14 10:00:00 AM,9.571,1334.7,,,,
25,09/14/14 01:00:00 PM,21.378,22044.6,,,,
26,09/14/14 04:00:00 PM,22.621,9300.1,,,,
27,09/14/14 07:00:00 PM,13.076,161.5,,,,
28,09/14/14 10:00:00 PM,10.063,0.0,,,,
29,09/15/14 01:00:00 AM,9.077,0.0,,,,
30,09/15/14 04:00:00 AM,8.581,0.0,,,,
31,09/15/14 07:00:00 AM,8.182,86.1,,,,
32,09/15/14 10:00:00 AM,10.748,2411.1,,,,
33,09/15/14 01:00:00 PM,23.388,16533.4,,,,
34,09/15/14 04:00:00 PM,23.484,9644.5,,,,
35,09/15/14 07:00:00 PM,15.378,366.0,,,,
36,09/15/14 10:00:00 PM,12.304,0.0,,,,
37,09/16/14 01:00:00 AM,11.236,0.0,,,,
38,09/16/14 04:00:00 AM,11.236,0.0,,,,
39,09/16/14 07:00:00 AM,11.041,96.9,,,,
40,09/16/14 10:00:00 AM,13.076,2325.0,,,,
