"Plot Title: TO04-S1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10574901, SEN S/N: 10574901, LBL: C)","Intensity, lum/ft² (LGR S/N: 10574901, SEN S/N: 10574901, LBL: Lux)","Coupler Attached (LGR S/N: 10574901)","Host Connected (LGR S/N: 10574901)","Coupler Detached (LGR S/N: 10574901)","Stopped (LGR S/N: 10574901)","End Of File (LGR S/N: 10574901)"
1755,04/16/15 07:29:14 PM,7.481,5.0,,,,,
1756,04/16/15 10:29:15 PM,5.962,0.0,,,,,
1757,04/17/15 01:29:16 AM,4.934,0.0,,,,,
1758,04/17/15 04:29:17 AM,4.415,0.0,,,,,
1759,04/17/15 07:29:18 AM,4.102,9.0,,,,,
1760,04/17/15 10:29:19 AM,6.471,200.0,,,,,
1761,04/17/15 01:29:20 PM,11.722,464.0,,,,,
1762,04/17/15 04:29:21 PM,11.041,111.0,,,,,
1763,04/17/15 07:29:22 PM,9.571,13.0,,,,,
1764,04/17/15 10:29:23 PM,7.079,0.0,,,,,
1765,04/18/15 01:29:24 AM,5.347,0.0,,,,,
1766,04/18/15 04:29:25 AM,4.207,0.0,,,,,
1767,04/18/15 07:29:26 AM,3.472,13.0,,,,,
1768,04/18/15 10:29:27 AM,6.166,216.0,,,,,
1769,04/18/15 01:29:28 PM,12.690,512.0,,,,,
1770,04/18/15 04:29:29 PM,11.236,110.0,,,,,
1771,04/18/15 07:29:30 PM,10.063,9.0,,,,,
1772,04/18/15 10:29:31 PM,7.882,0.0,,,,,
1773,04/19/15 01:29:32 AM,6.370,0.0,,,,,
1774,04/19/15 04:29:33 AM,5.347,0.0,,,,,
1775,04/19/15 07:29:34 AM,4.623,30.0,,,,,
1776,04/19/15 10:29:35 AM,7.481,240.0,,,,,
1777,04/19/15 01:29:36 PM,15.378,672.0,,,,,
1778,04/19/15 04:29:37 PM,12.401,108.0,,,,,
1779,04/19/15 07:29:38 PM,11.139,6.0,,,,,
1780,04/19/15 10:29:39 PM,9.176,0.0,,,,,
1781,04/20/15 01:29:40 AM,7.782,0.0,,,,,
1782,04/20/15 04:29:41 AM,6.877,0.0,,,,,
1783,04/20/15 07:29:42 AM,6.166,20.0,,,,,
1784,04/20/15 10:29:43 AM,8.978,224.0,,,,,
1785,04/20/15 01:29:44 PM,19.662,6656.0,,,,,
1786,04/20/15 04:29:45 PM,14.038,119.0,,,,,
1787,04/20/15 07:29:46 PM,12.594,10.0,,,,,
1788,04/20/15 10:29:47 PM,10.161,0.0,,,,,
1789,04/21/15 01:29:48 AM,8.382,0.0,,,,,
1790,04/21/15 04:29:49 AM,7.079,0.0,,,,,
1791,04/21/15 07:29:50 AM,6.573,38.0,,,,,
1792,04/21/15 10:29:51 AM,9.373,248.0,,,,,
1793,04/21/15 01:29:52 PM,17.379,4608.0,,,,,
1794,04/21/15 04:29:53 PM,11.041,101.0,,,,,
1795,04/21/15 07:29:54 PM,8.082,5.0,,,,,
1796,04/21/15 10:29:55 PM,5.962,0.0,,,,,
1797,04/22/15 01:29:56 AM,5.141,0.0,,,,,
1798,04/22/15 04:29:57 AM,4.311,0.0,,,,,
1799,04/22/15 07:29:58 AM,4.207,34.0,,,,,
1800,04/22/15 10:29:59 AM,5.655,110.0,,,,,
1801,04/22/15 01:30:00 PM,16.332,10752.0,,,,,
1802,04/22/15 04:30:01 PM,8.382,144.0,,,,,
1803,04/22/15 07:30:02 PM,6.978,10.0,,,,,
1804,04/22/15 10:30:03 PM,5.347,0.0,,,,,
1805,04/23/15 01:30:04 AM,4.519,0.0,,,,,
1806,04/23/15 04:30:05 AM,4.102,0.0,,,,,
1807,04/23/15 07:30:06 AM,3.998,60.0,,,,,
1808,04/23/15 10:30:07 AM,6.166,368.0,,,,,
1809,04/23/15 01:30:08 PM,7.381,176.0,,,,,
1810,04/23/15 04:30:09 PM,6.370,77.0,,,,,
1811,04/23/15 07:30:10 PM,6.064,8.0,,,,,
1812,04/23/15 10:30:11 PM,4.415,0.0,,,,,
1813,04/24/15 01:30:12 AM,3.998,0.0,,,,,
1814,04/24/15 04:30:13 AM,3.367,0.0,,,,,
1815,04/24/15 07:30:14 AM,3.261,27.0,,,,,
1816,04/24/15 10:30:15 AM,5.037,136.0,,,,,
1817,04/24/15 01:30:16 PM,5.962,208.0,,,,,
1818,04/24/15 04:30:17 PM,5.757,152.0,,,,,
1819,04/24/15 07:30:18 PM,3.578,20.0,,,,,
1820,04/24/15 10:30:19 PM,3.367,0.0,,,,,
1821,04/25/15 01:30:20 AM,3.261,0.0,,,,,
1822,04/25/15 04:30:21 AM,2.730,0.0,,,,,
1823,04/25/15 07:30:22 AM,2.624,51.0,,,,,
1824,04/25/15 10:30:23 AM,4.207,400.0,,,,,
1825,04/25/15 01:30:24 PM,12.013,5376.0,,,,,
1826,04/25/15 04:30:25 PM,6.064,200.0,,,,,
1827,04/25/15 07:30:26 PM,3.998,26.0,,,,,
1828,04/25/15 10:30:27 PM,2.624,0.0,,,,,
1829,04/26/15 01:30:28 AM,1.656,0.0,,,,,
1830,04/26/15 04:30:29 AM,1.439,0.0,,,,,
1831,04/26/15 07:30:30 AM,1.656,57.0,,,,,
1832,04/26/15 10:30:31 AM,4.727,352.0,,,,,
1833,04/26/15 01:30:32 PM,8.879,672.0,,,,,
1834,04/26/15 04:30:33 PM,8.082,118.0,,,,,
1835,04/26/15 07:30:34 PM,7.481,10.0,,,,,
1836,04/26/15 10:30:35 PM,6.775,0.0,,,,,
1837,04/27/15 01:30:36 AM,6.471,0.0,,,,,
1838,04/27/15 04:30:37 AM,6.471,0.0,,,,,
1839,04/27/15 07:30:38 AM,6.471,11.0,,,,,
1840,04/27/15 10:30:39 AM,8.680,216.0,,,,,
1841,04/27/15 01:30:40 PM,18.616,1600.0,,,,,
1842,04/27/15 04:30:41 PM,14.900,118.0,,,,,
1843,04/27/15 07:30:42 PM,12.980,11.0,,,,,
1844,04/27/15 10:30:43 PM,11.625,0.0,,,,,
1845,04/28/15 01:30:44 AM,10.553,0.0,,,,,
1846,04/28/15 04:30:45 AM,9.866,0.0,,,,,
1847,04/28/15 07:30:46 AM,9.275,31.0,,,,,
1848,04/28/15 10:30:47 AM,10.455,176.0,,,,,
1849,04/28/15 01:30:48 PM,11.528,240.0,,,,,
1850,04/28/15 04:30:49 PM,9.571,73.0,,,,,
1851,04/28/15 07:30:50 PM,8.481,27.0,,,,,
1852,04/28/15 10:30:51 PM,7.179,0.0,,,,,
1853,04/29/15 01:30:52 AM,6.064,0.0,,,,,
1854,04/29/15 04:30:53 AM,5.347,0.0,,,,,
1855,04/29/15 07:30:54 AM,5.552,50.0,,,,,
1856,04/29/15 10:30:55 AM,7.179,448.0,,,,,
1857,04/29/15 01:30:56 PM,9.472,416.0,,,,,
1858,04/29/15 04:30:57 PM,8.779,248.0,,,,,
1859,04/29/15 07:30:58 PM,7.381,9.0,,,,,
1860,04/29/15 10:30:59 PM,6.877,0.0,,,,,
1861,04/30/15 01:31:00 AM,6.370,0.0,,,,,
1862,04/30/15 04:31:01 AM,5.450,0.0,,,,,
1863,04/30/15 07:31:02 AM,5.347,60.0,,,,,
1864,04/30/15 10:31:03 AM,6.877,248.0,,,,,
1865,04/30/15 01:31:04 PM,11.916,336.0,,,,,
1866,04/30/15 04:31:05 PM,11.041,128.0,,,,,
1867,04/30/15 07:31:06 PM,9.965,10.0,,,,,
1868,04/30/15 10:31:07 PM,8.382,0.0,,,,,
1869,05/01/15 01:31:08 AM,7.682,0.0,,,,,
1870,05/01/15 04:31:09 AM,7.079,0.0,,,,,
1871,05/01/15 07:31:10 AM,7.079,54.0,,,,,
1872,05/01/15 10:31:11 AM,9.176,248.0,,,,,
1873,05/01/15 01:31:12 PM,15.378,352.0,,,,,
1874,05/01/15 04:31:13 PM,12.690,152.0,,,,,
1875,05/01/15 07:31:14 PM,11.139,16.0,,,,,
1876,05/01/15 10:31:15 PM,9.077,0.0,,,,,
1877,05/02/15 01:31:16 AM,8.779,0.0,,,,,
1878,05/02/15 04:31:17 AM,7.582,0.0,,,,,
1879,05/02/15 07:31:18 AM,6.877,20.0,,,,,
1880,05/02/15 10:31:19 AM,8.382,248.0,,,,,
1881,05/02/15 01:31:20 PM,15.282,336.0,,,,,
1882,05/02/15 04:31:21 PM,12.013,128.0,,,,,
1883,05/02/15 07:31:22 PM,10.651,12.0,,,,,
1884,05/02/15 10:31:23 PM,8.382,0.0,,,,,
1885,05/03/15 01:31:24 AM,6.573,0.0,,,,,
1886,05/03/15 04:31:25 AM,5.347,0.0,,,,,
1887,05/03/15 07:31:26 AM,4.934,30.0,,,,,
1888,05/03/15 10:31:27 AM,8.481,256.0,,,,,
1889,05/03/15 01:31:28 PM,15.282,368.0,,,,,
1890,05/03/15 04:31:29 PM,12.980,128.0,,,,,
1891,05/03/15 07:31:30 PM,11.625,17.0,,,,,
1892,05/03/15 10:31:31 PM,9.373,0.0,,,,,
1893,05/04/15 01:31:32 AM,7.782,0.0,,,,,
1894,05/04/15 04:31:33 AM,7.079,0.0,,,,,
1895,05/04/15 07:31:34 AM,6.775,27.0,,,,,
1896,05/04/15 10:31:35 AM,10.063,256.0,,,,,
1897,05/04/15 01:31:36 PM,14.996,384.0,,,,,
1898,05/04/15 04:31:37 PM,11.625,136.0,,,,,
1899,05/04/15 07:31:38 PM,9.768,14.0,,,,,
1900,05/04/15 10:31:39 PM,7.983,0.0,,,,,
1901,05/05/15 01:31:40 AM,7.079,0.0,,,,,
1902,05/05/15 04:31:41 AM,6.268,0.0,,,,,
1903,05/05/15 07:31:42 AM,5.860,30.0,,,,,
1904,05/05/15 10:31:43 AM,6.877,272.0,,,,,
1905,05/05/15 01:31:44 PM,7.381,384.0,,,,,
1906,05/05/15 04:31:45 PM,5.450,67.0,,,,,
1907,05/05/15 07:31:46 PM,5.757,11.0,,,,,
1908,05/05/15 10:31:47 PM,4.934,0.0,,,,,
1909,05/06/15 01:31:48 AM,4.415,0.0,,,,,
1910,05/06/15 04:31:49 AM,4.519,0.0,,,,,
1911,05/06/15 07:31:50 AM,4.623,41.0,,,,,
1912,05/06/15 10:31:51 AM,5.860,176.0,,,,,
1913,05/06/15 01:31:52 PM,6.775,136.0,,,,,
1914,05/06/15 04:31:53 PM,7.682,256.0,,,,,
1915,05/06/15 07:31:54 PM,6.573,13.0,,,,,
1916,05/06/15 10:31:55 PM,4.934,0.0,,,,,
1917,05/07/15 01:31:56 AM,3.683,0.0,,,,,
1918,05/07/15 04:31:57 AM,2.624,0.0,,,,,
1919,05/07/15 07:31:58 AM,2.410,21.0,,,,,
1920,05/07/15 10:31:59 AM,5.757,240.0,,,,,
1921,05/07/15 01:32:00 PM,12.883,384.0,,,,,
1922,05/07/15 04:32:01 PM,10.651,119.0,,,,,
1923,05/07/15 07:32:02 PM,9.275,11.0,,,,,
1924,05/07/15 10:32:03 PM,7.179,0.0,,,,,
1925,05/08/15 01:32:04 AM,5.552,0.0,,,,,
1926,05/08/15 04:32:05 AM,4.623,0.0,,,,,
1927,05/08/15 07:32:06 AM,4.207,28.0,,,,,
1928,05/08/15 10:32:07 AM,7.882,256.0,,,,,
1929,05/08/15 01:32:08 PM,16.427,496.0,,,,,
1930,05/08/15 04:32:09 PM,13.269,124.0,,,,,
1931,05/08/15 07:32:10 PM,11.528,13.0,,,,,
1932,05/08/15 10:32:11 PM,9.472,0.0,,,,,
1933,05/09/15 01:32:12 AM,7.983,0.0,,,,,
1934,05/09/15 04:32:13 AM,7.079,0.0,,,,,
1935,05/09/15 07:32:14 AM,6.877,29.0,,,,,
1936,05/09/15 10:32:15 AM,10.455,256.0,,,,,
1937,05/09/15 01:32:16 PM,19.662,864.0,,,,,
1938,05/09/15 04:32:17 PM,15.473,128.0,,,,,
1939,05/09/15 07:32:18 PM,13.942,18.0,,,,,
1940,05/09/15 10:32:19 PM,11.819,0.0,,,,,
1941,05/10/15 01:32:20 AM,10.259,0.0,,,,,
1942,05/10/15 04:32:21 AM,9.472,0.0,,,,,
1943,05/10/15 07:32:22 AM,9.669,88.0,,,,,
1944,05/10/15 10:32:23 AM,12.401,304.0,,,,,
1945,05/10/15 01:32:24 PM,19.472,608.0,,,,,
1946,05/10/15 04:32:25 PM,14.709,200.0,,,,,
1947,05/10/15 07:32:26 PM,12.883,42.0,,,,,
1948,05/10/15 10:32:27 PM,11.041,0.0,,,,,
1949,05/11/15 01:32:28 AM,9.965,0.0,,,,,
1950,05/11/15 04:32:29 AM,9.275,0.0,,,,,
1951,05/11/15 07:32:30 AM,8.481,46.0,,,,,
1952,05/11/15 10:32:31 AM,8.779,98.0,,,,,
1953,05/11/15 01:32:32 PM,9.077,116.0,,,,,
1954,05/11/15 04:32:33 PM,8.879,45.0,,,,,
1955,05/11/15 07:32:34 PM,8.282,2.0,,,,,
1956,05/11/15 10:32:35 PM,7.983,0.0,,,,,
1957,05/12/15 01:32:36 AM,7.882,0.0,,,,,
1958,05/12/15 04:32:37 AM,7.682,0.0,,,,,
1959,05/12/15 07:32:38 AM,7.682,57.0,,,,,
1960,05/12/15 10:32:39 AM,8.382,73.0,,,,,
1961,05/12/15 01:32:40 PM,9.965,224.0,,,,,
1962,05/12/15 04:32:41 PM,9.077,57.0,,,,,
1963,05/12/15 07:32:42 PM,8.481,13.0,,,,,
1964,05/12/15 10:32:43 PM,8.182,0.0,,,,,
1965,05/13/15 01:32:44 AM,7.882,0.0,,,,,
1966,05/13/15 04:32:45 AM,7.782,0.0,,,,,
1967,05/13/15 07:32:46 AM,7.481,22.0,,,,,
1968,05/13/15 10:32:47 AM,8.082,240.0,,,,,
1969,05/13/15 01:32:48 PM,8.382,240.0,,,,,
1970,05/13/15 04:32:49 PM,8.879,232.0,,,,,
1971,05/13/15 07:32:50 PM,8.182,32.0,,,,,
1972,05/13/15 10:32:51 PM,7.481,0.0,,,,,
1973,05/14/15 01:32:52 AM,6.674,0.0,,,,,
1974,05/14/15 04:32:53 AM,6.064,0.0,,,,,
1975,05/14/15 07:32:54 AM,5.450,31.0,,,,,
1976,05/14/15 10:32:55 AM,8.082,240.0,,,,,
1977,05/14/15 01:32:56 PM,10.553,512.0,,,,,
1978,05/14/15 04:32:57 PM,10.357,144.0,,,,,
1979,05/14/15 07:32:58 PM,9.768,12.0,,,,,
1980,05/14/15 10:32:59 PM,8.978,0.0,,,,,
1981,05/15/15 01:33:00 AM,8.581,0.0,,,,,
1982,05/15/15 04:33:01 AM,8.581,0.0,,,,,
1983,05/15/15 07:33:02 AM,8.581,20.0,,,,,
1984,05/15/15 10:33:03 AM,9.669,304.0,,,,,
1985,05/15/15 01:33:04 PM,9.373,75.0,,,,,
1986,05/15/15 04:33:05 PM,9.571,92.0,,,,,
1987,05/15/15 07:33:06 PM,9.669,13.0,,,,,
1988,05/15/15 10:33:07 PM,9.275,0.0,,,,,
1989,05/16/15 01:33:08 AM,8.680,0.0,,,,,
1990,05/16/15 04:33:09 AM,8.082,0.0,,,,,
1991,05/16/15 07:33:10 AM,7.782,20.0,,,,,
1992,05/16/15 10:33:11 AM,8.481,136.0,,,,,
1993,05/16/15 01:33:12 PM,9.275,136.0,,,,,
1994,05/16/15 04:33:13 PM,8.680,30.0,,,,,
1995,05/16/15 07:33:14 PM,8.680,5.0,,,,,
1996,05/16/15 10:33:15 PM,8.581,0.0,,,,,
1997,05/17/15 01:33:16 AM,8.382,0.0,,,,,
1998,05/17/15 04:33:17 AM,8.082,0.0,,,,,
1999,05/17/15 07:33:18 AM,8.082,62.0,,,,,
2000,05/17/15 10:33:19 AM,9.768,304.0,,,,,
2001,05/17/15 01:33:20 PM,12.207,768.0,,,,,
2002,05/17/15 04:33:21 PM,12.013,144.0,,,,,
2003,05/17/15 07:33:22 PM,11.139,22.0,,,,,
2004,05/17/15 10:33:23 PM,10.161,0.0,,,,,
2005,05/18/15 01:33:24 AM,9.077,0.0,,,,,
2006,05/18/15 04:33:25 AM,7.983,0.0,,,,,
2007,05/18/15 07:33:26 AM,8.382,53.0,,,,,
2008,05/18/15 10:33:27 AM,11.139,320.0,,,,,
2009,05/18/15 01:33:28 PM,16.903,672.0,,,,,
2010,05/18/15 04:33:29 PM,13.846,288.0,,,,,
2011,05/18/15 07:33:30 PM,13.173,38.0,,,,,
2012,05/18/15 10:33:31 PM,11.722,0.0,,,,,
2013,05/19/15 01:33:32 AM,10.944,0.0,,,,,
2014,05/19/15 04:33:33 AM,10.651,0.0,,,,,
2015,05/19/15 07:33:34 AM,10.846,62.0,,,,,
2016,05/19/15 10:33:35 AM,12.497,320.0,,,,,
2017,05/19/15 01:33:36 PM,15.091,115.0,,,,,
2018,05/19/15 04:33:37 PM,13.654,77.0,,,,,
2019,05/19/15 07:33:38 PM,13.365,41.0,,,,,
2020,05/19/15 10:33:39 PM,12.401,0.0,,,,,
2021,05/20/15 01:33:40 AM,12.207,0.0,,,,,
2022,05/20/15 04:33:41 AM,11.625,0.0,,,,,
2023,05/20/15 07:33:42 AM,10.651,25.0,,,,,
2024,05/20/15 10:33:43 AM,13.173,248.0,,,,,
2025,05/20/15 01:33:44 PM,19.472,200.0,,,,,
2026,05/20/15 04:33:45 PM,16.618,168.0,,,,,
2027,05/20/15 07:33:46 PM,15.091,27.0,,,,,
2028,05/20/15 10:33:47 PM,13.846,0.0,,,,,
2029,05/21/15 01:33:48 AM,12.787,0.0,,,,,
2030,05/21/15 04:33:49 AM,11.722,0.0,,,,,
2031,05/21/15 07:33:50 AM,11.334,36.0,,,,,
2032,05/21/15 10:33:51 AM,13.846,192.0,,,,,
2033,05/21/15 01:33:52 PM,19.662,608.0,,,,,
2034,05/21/15 04:33:53 PM,15.760,128.0,,,,,
2035,05/21/15 07:33:54 PM,15.664,59.0,,,,,
2036,05/21/15 10:33:55 PM,14.613,0.0,,,,,
2037,05/22/15 01:33:56 AM,13.846,0.0,,,,,
2038,05/22/15 04:33:57 AM,13.365,0.0,,,,,
2039,05/22/15 07:33:58 AM,12.304,17.0,,,,,
2040,05/22/15 10:33:59 AM,12.401,81.0,,,,,
2041,05/22/15 01:34:00 PM,12.207,34.0,,,,,
2042,05/22/15 04:34:01 PM,12.207,136.0,,,,,
2043,05/22/15 07:34:02 PM,11.625,3.0,,,,,
2044,05/22/15 10:34:03 PM,11.041,0.0,,,,,
2045,05/23/15 01:34:04 AM,10.553,0.0,,,,,
2046,05/23/15 04:34:05 AM,9.965,0.0,,,,,
2047,05/23/15 07:34:06 AM,9.866,52.0,,,,,
2048,05/23/15 10:34:07 AM,10.553,152.0,,,,,
2049,05/23/15 01:34:08 PM,11.625,216.0,,,,,
2050,05/23/15 04:34:09 PM,11.236,38.0,,,,,
2051,05/23/15 07:34:10 PM,10.846,13.0,,,,,
2052,05/23/15 10:34:11 PM,10.651,0.0,,,,,
2053,05/24/15 01:34:12 AM,10.455,0.0,,,,,
2054,05/24/15 04:34:13 AM,10.063,0.0,,,,,
2055,05/24/15 07:34:14 AM,9.866,39.0,,,,,
2056,05/24/15 10:34:15 AM,10.259,136.0,,,,,
2057,05/24/15 01:34:16 PM,11.041,216.0,,,,,
2058,05/24/15 04:34:17 PM,11.139,63.0,,,,,
2059,05/24/15 07:34:18 PM,10.944,5.0,,,,,
2060,05/24/15 10:34:19 PM,10.553,0.0,,,,,
2061,05/25/15 01:34:20 AM,10.063,0.0,,,,,
2062,05/25/15 04:34:21 AM,9.472,0.0,,,,,
2063,05/25/15 07:34:22 AM,9.275,40.0,,,,,
2064,05/25/15 10:34:23 AM,11.139,248.0,,,,,
2065,05/25/15 01:34:24 PM,15.091,256.0,,,,,
2066,05/25/15 04:34:25 PM,13.461,272.0,,,,,
2067,05/25/15 07:34:26 PM,11.722,23.0,,,,,
2068,05/25/15 10:34:27 PM,11.041,0.0,,,,,
2069,05/26/15 01:34:28 AM,10.651,0.0,,,,,
2070,05/26/15 04:34:29 AM,10.063,0.0,,,,,
2071,05/26/15 07:34:30 AM,9.866,67.0,,,,,
2072,05/26/15 10:34:31 AM,11.041,272.0,,,,,
2073,05/26/15 01:34:32 PM,12.401,152.0,,,,,
2074,05/26/15 04:34:33 PM,13.076,224.0,,,,,
2075,05/26/15 07:34:34 PM,12.207,19.0,,,,,
2076,05/26/15 10:34:35 PM,11.334,0.0,,,,,
2077,05/27/15 01:34:36 AM,10.651,0.0,,,,,
2078,05/27/15 04:34:37 AM,10.259,0.0,,,,,
2079,05/27/15 07:34:38 AM,9.866,26.0,,,,,
2080,05/27/15 10:34:39 AM,12.497,272.0,,,,,
2081,05/27/15 01:34:40 PM,18.901,464.0,,,,,
2082,05/27/15 04:34:41 PM,16.427,77.0,,,,,
2083,05/27/15 07:34:42 PM,15.473,40.0,,,,,
2084,05/27/15 10:34:43 PM,13.558,0.0,,,,,
2085,05/28/15 01:34:44 AM,12.013,0.0,,,,,
2086,05/28/15 04:34:45 AM,10.944,0.0,,,,,
2087,05/28/15 07:34:46 AM,10.553,50.0,,,,,
2088,05/28/15 10:34:47 AM,14.134,272.0,,,,,
2089,05/28/15 01:34:48 PM,21.378,480.0,,,,,
2090,05/28/15 04:34:49 PM,18.331,40.0,,,,,
2091,05/28/15 07:34:50 PM,17.475,33.0,,,,,
2092,05/28/15 10:34:51 PM,15.569,0.0,,,,,
2093,05/29/15 01:34:52 AM,14.038,0.0,,,,,
2094,05/29/15 04:34:53 AM,13.076,0.0,,,,,
2095,05/29/15 07:34:54 AM,12.883,87.0,,,,,
2096,05/29/15 10:34:55 AM,16.427,304.0,,,,,
2097,05/29/15 01:34:56 PM,19.092,136.0,,,,,
2098,05/29/15 04:34:57 PM,19.092,136.0,,,,,
2099,05/29/15 07:34:58 PM,17.665,31.0,,,,,
2100,05/29/15 10:34:59 PM,16.046,0.0,,,,,
2101,05/30/15 01:35:00 AM,14.230,0.0,,,,,
2102,05/30/15 04:35:01 AM,12.883,0.0,,,,,
2103,05/30/15 07:35:02 AM,12.207,54.0,,,,,
2104,05/30/15 10:35:03 AM,15.378,304.0,,,,,
2105,05/30/15 01:35:04 PM,20.615,800.0,,,,,
2106,05/30/15 04:35:05 PM,17.760,128.0,,,,,
2107,05/30/15 07:35:06 PM,16.427,39.0,,,,,
2108,05/30/15 10:35:07 PM,14.325,0.0,,,,,
2109,05/31/15 01:35:08 AM,13.269,0.0,,,,,
2110,05/31/15 04:35:09 AM,12.013,0.0,,,,,
2111,05/31/15 07:35:10 AM,12.304,104.0,,,,,
2112,05/31/15 10:35:11 AM,15.569,352.0,,,,,
2113,05/31/15 01:35:12 PM,23.292,1088.0,,,,,
2114,05/31/15 04:35:13 PM,18.806,176.0,,,,,
2115,05/31/15 07:35:14 PM,17.570,33.0,,,,,
2116,05/31/15 10:35:15 PM,15.569,0.0,,,,,
2117,06/01/15 01:35:16 AM,14.421,0.0,,,,,
2118,06/01/15 04:35:17 AM,13.365,0.0,,,,,
2119,06/01/15 07:35:18 AM,13.173,94.0,,,,,
2120,06/01/15 10:35:19 AM,12.497,16.0,,,,,
2121,06/01/15 01:35:20 PM,13.461,103.0,,,,,
2122,06/01/15 04:35:21 PM,12.883,128.0,,,,,
2123,06/01/15 07:35:22 PM,12.787,20.0,,,,,
2124,06/01/15 10:35:23 PM,12.013,0.0,,,,,
2125,06/02/15 01:35:24 AM,10.944,0.0,,,,,
2126,06/02/15 04:35:25 AM,10.651,0.0,,,,,
2127,06/02/15 07:35:26 AM,10.748,109.0,,,,,
2128,06/02/15 10:35:27 AM,10.748,160.0,,,,,
2129,06/02/15 01:35:28 PM,11.528,272.0,,,,,
2130,06/02/15 04:35:29 PM,11.625,168.0,,,,,
2131,06/02/15 07:35:30 PM,10.944,26.0,,,,,
2132,06/02/15 10:35:31 PM,10.161,0.0,,,,,
2133,06/03/15 01:35:32 AM,9.866,0.0,,,,,
2134,06/03/15 04:35:33 AM,9.669,0.0,,,,,
2135,06/03/15 07:35:34 AM,9.768,47.0,,,,,
2136,06/03/15 10:35:35 AM,11.236,272.0,,,,,
2137,06/03/15 01:35:36 PM,14.230,576.0,,,,,
2138,06/03/15 04:35:37 PM,12.497,336.0,,,,,
2139,06/03/15 07:35:38 PM,11.334,36.0,,,,,
2140,06/03/15 10:35:39 PM,10.748,0.0,,,,,
2141,06/04/15 01:35:40 AM,10.553,0.0,,,,,
2142,06/04/15 04:35:41 AM,10.161,0.0,,,,,
2143,06/04/15 07:35:42 AM,10.063,49.0,,,,,
2144,06/04/15 10:35:43 AM,11.236,272.0,,,,,
2145,06/04/15 01:35:44 PM,18.045,448.0,,,,,
2146,06/04/15 04:35:45 PM,13.750,144.0,,,,,
2147,06/04/15 07:35:46 PM,12.980,33.0,,,,,
2148,06/04/15 10:35:47 PM,11.819,0.0,,,,,
2149,06/05/15 01:35:48 AM,10.455,0.0,,,,,
2150,06/05/15 04:35:49 AM,9.373,0.0,,,,,
2151,06/05/15 07:35:50 AM,9.077,52.0,,,,,
2152,06/05/15 10:35:51 AM,12.883,288.0,,,,,
2153,06/05/15 01:35:52 PM,21.569,1152.0,,,,,
2154,06/05/15 04:35:53 PM,17.284,120.0,,,,,
2155,06/05/15 07:35:54 PM,15.951,15.0,,,,,
2156,06/05/15 10:35:55 PM,14.134,0.0,,,,,
2157,06/06/15 01:35:56 AM,12.594,0.0,,,,,
2158,06/06/15 04:35:57 AM,11.334,0.0,,,,,
2159,06/06/15 07:35:58 AM,10.846,54.0,,,,,
2160,06/06/15 10:35:59 AM,14.613,288.0,,,,,
2161,06/06/15 01:36:00 PM,22.908,992.0,,,,,
2162,06/06/15 04:36:01 PM,19.092,120.0,,,,,
2163,06/06/15 07:36:02 PM,17.665,19.0,,,,,
2164,06/06/15 10:36:03 PM,15.760,0.0,,,,,
2165,06/07/15 01:36:04 AM,14.134,0.0,,,,,
2166,06/07/15 04:36:05 AM,12.980,0.0,,,,,
2167,06/07/15 07:36:06 AM,12.401,54.0,,,,,
2168,06/07/15 10:36:07 AM,16.237,288.0,,,,,
2169,06/07/15 01:36:08 PM,23.677,960.0,,,,,
2170,06/07/15 04:36:09 PM,20.424,118.0,,,,,
2171,06/07/15 07:36:10 PM,18.996,14.0,,,,,
2172,06/07/15 10:36:11 PM,16.808,0.0,,,,,
2173,06/08/15 01:36:12 AM,15.091,0.0,,,,,
2174,06/08/15 04:36:13 AM,13.846,0.0,,,,,
2175,06/08/15 07:36:14 AM,13.269,55.0,,,,,
2176,06/08/15 10:36:15 AM,17.189,288.0,,,,,
2177,06/08/15 01:36:16 PM,24.448,1216.0,,,,,
2178,06/08/15 04:36:17 PM,21.091,119.0,,,,,
2179,06/08/15 07:36:18 PM,19.662,14.0,,,,,
2180,06/08/15 10:36:19 PM,17.284,0.0,,,,,
2181,06/09/15 01:36:20 AM,15.282,0.0,,,,,
2182,06/09/15 04:36:21 AM,13.846,0.0,,,,,
2183,06/09/15 07:36:22 AM,13.076,58.0,,,,,
2184,06/09/15 10:36:23 AM,16.999,304.0,,,,,
2185,06/09/15 01:36:24 PM,23.869,1280.0,,,,,
2186,06/09/15 04:36:25 PM,20.519,121.0,,,,,
2187,06/09/15 07:36:26 PM,18.996,26.0,,,,,
2188,06/09/15 10:36:27 PM,16.713,0.0,,,,,
2189,06/10/15 01:36:28 AM,13.942,0.0,,,,,
2190,06/10/15 04:36:29 AM,12.110,0.0,,,,,
2191,06/10/15 07:36:30 AM,11.431,60.0,,,,,
2192,06/10/15 10:36:31 AM,15.091,320.0,,,,,
2193,06/10/15 01:36:32 PM,21.473,3712.0,,,,,
2194,06/10/15 04:36:33 PM,18.140,126.0,,,,,
2195,06/10/15 07:36:34 PM,16.903,16.0,,,,,
2196,06/10/15 10:36:35 PM,15.091,0.0,,,,,
2197,06/11/15 01:36:36 AM,13.173,0.0,,,,,
2198,06/11/15 04:36:37 AM,11.528,0.0,,,,,
