"Plot Title: TO04-S2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 2401777, SEN S/N: 2401777)","Intensity, lum/ft² (LGR S/N: 2401777, SEN S/N: 2401777)","Coupler Attached (LGR S/N: 2401777)","Host Connected (LGR S/N: 2401777)","Coupler Detached (LGR S/N: 2401777)","Stopped (LGR S/N: 2401777)","End Of File (LGR S/N: 2401777)"
1072,01/21/15 10:00:00 AM,0.784,87.0,,,,,
1073,01/21/15 01:00:00 PM,3.261,216.0,,,,,
1074,01/21/15 04:00:00 PM,4.623,152.0,,,,,
1075,01/21/15 07:00:00 PM,3.578,0.0,,,,,
1076,01/21/15 10:00:00 PM,3.261,0.0,,,,,
1077,01/22/15 01:00:00 AM,3.261,0.0,,,,,
1078,01/22/15 04:00:00 AM,3.367,0.0,,,,,
1079,01/22/15 07:00:00 AM,3.472,0.0,,,,,
1080,01/22/15 10:00:00 AM,3.893,47.0,,,,,
1081,01/22/15 01:00:00 PM,5.655,272.0,,,,,
1082,01/22/15 04:00:00 PM,6.268,152.0,,,,,
1083,01/22/15 07:00:00 PM,4.934,0.0,,,,,
1084,01/22/15 10:00:00 PM,4.623,0.0,,,,,
1085,01/23/15 01:00:00 AM,4.831,0.0,,,,,
1086,01/23/15 04:00:00 AM,5.037,0.0,,,,,
1087,01/23/15 07:00:00 AM,5.244,0.0,,,,,
1088,01/23/15 10:00:00 AM,5.552,37.0,,,,,
1089,01/23/15 01:00:00 PM,6.471,85.0,,,,,
1090,01/23/15 04:00:00 PM,7.280,39.0,,,,,
1091,01/23/15 07:00:00 PM,7.079,0.0,,,,,
1092,01/23/15 10:00:00 PM,6.978,0.0,,,,,
1093,01/24/15 01:00:00 AM,7.179,0.0,,,,,
1094,01/24/15 04:00:00 AM,8.382,0.0,,,,,
1095,01/24/15 07:00:00 AM,8.581,0.0,,,,,
1096,01/24/15 10:00:00 AM,8.680,136.0,,,,,
1097,01/24/15 01:00:00 PM,10.553,136.0,,,,,
1098,01/24/15 04:00:00 PM,10.748,168.0,,,,,
1099,01/24/15 07:00:00 PM,8.879,0.0,,,,,
1100,01/24/15 10:00:00 PM,7.882,0.0,,,,,
1101,01/25/15 01:00:00 AM,6.674,0.0,,,,,
1102,01/25/15 04:00:00 AM,5.552,0.0,,,,,
1103,01/25/15 07:00:00 AM,4.623,0.0,,,,,
1104,01/25/15 10:00:00 AM,4.207,28.0,,,,,
1105,01/25/15 01:00:00 PM,6.370,128.0,,,,,
1106,01/25/15 04:00:00 PM,7.280,96.0,,,,,
1107,01/25/15 07:00:00 PM,6.370,0.0,,,,,
1108,01/25/15 10:00:00 PM,5.244,0.0,,,,,
1109,01/26/15 01:00:00 AM,5.037,0.0,,,,,
1110,01/26/15 04:00:00 AM,5.244,0.0,,,,,
1111,01/26/15 07:00:00 AM,5.037,0.0,,,,,
1112,01/26/15 10:00:00 AM,4.934,20.0,,,,,
1113,01/26/15 01:00:00 PM,6.877,192.0,,,,,
1114,01/26/15 04:00:00 PM,8.382,117.0,,,,,
1115,01/26/15 07:00:00 PM,6.775,0.0,,,,,
1116,01/26/15 10:00:00 PM,5.450,0.0,,,,,
1117,01/27/15 01:00:00 AM,4.727,0.0,,,,,
1118,01/27/15 04:00:00 AM,3.893,0.0,,,,,
1119,01/27/15 07:00:00 AM,3.261,0.0,,,,,
1120,01/27/15 10:00:00 AM,2.730,128.0,,,,,
1121,01/27/15 01:00:00 PM,6.370,272.0,,,,,
1122,01/27/15 04:00:00 PM,7.280,113.0,,,,,
1123,01/27/15 07:00:00 PM,6.573,0.0,,,,,
1124,01/27/15 10:00:00 PM,6.370,0.0,,,,,
1125,01/28/15 01:00:00 AM,6.268,0.0,,,,,
1126,01/28/15 04:00:00 AM,5.037,0.0,,,,,
1127,01/28/15 07:00:00 AM,4.102,0.0,,,,,
1128,01/28/15 10:00:00 AM,2.943,22.0,,,,,
1129,01/28/15 01:00:00 PM,4.623,113.0,,,,,
1130,01/28/15 04:00:00 PM,6.471,144.0,,,,,
1131,01/28/15 07:00:00 PM,5.141,0.0,,,,,
1132,01/28/15 10:00:00 PM,4.102,0.0,,,,,
1133,01/29/15 01:00:00 AM,4.102,0.0,,,,,
1134,01/29/15 04:00:00 AM,3.578,0.0,,,,,
1135,01/29/15 07:00:00 AM,3.049,0.0,,,,,
1136,01/29/15 10:00:00 AM,2.837,21.0,,,,,
1137,01/29/15 01:00:00 PM,5.552,232.0,,,,,
1138,01/29/15 04:00:00 PM,6.268,79.0,,,,,
1139,01/29/15 07:00:00 PM,4.934,0.0,,,,,
1140,01/29/15 10:00:00 PM,3.893,0.0,,,,,
1141,01/30/15 01:00:00 AM,3.261,0.0,,,,,
1142,01/30/15 04:00:00 AM,2.730,0.0,,,,,
1143,01/30/15 07:00:00 AM,2.088,0.0,,,,,
1144,01/30/15 10:00:00 AM,1.872,23.0,,,,,
1145,01/30/15 01:00:00 PM,4.207,114.0,,,,,
1146,01/30/15 04:00:00 PM,6.471,100.0,,,,,
1147,01/30/15 07:00:00 PM,5.141,0.0,,,,,
1148,01/30/15 10:00:00 PM,3.578,0.0,,,,,
1149,01/31/15 01:00:00 AM,2.624,0.0,,,,,
1150,01/31/15 04:00:00 AM,1.872,0.0,,,,,
1151,01/31/15 07:00:00 AM,1.330,0.0,,,,,
1152,01/31/15 10:00:00 AM,2.088,31.0,,,,,
1153,01/31/15 01:00:00 PM,4.623,128.0,,,,,
1154,01/31/15 04:00:00 PM,6.370,176.0,,,,,
1155,01/31/15 07:00:00 PM,5.244,0.0,,,,,
1156,01/31/15 10:00:00 PM,5.141,0.0,,,,,
1157,02/01/15 01:00:00 AM,5.037,0.0,,,,,
1158,02/01/15 04:00:00 AM,4.934,0.0,,,,,
1159,02/01/15 07:00:00 AM,4.831,0.0,,,,,
1160,02/01/15 10:00:00 AM,4.934,24.0,,,,,
1161,02/01/15 01:00:00 PM,5.757,112.0,,,,,
1162,02/01/15 04:00:00 PM,6.166,70.0,,,,,
1163,02/01/15 07:00:00 PM,6.064,0.0,,,,,
1164,02/01/15 10:00:00 PM,5.347,0.0,,,,,
1165,02/02/15 01:00:00 AM,3.472,0.0,,,,,
1166,02/02/15 04:00:00 AM,2.730,0.0,,,,,
1167,02/02/15 07:00:00 AM,3.155,0.0,,,,,
1168,02/02/15 10:00:00 AM,4.207,52.0,,,,,
1169,02/02/15 01:00:00 PM,6.573,176.0,,,,,
1170,02/02/15 04:00:00 PM,6.775,58.0,,,,,
1171,02/02/15 07:00:00 PM,5.757,0.0,,,,,
1172,02/02/15 10:00:00 PM,4.934,0.0,,,,,
1173,02/03/15 01:00:00 AM,4.727,0.0,,,,,
1174,02/03/15 04:00:00 AM,3.893,0.0,,,,,
1175,02/03/15 07:00:00 AM,3.683,0.0,,,,,
1176,02/03/15 10:00:00 AM,4.207,47.0,,,,,
1177,02/03/15 01:00:00 PM,5.962,216.0,,,,,
1178,02/03/15 04:00:00 PM,6.978,192.0,,,,,
1179,02/03/15 07:00:00 PM,5.347,0.0,,,,,
1180,02/03/15 10:00:00 PM,4.207,0.0,,,,,
1181,02/04/15 01:00:00 AM,3.683,0.0,,,,,
1182,02/04/15 04:00:00 AM,4.102,0.0,,,,,
1183,02/04/15 07:00:00 AM,4.415,0.0,,,,,
1184,02/04/15 10:00:00 AM,4.727,28.0,,,,,
1185,02/04/15 01:00:00 PM,6.674,288.0,,,,,
1186,02/04/15 04:00:00 PM,7.280,105.0,,,,,
1187,02/04/15 07:00:00 PM,6.370,0.0,,,,,
1188,02/04/15 10:00:00 PM,6.166,0.0,,,,,
1189,02/05/15 01:00:00 AM,6.064,0.0,,,,,
1190,02/05/15 04:00:00 AM,5.962,0.0,,,,,
1191,02/05/15 07:00:00 AM,7.079,0.0,,,,,
1192,02/05/15 10:00:00 AM,7.381,60.0,,,,,
1193,02/05/15 01:00:00 PM,8.581,160.0,,,,,
1194,02/05/15 04:00:00 PM,8.680,106.0,,,,,
1195,02/05/15 07:00:00 PM,8.680,0.0,,,,,
1196,02/05/15 10:00:00 PM,8.978,0.0,,,,,
1197,02/06/15 01:00:00 AM,9.275,0.0,,,,,
1198,02/06/15 04:00:00 AM,9.176,0.0,,,,,
1199,02/06/15 07:00:00 AM,8.978,0.0,,,,,
1200,02/06/15 10:00:00 AM,9.077,41.0,,,,,
1201,02/06/15 01:00:00 PM,9.472,110.0,,,,,
1202,02/06/15 04:00:00 PM,9.373,110.0,,,,,
1203,02/06/15 07:00:00 PM,8.282,0.0,,,,,
1204,02/06/15 10:00:00 PM,7.582,0.0,,,,,
1205,02/07/15 01:00:00 AM,6.978,0.0,,,,,
1206,02/07/15 04:00:00 AM,7.280,0.0,,,,,
1207,02/07/15 07:00:00 AM,7.179,0.0,,,,,
1208,02/07/15 10:00:00 AM,7.179,40.0,,,,,
1209,02/07/15 01:00:00 PM,7.983,97.0,,,,,
1210,02/07/15 04:00:00 PM,8.082,96.0,,,,,
1211,02/07/15 07:00:00 PM,7.481,0.0,,,,,
1212,02/07/15 10:00:00 PM,6.775,0.0,,,,,
1213,02/08/15 01:00:00 AM,6.573,0.0,,,,,
1214,02/08/15 04:00:00 AM,6.370,0.0,,,,,
1215,02/08/15 07:00:00 AM,5.757,0.0,,,,,
1216,02/08/15 10:00:00 AM,5.757,92.0,,,,,
1217,02/08/15 01:00:00 PM,8.382,320.0,,,,,
1218,02/08/15 04:00:00 PM,8.581,128.0,,,,,
1219,02/08/15 07:00:00 PM,7.782,0.0,,,,,
1220,02/08/15 10:00:00 PM,7.079,0.0,,,,,
1221,02/09/15 01:00:00 AM,7.280,0.0,,,,,
1222,02/09/15 04:00:00 AM,6.573,0.0,,,,,
1223,02/09/15 07:00:00 AM,6.370,0.0,,,,,
1224,02/09/15 10:00:00 AM,6.978,64.0,,,,,
1225,02/09/15 01:00:00 PM,8.680,272.0,,,,,
1226,02/09/15 04:00:00 PM,7.983,61.0,,,,,
1227,02/09/15 07:00:00 PM,6.877,0.0,,,,,
1228,02/09/15 10:00:00 PM,6.775,0.0,,,,,
1229,02/10/15 01:00:00 AM,6.674,0.0,,,,,
1230,02/10/15 04:00:00 AM,6.978,0.0,,,,,
1231,02/10/15 07:00:00 AM,6.775,0.0,,,,,
1232,02/10/15 10:00:00 AM,6.877,106.0,,,,,
1233,02/10/15 01:00:00 PM,8.282,272.0,,,,,
1234,02/10/15 04:00:00 PM,8.382,160.0,,,,,
1235,02/10/15 07:00:00 PM,6.978,0.0,,,,,
1236,02/10/15 10:00:00 PM,5.860,0.0,,,,,
1237,02/11/15 01:00:00 AM,5.655,0.0,,,,,
1238,02/11/15 04:00:00 AM,5.450,0.0,,,,,
1239,02/11/15 07:00:00 AM,4.934,0.0,,,,,
1240,02/11/15 10:00:00 AM,5.757,152.0,,,,,
1241,02/11/15 01:00:00 PM,8.282,304.0,,,,,
1242,02/11/15 04:00:00 PM,8.879,104.0,,,,,
1243,02/11/15 07:00:00 PM,7.481,0.0,,,,,
1244,02/11/15 10:00:00 PM,6.775,0.0,,,,,
1245,02/12/15 01:00:00 AM,6.573,0.0,,,,,
1246,02/12/15 04:00:00 AM,6.370,0.0,,,,,
1247,02/12/15 07:00:00 AM,5.552,0.0,,,,,
1248,02/12/15 10:00:00 AM,6.573,123.0,,,,,
1249,02/12/15 01:00:00 PM,8.282,152.0,,,,,
1250,02/12/15 04:00:00 PM,8.382,103.0,,,,,
1251,02/12/15 07:00:00 PM,7.179,0.0,,,,,
1252,02/12/15 10:00:00 PM,5.860,0.0,,,,,
1253,02/13/15 01:00:00 AM,5.347,0.0,,,,,
1254,02/13/15 04:00:00 AM,5.037,0.0,,,,,
1255,02/13/15 07:00:00 AM,4.934,0.0,,,,,
1256,02/13/15 10:00:00 AM,6.166,136.0,,,,,
1257,02/13/15 01:00:00 PM,7.882,200.0,,,,,
1258,02/13/15 04:00:00 PM,9.472,83.0,,,,,
1259,02/13/15 07:00:00 PM,8.481,0.0,,,,,
1260,02/13/15 10:00:00 PM,7.582,0.0,,,,,
1261,02/14/15 01:00:00 AM,5.757,0.0,,,,,
1262,02/14/15 04:00:00 AM,6.471,0.0,,,,,
1263,02/14/15 07:00:00 AM,6.674,0.0,,,,,
1264,02/14/15 10:00:00 AM,7.079,25.0,,,,,
1265,02/14/15 01:00:00 PM,9.077,144.0,,,,,
1266,02/14/15 04:00:00 PM,8.382,200.0,,,,,
1267,02/14/15 07:00:00 PM,7.179,0.0,,,,,
1268,02/14/15 10:00:00 PM,5.037,0.0,,,,,
1269,02/15/15 01:00:00 AM,4.311,0.0,,,,,
1270,02/15/15 04:00:00 AM,2.837,0.0,,,,,
1271,02/15/15 07:00:00 AM,1.656,0.0,,,,,
1272,02/15/15 10:00:00 AM,1.764,40.0,,,,,
1273,02/15/15 01:00:00 PM,4.934,152.0,,,,,
1274,02/15/15 04:00:00 PM,6.573,115.0,,,,,
1275,02/15/15 07:00:00 PM,5.347,0.0,,,,,
1276,02/15/15 10:00:00 PM,3.683,0.0,,,,,
1277,02/16/15 01:00:00 AM,2.517,0.0,,,,,
1278,02/16/15 04:00:00 AM,2.303,0.0,,,,,
1279,02/16/15 07:00:00 AM,1.764,0.0,,,,,
1280,02/16/15 10:00:00 AM,2.195,36.0,,,,,
1281,02/16/15 01:00:00 PM,5.141,152.0,,,,,
1282,02/16/15 04:00:00 PM,6.268,101.0,,,,,
1283,02/16/15 07:00:00 PM,5.141,0.0,,,,,
1284,02/16/15 10:00:00 PM,3.261,0.0,,,,,
1285,02/17/15 01:00:00 AM,2.195,0.0,,,,,
1286,02/17/15 04:00:00 AM,2.195,0.0,,,,,
1287,02/17/15 07:00:00 AM,2.088,0.0,,,,,
1288,02/17/15 10:00:00 AM,2.624,34.0,,,,,
1289,02/17/15 01:00:00 PM,5.860,144.0,,,,,
1290,02/17/15 04:00:00 PM,7.381,122.0,,,,,
1291,02/17/15 07:00:00 PM,5.757,0.0,,,,,
1292,02/17/15 10:00:00 PM,4.831,0.0,,,,,
1293,02/18/15 01:00:00 AM,3.998,0.0,,,,,
1294,02/18/15 04:00:00 AM,3.261,0.0,,,,,
1295,02/18/15 07:00:00 AM,2.517,0.0,,,,,
1296,02/18/15 10:00:00 AM,3.788,128.0,,,,,
1297,02/18/15 01:00:00 PM,5.962,160.0,,,,,
1298,02/18/15 04:00:00 PM,6.674,128.0,,,,,
1299,02/18/15 07:00:00 PM,5.244,0.0,,,,,
1300,02/18/15 10:00:00 PM,5.037,0.0,,,,,
1301,02/19/15 01:00:00 AM,5.141,0.0,,,,,
1302,02/19/15 04:00:00 AM,5.244,0.0,,,,,
1303,02/19/15 07:00:00 AM,5.552,0.0,,,,,
1304,02/19/15 10:00:00 AM,6.064,118.0,,,,,
1305,02/19/15 01:00:00 PM,7.682,352.0,,,,,
1306,02/19/15 04:00:00 PM,7.481,184.0,,,,,
1307,02/19/15 07:00:00 PM,6.064,0.0,,,,,
1308,02/19/15 10:00:00 PM,6.064,0.0,,,,,
1309,02/20/15 01:00:00 AM,5.962,0.0,,,,,
1310,02/20/15 04:00:00 AM,5.860,0.0,,,,,
1311,02/20/15 07:00:00 AM,5.757,0.0,,,,,
1312,02/20/15 10:00:00 AM,5.860,47.0,,,,,
1313,02/20/15 01:00:00 PM,8.182,464.0,,,,,
1314,02/20/15 04:00:00 PM,7.782,272.0,,,,,
1315,02/20/15 07:00:00 PM,5.757,0.0,,,,,
1316,02/20/15 10:00:00 PM,5.347,0.0,,,,,
1317,02/21/15 01:00:00 AM,5.141,0.0,,,,,
1318,02/21/15 04:00:00 AM,4.623,0.0,,,,,
1319,02/21/15 07:00:00 AM,3.998,0.0,,,,,
1320,02/21/15 10:00:00 AM,3.788,88.0,,,,,
1321,02/21/15 01:00:00 PM,6.166,512.0,,,,,
1322,02/21/15 04:00:00 PM,6.370,208.0,,,,,
1323,02/21/15 07:00:00 PM,4.415,0.0,,,,,
1324,02/21/15 10:00:00 PM,2.410,0.0,,,,,
1325,02/22/15 01:00:00 AM,1.872,0.0,,,,,
1326,02/22/15 04:00:00 AM,1.003,0.0,,,,,
1327,02/22/15 07:00:00 AM,0.674,0.0,,,,,
1328,02/22/15 10:00:00 AM,0.784,40.0,,,,,
1329,02/22/15 01:00:00 PM,2.837,168.0,,,,,
1330,02/22/15 04:00:00 PM,4.727,144.0,,,,,
1331,02/22/15 07:00:00 PM,3.367,0.0,,,,,
1332,02/22/15 10:00:00 PM,1.003,0.0,,,,,
1333,02/23/15 01:00:00 AM,0.453,0.0,,,,,
1334,02/23/15 04:00:00 AM,0.343,0.0,,,,,
1335,02/23/15 07:00:00 AM,-0.102,0.0,,,,,
1336,02/23/15 10:00:00 AM,-0.102,42.0,,,,,
1337,02/23/15 01:00:00 PM,1.112,160.0,,,,,
1338,02/23/15 04:00:00 PM,3.788,121.0,,,,,
1339,02/23/15 07:00:00 PM,3.049,0.0,,,,,
1340,02/23/15 10:00:00 PM,1.656,0.0,,,,,
1341,02/24/15 01:00:00 AM,1.003,0.0,,,,,
1342,02/24/15 04:00:00 AM,0.453,0.0,,,,,
1343,02/24/15 07:00:00 AM,0.232,0.0,,,,,
1344,02/24/15 10:00:00 AM,0.563,43.0,,,,,
1345,02/24/15 01:00:00 PM,3.998,176.0,,,,,
1346,02/24/15 04:00:00 PM,5.655,123.0,,,,,
1347,02/24/15 07:00:00 PM,4.311,0.0,,,,,
1348,02/24/15 10:00:00 PM,3.367,0.0,,,,,
1349,02/25/15 01:00:00 AM,3.472,0.0,,,,,
1350,02/25/15 04:00:00 AM,3.893,0.0,,,,,
1351,02/25/15 07:00:00 AM,3.893,0.0,,,,,
1352,02/25/15 10:00:00 AM,4.727,136.0,,,,,
1353,02/25/15 01:00:00 PM,7.481,288.0,,,,,
1354,02/25/15 04:00:00 PM,6.775,208.0,,,,,
1355,02/25/15 07:00:00 PM,5.450,0.0,,,,,
1356,02/25/15 10:00:00 PM,5.037,0.0,,,,,
1357,02/26/15 01:00:00 AM,4.831,0.0,,,,,
1358,02/26/15 04:00:00 AM,4.727,0.0,,,,,
1359,02/26/15 07:00:00 AM,4.727,0.0,,,,,
1360,02/26/15 10:00:00 AM,5.860,208.0,,,,,
1361,02/26/15 01:00:00 PM,7.582,224.0,,,,,
1362,02/26/15 04:00:00 PM,7.481,136.0,,,,,
1363,02/26/15 07:00:00 PM,6.064,0.0,,,,,
1364,02/26/15 10:00:00 PM,5.347,0.0,,,,,
1365,02/27/15 01:00:00 AM,5.141,0.0,,,,,
1366,02/27/15 04:00:00 AM,5.037,0.0,,,,,
1367,02/27/15 07:00:00 AM,4.831,0.0,,,,,
1368,02/27/15 10:00:00 AM,4.415,100.0,,,,,
1369,02/27/15 01:00:00 PM,6.877,464.0,,,,,
1370,02/27/15 04:00:00 PM,6.370,144.0,,,,,
1371,02/27/15 07:00:00 PM,4.519,0.0,,,,,
1372,02/27/15 10:00:00 PM,4.102,0.0,,,,,
1373,02/28/15 01:00:00 AM,3.155,0.0,,,,,
1374,02/28/15 04:00:00 AM,2.624,0.0,,,,,
1375,02/28/15 07:00:00 AM,1.112,0.0,,,,,
1376,02/28/15 10:00:00 AM,1.330,76.0,,,,,
1377,02/28/15 01:00:00 PM,3.367,168.0,,,,,
1378,02/28/15 04:00:00 PM,4.831,144.0,,,,,
1379,02/28/15 07:00:00 PM,3.578,0.0,,,,,
1380,02/28/15 10:00:00 PM,1.548,0.0,,,,,
1381,03/01/15 01:00:00 AM,0.453,0.0,,,,,
1382,03/01/15 04:00:00 AM,0.453,0.0,,,,,
1383,03/01/15 07:00:00 AM,0.232,0.0,,,,,
1384,03/01/15 10:00:00 AM,0.232,51.0,,,,,
1385,03/01/15 01:00:00 PM,1.439,208.0,,,,,
1386,03/01/15 04:00:00 PM,4.519,160.0,,,,,
1387,03/01/15 07:00:00 PM,4.207,0.0,,,,,
1388,03/01/15 10:00:00 PM,3.155,0.0,,,,,
1389,03/02/15 01:00:00 AM,2.730,0.0,,,,,
1390,03/02/15 04:00:00 AM,1.980,0.0,,,,,
1391,03/02/15 07:00:00 AM,1.439,0.0,,,,,
1392,03/02/15 10:00:00 AM,2.730,232.0,,,,,
1393,03/02/15 01:00:00 PM,4.415,288.0,,,,,
1394,03/02/15 04:00:00 PM,5.552,168.0,,,,,
1395,03/02/15 07:00:00 PM,3.472,0.0,,,,,
1396,03/02/15 10:00:00 PM,1.872,0.0,,,,,
1397,03/03/15 01:00:00 AM,0.343,0.0,,,,,
1398,03/03/15 04:00:00 AM,0.232,0.0,,,,,
1399,03/03/15 07:00:00 AM,-0.102,0.0,,,,,
1400,03/03/15 10:00:00 AM,0.010,70.0,,,,,
1401,03/03/15 01:00:00 PM,1.003,200.0,,,,,
1402,03/03/15 04:00:00 PM,2.837,160.0,,,,,
1403,03/03/15 07:00:00 PM,1.872,0.0,,,,,
1404,03/03/15 10:00:00 PM,0.232,0.0,,,,,
1405,03/04/15 01:00:00 AM,-0.437,0.0,,,,,
1406,03/04/15 04:00:00 AM,-0.774,0.0,,,,,
1407,03/04/15 07:00:00 AM,-1.114,0.0,,,,,
1408,03/04/15 10:00:00 AM,-0.774,74.0,,,,,
1409,03/04/15 01:00:00 PM,0.453,200.0,,,,,
1410,03/04/15 04:00:00 PM,1.872,144.0,,,,,
1411,03/04/15 07:00:00 PM,1.656,0.0,,,,,
1412,03/04/15 10:00:00 PM,0.121,0.0,,,,,
1413,03/05/15 01:00:00 AM,0.121,0.0,,,,,
1414,03/05/15 04:00:00 AM,0.121,0.0,,,,,
1415,03/05/15 07:00:00 AM,-0.213,0.0,,,,,
1416,03/05/15 10:00:00 AM,0.343,110.0,,,,,
1417,03/05/15 01:00:00 PM,2.410,200.0,,,,,
1418,03/05/15 04:00:00 PM,5.347,232.0,,,,,
1419,03/05/15 07:00:00 PM,4.207,0.0,,,,,
1420,03/05/15 10:00:00 PM,2.730,0.0,,,,,
1421,03/06/15 01:00:00 AM,1.764,0.0,,,,,
1422,03/06/15 04:00:00 AM,1.221,0.0,,,,,
1423,03/06/15 07:00:00 AM,0.893,0.0,,,,,
1424,03/06/15 10:00:00 AM,2.088,160.0,,,,,
1425,03/06/15 01:00:00 PM,5.860,192.0,,,,,
1426,03/06/15 04:00:00 PM,7.381,192.0,,,,,
1427,03/06/15 07:00:00 PM,6.166,0.0,,,,,
1428,03/06/15 10:00:00 PM,3.893,0.0,,,,,
1429,03/07/15 01:00:00 AM,2.517,0.0,,,,,
1430,03/07/15 04:00:00 AM,1.548,0.0,,,,,
1431,03/07/15 07:00:00 AM,0.784,0.0,,,,,
1432,03/07/15 10:00:00 AM,1.548,70.0,,,,,
1433,03/07/15 01:00:00 PM,5.552,200.0,,,,,
1434,03/07/15 04:00:00 PM,7.582,128.0,,,,,
1435,03/07/15 07:00:00 PM,6.674,1.0,,,,,
1436,03/07/15 10:00:00 PM,4.311,0.0,,,,,
1437,03/08/15 01:00:00 AM,2.943,0.0,,,,,
1438,03/08/15 04:00:00 AM,2.195,0.0,,,,,
1439,03/08/15 07:00:00 AM,1.439,0.0,,,,,
1440,03/08/15 10:00:00 AM,2.195,71.0,,,,,
1441,03/08/15 01:00:00 PM,6.573,200.0,,,,,
1442,03/08/15 04:00:00 PM,8.779,128.0,,,,,
1443,03/08/15 07:00:00 PM,7.582,0.0,,,,,
1444,03/08/15 10:00:00 PM,5.244,0.0,,,,,
1445,03/09/15 01:00:00 AM,3.893,0.0,,,,,
1446,03/09/15 04:00:00 AM,2.837,0.0,,,,,
1447,03/09/15 07:00:00 AM,1.980,0.0,,,,,
1448,03/09/15 10:00:00 AM,2.517,72.0,,,,,
1449,03/09/15 01:00:00 PM,7.280,208.0,,,,,
1450,03/09/15 04:00:00 PM,8.779,128.0,,,,,
1451,03/09/15 07:00:00 PM,7.983,2.0,,,,,
1452,03/09/15 10:00:00 PM,5.450,0.0,,,,,
1453,03/10/15 01:00:00 AM,3.788,0.0,,,,,
1454,03/10/15 04:00:00 AM,2.624,0.0,,,,,
1455,03/10/15 07:00:00 AM,1.980,0.0,,,,,
1456,03/10/15 10:00:00 AM,3.683,85.0,,,,,
1457,03/10/15 01:00:00 PM,9.965,368.0,,,,,
1458,03/10/15 04:00:00 PM,11.528,256.0,,,,,
1459,03/10/15 07:00:00 PM,9.571,1.0,,,,,
1460,03/10/15 10:00:00 PM,8.481,0.0,,,,,
1461,03/11/15 01:00:00 AM,7.682,0.0,,,,,
1462,03/11/15 04:00:00 AM,7.179,0.0,,,,,
1463,03/11/15 07:00:00 AM,6.978,0.0,,,,,
1464,03/11/15 10:00:00 AM,7.381,58.0,,,,,
1465,03/11/15 01:00:00 PM,8.779,200.0,,,,,
1466,03/11/15 04:00:00 PM,9.472,136.0,,,,,
1467,03/11/15 07:00:00 PM,8.282,0.0,,,,,
1468,03/11/15 10:00:00 PM,7.882,0.0,,,,,
1469,03/12/15 01:00:00 AM,7.682,0.0,,,,,
1470,03/12/15 04:00:00 AM,7.381,0.0,,,,,
1471,03/12/15 07:00:00 AM,6.978,0.0,,,,,
1472,03/12/15 10:00:00 AM,8.382,304.0,,,,,
1473,03/12/15 01:00:00 PM,9.275,336.0,,,,,
1474,03/12/15 04:00:00 PM,9.176,152.0,,,,,
1475,03/12/15 07:00:00 PM,7.782,2.0,,,,,
1476,03/12/15 10:00:00 PM,5.962,0.0,,,,,
1477,03/13/15 01:00:00 AM,4.831,0.0,,,,,
1478,03/13/15 04:00:00 AM,5.037,0.0,,,,,
1479,03/13/15 07:00:00 AM,5.347,0.0,,,,,
1480,03/13/15 10:00:00 AM,7.983,232.0,,,,,
1481,03/13/15 01:00:00 PM,11.819,384.0,,,,,
1482,03/13/15 04:00:00 PM,12.497,336.0,,,,,
1483,03/13/15 07:00:00 PM,10.553,0.0,,,,,
1484,03/13/15 10:00:00 PM,9.571,0.0,,,,,
1485,03/14/15 01:00:00 AM,9.176,0.0,,,,,
1486,03/14/15 04:00:00 AM,8.680,0.0,,,,,
1487,03/14/15 07:00:00 AM,8.481,0.0,,,,,
1488,03/14/15 10:00:00 AM,9.176,52.0,,,,,
1489,03/14/15 01:00:00 PM,10.161,240.0,,,,,
1490,03/14/15 04:00:00 PM,10.259,192.0,,,,,
1491,03/14/15 07:00:00 PM,8.978,0.0,,,,,
1492,03/14/15 10:00:00 PM,7.280,0.0,,,,,
1493,03/15/15 01:00:00 AM,6.674,0.0,,,,,
1494,03/15/15 04:00:00 AM,6.573,0.0,,,,,
1495,03/15/15 07:00:00 AM,6.877,0.0,,,,,
1496,03/15/15 10:00:00 AM,7.381,22.0,,,,,
1497,03/15/15 01:00:00 PM,7.782,114.0,,,,,
1498,03/15/15 04:00:00 PM,8.779,232.0,,,,,
1499,03/15/15 07:00:00 PM,7.481,10.0,,,,,
1500,03/15/15 10:00:00 PM,5.757,0.0,,,,,
1501,03/16/15 01:00:00 AM,5.244,0.0,,,,,
1502,03/16/15 04:00:00 AM,4.934,0.0,,,,,
1503,03/16/15 07:00:00 AM,4.311,0.0,,,,,
1504,03/16/15 10:00:00 AM,4.415,90.0,,,,,
1505,03/16/15 01:00:00 PM,7.280,272.0,,,,,
1506,03/16/15 04:00:00 PM,7.983,43.0,,,,,
1507,03/16/15 07:00:00 PM,6.978,7.0,,,,,
1508,03/16/15 10:00:00 PM,5.244,0.0,,,,,
1509,03/17/15 01:00:00 AM,4.311,0.0,,,,,
1510,03/17/15 04:00:00 AM,3.683,0.0,,,,,
1511,03/17/15 07:00:00 AM,3.472,0.0,,,,,
1512,03/17/15 10:00:00 AM,6.064,304.0,,,,,
1513,03/17/15 01:00:00 PM,9.077,432.0,,,,,
1514,03/17/15 04:00:00 PM,7.582,112.0,,,,,
1515,03/17/15 07:00:00 PM,5.757,5.0,,,,,
