"Plot Title: AM16-S1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10578643, SEN S/N: 10578643)","Intensity, Lux (LGR S/N: 10578643, SEN S/N: 10578643)"
524,11/15/14 10:00:00 PM,-5.496,0.0
525,11/16/14 01:00:00 AM,-4.272,0.0
526,11/16/14 04:00:00 AM,-4.152,0.0
527,11/16/14 07:00:00 AM,-3.197,0.0
528,11/16/14 10:00:00 AM,-2.610,344.4
529,11/16/14 01:00:00 PM,-0.887,2152.8
530,11/16/14 04:00:00 PM,-0.437,344.4
531,11/16/14 07:00:00 PM,-1.001,0.0
532,11/16/14 10:00:00 PM,-1.001,0.0
533,11/17/14 01:00:00 AM,-1.228,0.0
534,11/17/14 04:00:00 AM,-0.887,0.0
535,11/17/14 07:00:00 AM,-0.774,0.0
536,11/17/14 10:00:00 AM,-1.799,398.3
537,11/17/14 01:00:00 PM,0.010,2238.9
538,11/17/14 04:00:00 PM,0.121,452.1
539,11/17/14 07:00:00 PM,-1.114,0.0
540,11/17/14 10:00:00 PM,-1.570,0.0
541,11/18/14 01:00:00 AM,-1.799,0.0
542,11/18/14 04:00:00 AM,-1.914,0.0
543,11/18/14 07:00:00 AM,-2.030,0.0
544,11/18/14 10:00:00 AM,-1.114,2583.4
545,11/18/14 01:00:00 PM,2.088,6544.5
546,11/18/14 04:00:00 PM,1.439,2066.7
547,11/18/14 07:00:00 PM,-0.325,0.0
548,11/18/14 10:00:00 PM,-0.102,0.0
549,11/19/14 01:00:00 AM,0.232,0.0
550,11/19/14 04:00:00 AM,0.563,0.0
551,11/19/14 07:00:00 AM,0.674,0.0
552,11/19/14 10:00:00 AM,0.674,968.8
553,11/19/14 01:00:00 PM,3.998,6544.5
554,11/19/14 04:00:00 PM,3.261,3100.0
555,11/19/14 07:00:00 PM,1.221,0.0
556,11/19/14 10:00:00 PM,0.453,0.0
557,11/20/14 01:00:00 AM,0.232,0.0
558,11/20/14 04:00:00 AM,0.563,0.0
559,11/20/14 07:00:00 AM,0.893,0.0
560,11/20/14 10:00:00 AM,1.656,2583.4
561,11/20/14 01:00:00 PM,2.624,4133.4
562,11/20/14 04:00:00 PM,1.330,419.8
563,11/20/14 07:00:00 PM,0.784,0.0
564,11/20/14 10:00:00 PM,0.784,0.0
565,11/21/14 01:00:00 AM,0.784,0.0
566,11/21/14 04:00:00 AM,0.784,0.0
567,11/21/14 07:00:00 AM,0.784,0.0
568,11/21/14 10:00:00 AM,1.112,688.9
569,11/21/14 01:00:00 PM,1.764,1367.0
570,11/21/14 04:00:00 PM,0.784,387.5
571,11/21/14 07:00:00 PM,0.232,0.0
572,11/21/14 10:00:00 PM,2.195,0.0
573,11/22/14 01:00:00 AM,0.674,0.0
574,11/22/14 04:00:00 AM,0.121,0.0
575,11/22/14 07:00:00 AM,-0.102,0.0
576,11/22/14 10:00:00 AM,0.121,107.6
577,11/22/14 01:00:00 PM,0.121,75.3
578,11/22/14 04:00:00 PM,0.121,53.8
579,11/22/14 07:00:00 PM,0.121,0.0
580,11/22/14 10:00:00 PM,0.121,0.0
581,11/23/14 01:00:00 AM,0.121,0.0
582,11/23/14 04:00:00 AM,0.121,0.0
583,11/23/14 07:00:00 AM,0.121,0.0
584,11/23/14 10:00:00 AM,0.121,0.0
585,11/23/14 01:00:00 PM,0.121,0.0
586,11/23/14 04:00:00 PM,0.121,0.0
587,11/23/14 07:00:00 PM,0.121,0.0
588,11/23/14 10:00:00 PM,0.121,0.0
589,11/24/14 01:00:00 AM,0.121,0.0
590,11/24/14 04:00:00 AM,0.121,0.0
591,11/24/14 07:00:00 AM,0.121,0.0
592,11/24/14 10:00:00 AM,0.121,10.8
593,11/24/14 01:00:00 PM,0.121,10.8
594,11/24/14 04:00:00 PM,0.121,0.0
595,11/24/14 07:00:00 PM,0.121,0.0
596,11/24/14 10:00:00 PM,0.121,0.0
597,11/25/14 01:00:00 AM,0.121,0.0
598,11/25/14 04:00:00 AM,0.121,0.0
599,11/25/14 07:00:00 AM,0.121,0.0
600,11/25/14 10:00:00 AM,0.121,0.0
601,11/25/14 01:00:00 PM,0.121,10.8
602,11/25/14 04:00:00 PM,0.121,21.5
603,11/25/14 07:00:00 PM,0.121,0.0
604,11/25/14 10:00:00 PM,0.121,0.0
605,11/26/14 01:00:00 AM,0.121,0.0
606,11/26/14 04:00:00 AM,0.121,0.0
607,11/26/14 07:00:00 AM,0.121,0.0
608,11/26/14 10:00:00 AM,0.121,10.8
609,11/26/14 01:00:00 PM,0.121,21.5
610,11/26/14 04:00:00 PM,0.121,0.0
611,11/26/14 07:00:00 PM,0.121,0.0
612,11/26/14 10:00:00 PM,0.121,0.0
613,11/27/14 01:00:00 AM,0.121,0.0
614,11/27/14 04:00:00 AM,0.121,0.0
615,11/27/14 07:00:00 AM,0.121,0.0
616,11/27/14 10:00:00 AM,0.121,21.5
617,11/27/14 01:00:00 PM,0.121,53.8
618,11/27/14 04:00:00 PM,0.121,21.5
619,11/27/14 07:00:00 PM,0.121,0.0
620,11/27/14 10:00:00 PM,0.121,0.0
621,11/28/14 01:00:00 AM,0.121,0.0
622,11/28/14 04:00:00 AM,0.121,0.0
623,11/28/14 07:00:00 AM,0.121,0.0
624,11/28/14 10:00:00 AM,0.121,32.3
625,11/28/14 01:00:00 PM,0.121,64.6
626,11/28/14 04:00:00 PM,0.121,0.0
627,11/28/14 07:00:00 PM,0.121,0.0
628,11/28/14 10:00:00 PM,0.121,0.0
629,11/29/14 01:00:00 AM,0.121,0.0
630,11/29/14 04:00:00 AM,0.121,0.0
631,11/29/14 07:00:00 AM,0.121,0.0
632,11/29/14 10:00:00 AM,0.121,10.8
633,11/29/14 01:00:00 PM,0.121,21.5
634,11/29/14 04:00:00 PM,0.121,32.3
635,11/29/14 07:00:00 PM,0.121,0.0
636,11/29/14 10:00:00 PM,0.121,0.0
637,11/30/14 01:00:00 AM,0.121,0.0
638,11/30/14 04:00:00 AM,0.121,0.0
639,11/30/14 07:00:00 AM,0.121,0.0
640,11/30/14 10:00:00 AM,-0.102,0.0
641,11/30/14 01:00:00 PM,-0.213,10.8
642,11/30/14 04:00:00 PM,-0.213,0.0
643,11/30/14 07:00:00 PM,-0.213,0.0
644,11/30/14 10:00:00 PM,-0.213,0.0
645,12/01/14 01:00:00 AM,-0.325,0.0
646,12/01/14 04:00:00 AM,-0.325,0.0
647,12/01/14 07:00:00 AM,-0.213,0.0
648,12/01/14 10:00:00 AM,-0.213,21.5
649,12/01/14 01:00:00 PM,-0.102,32.3
650,12/01/14 04:00:00 PM,-0.102,0.0
651,12/01/14 07:00:00 PM,-0.102,0.0
652,12/01/14 10:00:00 PM,-0.213,0.0
653,12/02/14 01:00:00 AM,-0.325,0.0
654,12/02/14 04:00:00 AM,-0.437,0.0
655,12/02/14 07:00:00 AM,-0.437,0.0
656,12/02/14 10:00:00 AM,-0.437,0.0
657,12/02/14 01:00:00 PM,-0.437,10.8
658,12/02/14 04:00:00 PM,-0.213,10.8
659,12/02/14 07:00:00 PM,-0.102,0.0
660,12/02/14 10:00:00 PM,-0.102,0.0
661,12/03/14 01:00:00 AM,-0.213,0.0
662,12/03/14 04:00:00 AM,-0.102,0.0
663,12/03/14 07:00:00 AM,-0.102,0.0
664,12/03/14 10:00:00 AM,-0.102,21.5
665,12/03/14 01:00:00 PM,0.010,32.3
666,12/03/14 04:00:00 PM,0.010,21.5
667,12/03/14 07:00:00 PM,0.121,0.0
668,12/03/14 10:00:00 PM,0.121,0.0
669,12/04/14 01:00:00 AM,0.121,0.0
670,12/04/14 04:00:00 AM,0.121,0.0
671,12/04/14 07:00:00 AM,0.121,0.0
672,12/04/14 10:00:00 AM,0.121,32.3
673,12/04/14 01:00:00 PM,0.121,75.3
674,12/04/14 04:00:00 PM,0.121,0.0
675,12/04/14 07:00:00 PM,0.121,0.0
676,12/04/14 10:00:00 PM,0.121,0.0
677,12/05/14 01:00:00 AM,0.121,0.0
678,12/05/14 04:00:00 AM,0.121,0.0
679,12/05/14 07:00:00 AM,0.121,0.0
680,12/05/14 10:00:00 AM,0.121,10.8
681,12/05/14 01:00:00 PM,0.121,161.5
682,12/05/14 04:00:00 PM,0.121,53.8
683,12/05/14 07:00:00 PM,0.121,0.0
684,12/05/14 10:00:00 PM,0.121,0.0
685,12/06/14 01:00:00 AM,0.121,0.0
686,12/06/14 04:00:00 AM,0.121,0.0
687,12/06/14 07:00:00 AM,0.121,0.0
688,12/06/14 10:00:00 AM,0.121,10.8
689,12/06/14 01:00:00 PM,0.121,32.3
690,12/06/14 04:00:00 PM,0.121,64.6
691,12/06/14 07:00:00 PM,0.121,0.0
692,12/06/14 10:00:00 PM,0.121,0.0
693,12/07/14 01:00:00 AM,0.121,0.0
694,12/07/14 04:00:00 AM,0.121,0.0
695,12/07/14 07:00:00 AM,0.121,0.0
696,12/07/14 10:00:00 AM,0.121,43.1
697,12/07/14 01:00:00 PM,0.121,96.9
698,12/07/14 04:00:00 PM,0.121,32.3
699,12/07/14 07:00:00 PM,0.121,0.0
700,12/07/14 10:00:00 PM,0.121,0.0
701,12/08/14 01:00:00 AM,0.121,0.0
702,12/08/14 04:00:00 AM,0.121,0.0
703,12/08/14 07:00:00 AM,0.121,0.0
704,12/08/14 10:00:00 AM,0.232,32.3
705,12/08/14 01:00:00 PM,0.232,139.9
706,12/08/14 04:00:00 PM,0.232,10.8
707,12/08/14 07:00:00 PM,0.232,0.0
708,12/08/14 10:00:00 PM,0.232,0.0
709,12/09/14 01:00:00 AM,0.232,0.0
710,12/09/14 04:00:00 AM,0.232,0.0
711,12/09/14 07:00:00 AM,0.232,0.0
712,12/09/14 10:00:00 AM,0.232,0.0
713,12/09/14 01:00:00 PM,0.232,32.3
714,12/09/14 04:00:00 PM,0.232,53.8
715,12/09/14 07:00:00 PM,0.121,0.0
716,12/09/14 10:00:00 PM,0.232,0.0
717,12/10/14 01:00:00 AM,0.121,0.0
718,12/10/14 04:00:00 AM,0.121,0.0
719,12/10/14 07:00:00 AM,0.121,0.0
720,12/10/14 10:00:00 AM,0.121,75.3
721,12/10/14 01:00:00 PM,0.232,86.1
722,12/10/14 04:00:00 PM,0.232,21.5
723,12/10/14 07:00:00 PM,0.121,0.0
724,12/10/14 10:00:00 PM,0.121,0.0
725,12/11/14 01:00:00 AM,0.121,0.0
726,12/11/14 04:00:00 AM,0.121,0.0
727,12/11/14 07:00:00 AM,0.232,0.0
728,12/11/14 10:00:00 AM,0.121,53.8
729,12/11/14 01:00:00 PM,0.232,139.9
730,12/11/14 04:00:00 PM,0.232,441.3
731,12/11/14 07:00:00 PM,0.232,0.0
732,12/11/14 10:00:00 PM,0.121,0.0
733,12/12/14 01:00:00 AM,0.232,0.0
734,12/12/14 04:00:00 AM,0.232,0.0
735,12/12/14 07:00:00 AM,0.232,0.0
736,12/12/14 10:00:00 AM,0.232,409.0
737,12/12/14 01:00:00 PM,0.453,1033.3
738,12/12/14 04:00:00 PM,0.343,462.9
739,12/12/14 07:00:00 PM,0.232,0.0
740,12/12/14 10:00:00 PM,0.232,0.0
741,12/13/14 01:00:00 AM,0.121,0.0
742,12/13/14 04:00:00 AM,0.121,0.0
743,12/13/14 07:00:00 AM,0.121,0.0
744,12/13/14 10:00:00 AM,0.121,172.2
745,12/13/14 01:00:00 PM,0.453,968.8
746,12/13/14 04:00:00 PM,0.343,301.4
747,12/13/14 07:00:00 PM,0.232,0.0
748,12/13/14 10:00:00 PM,-0.325,0.0
749,12/14/14 01:00:00 AM,-0.437,0.0
750,12/14/14 04:00:00 AM,-0.437,0.0
751,12/14/14 07:00:00 AM,-0.437,0.0
752,12/14/14 10:00:00 AM,-0.437,86.1
753,12/14/14 01:00:00 PM,-0.437,129.2
754,12/14/14 04:00:00 PM,-0.325,75.3
755,12/14/14 07:00:00 PM,-0.549,0.0
756,12/14/14 10:00:00 PM,-0.662,0.0
757,12/15/14 01:00:00 AM,-0.774,0.0
758,12/15/14 04:00:00 AM,-0.887,0.0
759,12/15/14 07:00:00 AM,-0.437,0.0
760,12/15/14 10:00:00 AM,-0.549,86.1
761,12/15/14 01:00:00 PM,0.121,1054.9
762,12/15/14 04:00:00 PM,0.010,150.7
763,12/15/14 07:00:00 PM,-0.102,0.0
764,12/15/14 10:00:00 PM,-0.325,0.0
765,12/16/14 01:00:00 AM,-0.102,0.0
766,12/16/14 04:00:00 AM,-0.102,0.0
767,12/16/14 07:00:00 AM,-0.102,0.0
768,12/16/14 10:00:00 AM,0.010,75.3
769,12/16/14 01:00:00 PM,0.121,258.3
770,12/16/14 04:00:00 PM,0.121,215.3
771,12/16/14 07:00:00 PM,0.121,0.0
772,12/16/14 10:00:00 PM,-0.102,0.0
773,12/17/14 01:00:00 AM,-0.102,0.0
774,12/17/14 04:00:00 AM,0.121,0.0
775,12/17/14 07:00:00 AM,0.121,0.0
776,12/17/14 10:00:00 AM,0.121,43.1
777,12/17/14 01:00:00 PM,0.121,215.3
778,12/17/14 04:00:00 PM,0.121,43.1
779,12/17/14 07:00:00 PM,0.121,0.0
780,12/17/14 10:00:00 PM,0.121,0.0
781,12/18/14 01:00:00 AM,0.121,0.0
782,12/18/14 04:00:00 AM,0.121,0.0
783,12/18/14 07:00:00 AM,0.121,0.0
784,12/18/14 10:00:00 AM,0.121,86.1
785,12/18/14 01:00:00 PM,0.121,139.9
786,12/18/14 04:00:00 PM,0.121,21.5
787,12/18/14 07:00:00 PM,0.121,0.0
788,12/18/14 10:00:00 PM,0.121,0.0
789,12/19/14 01:00:00 AM,0.121,0.0
790,12/19/14 04:00:00 AM,0.121,0.0
791,12/19/14 07:00:00 AM,0.121,0.0
792,12/19/14 10:00:00 AM,0.121,10.8
793,12/19/14 01:00:00 PM,0.121,118.4
794,12/19/14 04:00:00 PM,0.121,32.3
795,12/19/14 07:00:00 PM,0.121,0.0
796,12/19/14 10:00:00 PM,0.121,0.0
797,12/20/14 01:00:00 AM,0.121,0.0
798,12/20/14 04:00:00 AM,0.121,0.0
799,12/20/14 07:00:00 AM,0.121,0.0
800,12/20/14 10:00:00 AM,0.121,0.0
801,12/20/14 01:00:00 PM,0.121,10.8
802,12/20/14 04:00:00 PM,0.121,0.0
803,12/20/14 07:00:00 PM,0.121,0.0
804,12/20/14 10:00:00 PM,0.121,0.0
805,12/21/14 01:00:00 AM,0.121,0.0
806,12/21/14 04:00:00 AM,0.121,0.0
807,12/21/14 07:00:00 AM,0.121,0.0
808,12/21/14 10:00:00 AM,0.121,21.5
809,12/21/14 01:00:00 PM,0.121,43.1
810,12/21/14 04:00:00 PM,0.232,0.0
811,12/21/14 07:00:00 PM,0.121,0.0
812,12/21/14 10:00:00 PM,0.121,0.0
813,12/22/14 01:00:00 AM,0.121,0.0
814,12/22/14 04:00:00 AM,0.232,0.0
815,12/22/14 07:00:00 AM,0.232,0.0
816,12/22/14 10:00:00 AM,0.232,53.8
817,12/22/14 01:00:00 PM,0.232,43.1
818,12/22/14 04:00:00 PM,0.232,21.5
819,12/22/14 07:00:00 PM,0.232,0.0
820,12/22/14 10:00:00 PM,0.232,0.0
821,12/23/14 01:00:00 AM,0.232,0.0
822,12/23/14 04:00:00 AM,0.232,0.0
823,12/23/14 07:00:00 AM,0.232,0.0
824,12/23/14 10:00:00 AM,0.232,43.1
825,12/23/14 01:00:00 PM,0.232,64.6
826,12/23/14 04:00:00 PM,0.232,10.8
827,12/23/14 07:00:00 PM,0.232,0.0
828,12/23/14 10:00:00 PM,0.232,0.0
829,12/24/14 01:00:00 AM,0.232,0.0
830,12/24/14 04:00:00 AM,0.232,0.0
831,12/24/14 07:00:00 AM,0.232,0.0
832,12/24/14 10:00:00 AM,0.232,0.0
833,12/24/14 01:00:00 PM,0.232,21.5
834,12/24/14 04:00:00 PM,0.232,0.0
835,12/24/14 07:00:00 PM,0.232,0.0
836,12/24/14 10:00:00 PM,0.232,0.0
837,12/25/14 01:00:00 AM,0.232,0.0
838,12/25/14 04:00:00 AM,0.232,0.0
839,12/25/14 07:00:00 AM,0.232,0.0
840,12/25/14 10:00:00 AM,0.232,0.0
841,12/25/14 01:00:00 PM,0.232,53.8
842,12/25/14 04:00:00 PM,0.232,32.3
843,12/25/14 07:00:00 PM,0.232,0.0
844,12/25/14 10:00:00 PM,0.232,0.0
845,12/26/14 01:00:00 AM,0.232,0.0
846,12/26/14 04:00:00 AM,0.232,0.0
847,12/26/14 07:00:00 AM,0.232,0.0
848,12/26/14 10:00:00 AM,0.010,0.0
849,12/26/14 01:00:00 PM,0.010,21.5
850,12/26/14 04:00:00 PM,0.121,10.8
851,12/26/14 07:00:00 PM,0.121,0.0
852,12/26/14 10:00:00 PM,0.232,0.0
853,12/27/14 01:00:00 AM,0.232,0.0
854,12/27/14 04:00:00 AM,0.232,0.0
855,12/27/14 07:00:00 AM,0.232,0.0
856,12/27/14 10:00:00 AM,0.232,0.0
857,12/27/14 01:00:00 PM,0.232,0.0
858,12/27/14 04:00:00 PM,0.232,0.0
859,12/27/14 07:00:00 PM,0.232,0.0
860,12/27/14 10:00:00 PM,0.232,0.0
861,12/28/14 01:00:00 AM,0.232,0.0
862,12/28/14 04:00:00 AM,0.232,0.0
863,12/28/14 07:00:00 AM,0.232,0.0
864,12/28/14 10:00:00 AM,0.232,0.0
865,12/28/14 01:00:00 PM,0.232,0.0
866,12/28/14 04:00:00 PM,0.232,0.0
867,12/28/14 07:00:00 PM,0.232,0.0
868,12/28/14 10:00:00 PM,0.232,0.0
869,12/29/14 01:00:00 AM,0.232,0.0
870,12/29/14 04:00:00 AM,0.232,0.0
871,12/29/14 07:00:00 AM,0.232,0.0
872,12/29/14 10:00:00 AM,0.232,0.0
873,12/29/14 01:00:00 PM,0.232,0.0
874,12/29/14 04:00:00 PM,0.232,0.0
875,12/29/14 07:00:00 PM,0.232,0.0
876,12/29/14 10:00:00 PM,0.232,0.0
877,12/30/14 01:00:00 AM,0.121,0.0
878,12/30/14 04:00:00 AM,0.121,0.0
879,12/30/14 07:00:00 AM,0.010,0.0
880,12/30/14 10:00:00 AM,-0.102,0.0
881,12/30/14 01:00:00 PM,-0.102,0.0
882,12/30/14 04:00:00 PM,-0.102,0.0
883,12/30/14 07:00:00 PM,-0.102,0.0
884,12/30/14 10:00:00 PM,-0.213,0.0
885,12/31/14 01:00:00 AM,-0.213,0.0
886,12/31/14 04:00:00 AM,-0.213,0.0
887,12/31/14 07:00:00 AM,-0.213,0.0
888,12/31/14 10:00:00 AM,-0.213,0.0
889,12/31/14 01:00:00 PM,-0.213,0.0
890,12/31/14 04:00:00 PM,-0.213,0.0
891,12/31/14 07:00:00 PM,-0.213,0.0
892,12/31/14 10:00:00 PM,-0.213,0.0
893,01/01/15 01:00:00 AM,-0.213,0.0
894,01/01/15 04:00:00 AM,-0.213,0.0
895,01/01/15 07:00:00 AM,-0.213,0.0
896,01/01/15 10:00:00 AM,-0.213,0.0
897,01/01/15 01:00:00 PM,-0.213,0.0
898,01/01/15 04:00:00 PM,-0.213,0.0
899,01/01/15 07:00:00 PM,-0.102,0.0
900,01/01/15 10:00:00 PM,-0.102,0.0
901,01/02/15 01:00:00 AM,-0.102,0.0
902,01/02/15 04:00:00 AM,-0.102,0.0
903,01/02/15 07:00:00 AM,-0.102,0.0
904,01/02/15 10:00:00 AM,-0.102,0.0
905,01/02/15 01:00:00 PM,0.010,0.0
906,01/02/15 04:00:00 PM,0.010,0.0
907,01/02/15 07:00:00 PM,0.010,0.0
908,01/02/15 10:00:00 PM,0.010,0.0
909,01/03/15 01:00:00 AM,0.010,0.0
910,01/03/15 04:00:00 AM,0.010,0.0
911,01/03/15 07:00:00 AM,0.010,0.0
912,01/03/15 10:00:00 AM,0.010,0.0
913,01/03/15 01:00:00 PM,0.010,0.0
914,01/03/15 04:00:00 PM,0.010,0.0
915,01/03/15 07:00:00 PM,0.010,0.0
916,01/03/15 10:00:00 PM,0.010,0.0
917,01/04/15 01:00:00 AM,0.010,0.0
918,01/04/15 04:00:00 AM,0.010,0.0
919,01/04/15 07:00:00 AM,0.010,0.0
920,01/04/15 10:00:00 AM,0.010,0.0
921,01/04/15 01:00:00 PM,0.010,0.0
922,01/04/15 04:00:00 PM,0.010,0.0
923,01/04/15 07:00:00 PM,0.121,0.0
924,01/04/15 10:00:00 PM,0.121,0.0
925,01/05/15 01:00:00 AM,0.121,0.0
926,01/05/15 04:00:00 AM,0.121,0.0
927,01/05/15 07:00:00 AM,0.121,0.0
928,01/05/15 10:00:00 AM,0.121,0.0
929,01/05/15 01:00:00 PM,0.121,0.0
930,01/05/15 04:00:00 PM,0.121,0.0
931,01/05/15 07:00:00 PM,0.121,0.0
932,01/05/15 10:00:00 PM,0.121,0.0
933,01/06/15 01:00:00 AM,0.121,0.0
934,01/06/15 04:00:00 AM,0.121,0.0
935,01/06/15 07:00:00 AM,0.121,0.0
936,01/06/15 10:00:00 AM,0.121,0.0
937,01/06/15 01:00:00 PM,0.121,0.0
938,01/06/15 04:00:00 PM,0.121,0.0
939,01/06/15 07:00:00 PM,0.121,0.0
940,01/06/15 10:00:00 PM,0.121,0.0
941,01/07/15 01:00:00 AM,0.121,0.0
942,01/07/15 04:00:00 AM,0.121,0.0
943,01/07/15 07:00:00 AM,0.121,0.0
944,01/07/15 10:00:00 AM,0.121,0.0
945,01/07/15 01:00:00 PM,0.121,0.0
946,01/07/15 04:00:00 PM,0.121,0.0
947,01/07/15 07:00:00 PM,0.121,0.0
948,01/07/15 10:00:00 PM,0.121,0.0
949,01/08/15 01:00:00 AM,0.232,0.0
950,01/08/15 04:00:00 AM,0.232,0.0
951,01/08/15 07:00:00 AM,0.121,0.0
952,01/08/15 10:00:00 AM,0.121,0.0
953,01/08/15 01:00:00 PM,0.232,0.0
954,01/08/15 04:00:00 PM,0.232,0.0
955,01/08/15 07:00:00 PM,0.232,0.0
956,01/08/15 10:00:00 PM,0.232,0.0
957,01/09/15 01:00:00 AM,0.232,0.0
958,01/09/15 04:00:00 AM,0.232,0.0
959,01/09/15 07:00:00 AM,0.232,0.0
960,01/09/15 10:00:00 AM,0.232,0.0
961,01/09/15 01:00:00 PM,0.232,0.0
962,01/09/15 04:00:00 PM,0.232,0.0
963,01/09/15 07:00:00 PM,0.232,0.0
964,01/09/15 10:00:00 PM,0.232,0.0
965,01/10/15 01:00:00 AM,0.232,0.0
966,01/10/15 04:00:00 AM,0.232,0.0
967,01/10/15 07:00:00 AM,0.232,0.0
968,01/10/15 10:00:00 AM,0.232,0.0
969,01/10/15 01:00:00 PM,0.232,0.0
970,01/10/15 04:00:00 PM,0.232,0.0
971,01/10/15 07:00:00 PM,0.232,0.0
972,01/10/15 10:00:00 PM,0.232,0.0
973,01/11/15 01:00:00 AM,0.232,0.0
974,01/11/15 04:00:00 AM,0.232,0.0
975,01/11/15 07:00:00 AM,0.232,0.0
976,01/11/15 10:00:00 AM,0.232,0.0
977,01/11/15 01:00:00 PM,0.232,0.0
978,01/11/15 04:00:00 PM,0.232,0.0
979,01/11/15 07:00:00 PM,0.232,0.0
980,01/11/15 10:00:00 PM,0.232,0.0
981,01/12/15 01:00:00 AM,0.232,0.0
982,01/12/15 04:00:00 AM,0.232,0.0
983,01/12/15 07:00:00 AM,0.232,0.0
984,01/12/15 10:00:00 AM,0.232,0.0
985,01/12/15 01:00:00 PM,0.232,0.0
986,01/12/15 04:00:00 PM,0.232,0.0
987,01/12/15 07:00:00 PM,0.232,0.0
988,01/12/15 10:00:00 PM,0.232,0.0
989,01/13/15 01:00:00 AM,0.232,0.0
990,01/13/15 04:00:00 AM,0.232,0.0
991,01/13/15 07:00:00 AM,0.232,0.0
992,01/13/15 10:00:00 AM,0.232,0.0
993,01/13/15 01:00:00 PM,0.232,0.0
994,01/13/15 04:00:00 PM,0.232,0.0
995,01/13/15 07:00:00 PM,0.232,0.0
996,01/13/15 10:00:00 PM,0.232,0.0
997,01/14/15 01:00:00 AM,0.232,0.0
998,01/14/15 04:00:00 AM,0.232,0.0
999,01/14/15 07:00:00 AM,0.232,0.0
1000,01/14/15 10:00:00 AM,0.232,0.0
1001,01/14/15 01:00:00 PM,0.232,0.0
1002,01/14/15 04:00:00 PM,0.232,0.0
1003,01/14/15 07:00:00 PM,0.232,0.0
1004,01/14/15 10:00:00 PM,0.232,0.0
1005,01/15/15 01:00:00 AM,0.232,0.0
1006,01/15/15 04:00:00 AM,0.232,0.0
1007,01/15/15 07:00:00 AM,0.232,0.0
1008,01/15/15 10:00:00 AM,0.232,0.0
1009,01/15/15 01:00:00 PM,0.232,0.0
1010,01/15/15 04:00:00 PM,0.232,0.0
1011,01/15/15 07:00:00 PM,0.232,0.0
1012,01/15/15 10:00:00 PM,0.232,0.0
1013,01/16/15 01:00:00 AM,0.232,0.0
1014,01/16/15 04:00:00 AM,0.232,0.0
1015,01/16/15 07:00:00 AM,0.232,0.0
1016,01/16/15 10:00:00 AM,0.232,0.0
1017,01/16/15 01:00:00 PM,0.232,0.0
1018,01/16/15 04:00:00 PM,0.232,0.0
1019,01/16/15 07:00:00 PM,0.232,0.0
1020,01/16/15 10:00:00 PM,0.232,0.0
1021,01/17/15 01:00:00 AM,0.232,0.0
1022,01/17/15 04:00:00 AM,0.232,0.0
1023,01/17/15 07:00:00 AM,0.232,0.0
1024,01/17/15 10:00:00 AM,0.232,0.0
1025,01/17/15 01:00:00 PM,0.232,0.0
1026,01/17/15 04:00:00 PM,0.232,0.0
1027,01/17/15 07:00:00 PM,0.232,0.0
1028,01/17/15 10:00:00 PM,0.232,0.0
1029,01/18/15 01:00:00 AM,0.232,0.0
1030,01/18/15 04:00:00 AM,0.232,0.0
1031,01/18/15 07:00:00 AM,0.232,0.0
1032,01/18/15 10:00:00 AM,0.232,0.0
1033,01/18/15 01:00:00 PM,0.121,0.0
1034,01/18/15 04:00:00 PM,0.232,0.0
1035,01/18/15 07:00:00 PM,0.232,0.0
1036,01/18/15 10:00:00 PM,0.232,0.0
1037,01/19/15 01:00:00 AM,0.232,0.0
1038,01/19/15 04:00:00 AM,0.232,0.0
1039,01/19/15 07:00:00 AM,0.232,0.0
1040,01/19/15 10:00:00 AM,0.232,0.0
1041,01/19/15 01:00:00 PM,0.232,0.0
1042,01/19/15 04:00:00 PM,0.232,0.0
1043,01/19/15 07:00:00 PM,0.232,0.0
1044,01/19/15 10:00:00 PM,0.232,0.0
1045,01/20/15 01:00:00 AM,0.232,0.0
1046,01/20/15 04:00:00 AM,0.232,0.0
1047,01/20/15 07:00:00 AM,0.232,0.0
1048,01/20/15 10:00:00 AM,0.232,0.0
1049,01/20/15 01:00:00 PM,0.232,0.0
1050,01/20/15 04:00:00 PM,0.232,0.0
1051,01/20/15 07:00:00 PM,0.232,0.0
1052,01/20/15 10:00:00 PM,0.232,0.0
1053,01/21/15 01:00:00 AM,0.232,0.0
1054,01/21/15 04:00:00 AM,0.232,0.0
1055,01/21/15 07:00:00 AM,0.232,0.0
1056,01/21/15 10:00:00 AM,0.232,0.0
1057,01/21/15 01:00:00 PM,0.232,0.0
1058,01/21/15 04:00:00 PM,0.232,0.0
1059,01/21/15 07:00:00 PM,0.232,0.0
1060,01/21/15 10:00:00 PM,0.232,0.0
1061,01/22/15 01:00:00 AM,0.232,0.0
1062,01/22/15 04:00:00 AM,0.232,0.0
1063,01/22/15 07:00:00 AM,0.232,0.0
1064,01/22/15 10:00:00 AM,0.232,0.0
1065,01/22/15 01:00:00 PM,0.232,0.0
1066,01/22/15 04:00:00 PM,0.232,0.0
1067,01/22/15 07:00:00 PM,0.232,0.0
1068,01/22/15 10:00:00 PM,0.232,0.0
1069,01/23/15 01:00:00 AM,0.232,0.0
1070,01/23/15 04:00:00 AM,0.232,0.0
1071,01/23/15 07:00:00 AM,0.232,0.0
1072,01/23/15 10:00:00 AM,0.232,0.0
