"Plot Title: TO11-S1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163345, SEN S/N: 10163345)","Intensity, Lux (LGR S/N: 10163345, SEN S/N: 10163345)","Coupler Attached (LGR S/N: 10163345)","Host Connected (LGR S/N: 10163345)","Coupler Detached (LGR S/N: 10163345)","Stopped (LGR S/N: 10163345)","End Of File (LGR S/N: 10163345)"
278,10/29/12 04:00:00 AM,10.455,0.0,,,,,
279,10/29/12 07:00:00 AM,10.651,0.0,,,,,
280,10/29/12 10:00:00 AM,10.846,861.1,,,,,
281,10/29/12 01:00:00 PM,11.236,914.9,,,,,
282,10/29/12 04:00:00 PM,11.139,527.4,,,,,
283,10/29/12 07:00:00 PM,10.063,0.0,,,,,
284,10/29/12 10:00:00 PM,9.571,0.0,,,,,
285,10/30/12 01:00:00 AM,9.275,0.0,,,,,
286,10/30/12 04:00:00 AM,9.176,0.0,,,,,
287,10/30/12 07:00:00 AM,9.373,0.0,,,,,
288,10/30/12 10:00:00 AM,9.768,279.9,,,,,
289,10/30/12 01:00:00 PM,10.651,861.1,,,,,
290,10/30/12 04:00:00 PM,10.846,129.2,,,,,
291,10/30/12 07:00:00 PM,10.846,0.0,,,,,
292,10/30/12 10:00:00 PM,10.553,0.0,,,,,
293,10/31/12 01:00:00 AM,10.259,0.0,,,,,
294,10/31/12 04:00:00 AM,10.161,0.0,,,,,
295,10/31/12 07:00:00 AM,10.063,0.0,,,,,
296,10/31/12 10:00:00 AM,10.357,1065.6,,,,,
297,10/31/12 01:00:00 PM,11.431,1808.3,,,,,
298,10/31/12 04:00:00 PM,10.846,753.5,,,,,
299,10/31/12 07:00:00 PM,9.571,0.0,,,,,
300,10/31/12 10:00:00 PM,8.581,0.0,,,,,
301,11/01/12 01:00:00 AM,8.680,0.0,,,,,
302,11/01/12 04:00:00 AM,8.779,0.0,,,,,
303,11/01/12 07:00:00 AM,8.481,0.0,,,,,
304,11/01/12 10:00:00 AM,8.879,968.8,,,,,
305,11/01/12 01:00:00 PM,10.259,1722.2,,,,,
306,11/01/12 04:00:00 PM,9.669,236.8,,,,,
307,11/01/12 07:00:00 PM,9.275,0.0,,,,,
308,11/01/12 10:00:00 PM,8.978,0.0,,,,,
309,11/02/12 01:00:00 AM,8.481,0.0,,,,,
310,11/02/12 04:00:00 AM,8.382,0.0,,,,,
311,11/02/12 07:00:00 AM,7.782,0.0,,,,,
312,11/02/12 10:00:00 AM,8.282,850.4,,,,,
313,11/02/12 01:00:00 PM,10.259,2927.8,,,,,
314,11/02/12 04:00:00 PM,10.063,215.3,,,,,
315,11/02/12 07:00:00 PM,9.077,0.0,,,,,
316,11/02/12 10:00:00 PM,8.779,0.0,,,,,
317,11/03/12 01:00:00 AM,8.779,0.0,,,,,
318,11/03/12 04:00:00 AM,8.779,0.0,,,,,
319,11/03/12 07:00:00 AM,8.879,0.0,,,,,
320,11/03/12 10:00:00 AM,9.373,861.1,,,,,
321,11/03/12 01:00:00 PM,10.748,1980.6,,,,,
322,11/03/12 04:00:00 PM,10.748,312.2,,,,,
323,11/03/12 07:00:00 PM,10.357,0.0,,,,,
324,11/03/12 10:00:00 PM,9.768,0.0,,,,,
325,11/04/12 01:00:00 AM,9.768,0.0,,,,,
326,11/04/12 04:00:00 AM,9.768,0.0,,,,,
327,11/04/12 07:00:00 AM,9.866,0.0,,,,,
328,11/04/12 10:00:00 AM,10.553,1119.5,,,,,
329,11/04/12 01:00:00 PM,12.207,968.8,,,,,
330,11/04/12 04:00:00 PM,12.594,667.4,,,,,
331,11/04/12 07:00:00 PM,11.819,0.0,,,,,
332,11/04/12 10:00:00 PM,11.722,0.0,,,,,
333,11/05/12 01:00:00 AM,12.110,0.0,,,,,
334,11/05/12 04:00:00 AM,11.819,0.0,,,,,
335,11/05/12 07:00:00 AM,11.139,0.0,,,,,
336,11/05/12 10:00:00 AM,10.259,613.5,,,,,
337,11/05/12 01:00:00 PM,10.357,958.0,,,,,
338,11/05/12 04:00:00 PM,10.553,678.1,,,,,
339,11/05/12 07:00:00 PM,9.275,0.0,,,,,
340,11/05/12 10:00:00 PM,7.983,0.0,,,,,
341,11/06/12 01:00:00 AM,7.481,0.0,,,,,
342,11/06/12 04:00:00 AM,7.381,0.0,,,,,
343,11/06/12 07:00:00 AM,7.381,0.0,,,,,
344,11/06/12 10:00:00 AM,7.983,441.3,,,,,
345,11/06/12 01:00:00 PM,9.472,1227.1,,,,,
346,11/06/12 04:00:00 PM,10.161,161.5,,,,,
347,11/06/12 07:00:00 PM,9.768,0.0,,,,,
348,11/06/12 10:00:00 PM,8.581,0.0,,,,,
349,11/07/12 01:00:00 AM,7.682,0.0,,,,,
350,11/07/12 04:00:00 AM,6.978,0.0,,,,,
351,11/07/12 07:00:00 AM,6.064,0.0,,,,,
352,11/07/12 10:00:00 AM,6.268,1001.0,,,,,
353,11/07/12 01:00:00 PM,7.079,1377.8,,,,,
354,11/07/12 04:00:00 PM,6.166,570.5,,,,,
355,11/07/12 07:00:00 PM,4.831,0.0,,,,,
356,11/07/12 10:00:00 PM,3.998,0.0,,,,,
357,11/08/12 01:00:00 AM,3.155,0.0,,,,,
358,11/08/12 04:00:00 AM,2.624,0.0,,,,,
359,11/08/12 07:00:00 AM,2.195,0.0,,,,,
360,11/08/12 10:00:00 AM,2.410,290.6,,,,,
361,11/08/12 01:00:00 PM,4.102,1894.5,,,,,
362,11/08/12 04:00:00 PM,4.415,538.2,,,,,
363,11/08/12 07:00:00 PM,3.472,0.0,,,,,
364,11/08/12 10:00:00 PM,2.195,0.0,,,,,
365,11/09/12 01:00:00 AM,2.195,0.0,,,,,
366,11/09/12 04:00:00 AM,2.088,0.0,,,,,
367,11/09/12 07:00:00 AM,2.410,0.0,,,,,
368,11/09/12 10:00:00 AM,2.195,312.2,,,,,
369,11/09/12 01:00:00 PM,3.049,1054.9,,,,,
370,11/09/12 04:00:00 PM,2.943,495.1,,,,,
371,11/09/12 07:00:00 PM,1.656,0.0,,,,,
372,11/09/12 10:00:00 PM,1.221,0.0,,,,,
373,11/10/12 01:00:00 AM,0.893,0.0,,,,,
374,11/10/12 04:00:00 AM,0.563,0.0,,,,,
375,11/10/12 07:00:00 AM,0.232,0.0,,,,,
376,11/10/12 10:00:00 AM,0.343,247.6,,,,,
377,11/10/12 01:00:00 PM,1.439,1636.1,,,,,
378,11/10/12 04:00:00 PM,1.656,183.0,,,,,
379,11/10/12 07:00:00 PM,1.003,0.0,,,,,
380,11/10/12 10:00:00 PM,0.453,0.0,,,,,
381,11/11/12 01:00:00 AM,0.343,0.0,,,,,
382,11/11/12 04:00:00 AM,0.343,0.0,,,,,
