"Plot Title: AG05-S6"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 2401766, SEN S/N: 2401766)","Intensity, Lux (LGR S/N: 2401766, SEN S/N: 2401766)","Coupler Attached (LGR S/N: 2401766)","Host Connected (LGR S/N: 2401766)","Stopped (LGR S/N: 2401766)","End Of File (LGR S/N: 2401766)"
1,10/01/12 01:00:00 PM,15.473,1722.2,,,,
2,10/01/12 04:00:00 PM,17.284,1550.0,,,,
3,10/01/12 07:00:00 PM,15.091,0.0,,,,
4,10/01/12 10:00:00 PM,13.558,0.0,,,,
5,10/02/12 01:00:00 AM,12.690,0.0,,,,
6,10/02/12 04:00:00 AM,10.063,0.0,,,,
7,10/02/12 07:00:00 AM,8.879,0.0,,,,
8,10/02/12 10:00:00 AM,8.581,968.8,,,,
9,10/02/12 01:00:00 PM,10.455,1636.1,,,,
10,10/02/12 04:00:00 PM,11.819,1636.1,,,,
11,10/02/12 07:00:00 PM,8.779,0.0,,,,
12,10/02/12 10:00:00 PM,5.860,0.0,,,,
13,10/03/12 01:00:00 AM,4.311,0.0,,,,
14,10/03/12 04:00:00 AM,3.788,0.0,,,,
15,10/03/12 07:00:00 AM,4.207,0.0,,,,
16,10/03/12 10:00:00 AM,5.552,355.2,,,,
17,10/03/12 01:00:00 PM,9.669,1722.2,,,,
18,10/03/12 04:00:00 PM,12.110,1550.0,,,,
19,10/03/12 07:00:00 PM,9.768,0.0,,,,
20,10/03/12 10:00:00 PM,7.682,0.0,,,,
21,10/04/12 01:00:00 AM,7.582,0.0,,,,
22,10/04/12 04:00:00 AM,6.674,0.0,,,,
23,10/04/12 07:00:00 AM,6.166,0.0,,,,
24,10/04/12 10:00:00 AM,6.674,279.9,,,,
25,10/04/12 01:00:00 PM,10.553,1722.2,,,,
26,10/04/12 04:00:00 PM,12.304,1550.0,,,,
27,10/04/12 07:00:00 PM,10.063,0.0,,,,
28,10/04/12 10:00:00 PM,7.582,0.0,,,,
