"Plot Title: TO11-S6"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163326, SEN S/N: 10163326)","Intensity, Lux (LGR S/N: 10163326, SEN S/N: 10163326)","Bad Battery (LGR S/N: 10163326)","Coupler Attached (LGR S/N: 10163326)","Host Connected (LGR S/N: 10163326)","Stopped (LGR S/N: 10163326)","End Of File (LGR S/N: 10163326)"
100,10/06/13 04:00:00 AM,7.782,0.0,,,,,
101,10/06/13 07:00:00 AM,7.280,0.0,,,,,
102,10/06/13 10:00:00 AM,8.182,2755.6,,,,,
103,10/06/13 01:00:00 PM,11.236,1248.6,,,,,
104,10/06/13 04:00:00 PM,11.916,355.2,,,,,
105,10/06/13 07:00:00 PM,10.651,0.0,,,,,
106,10/06/13 10:00:00 PM,9.965,0.0,,,,,
107,10/07/13 01:00:00 AM,10.161,0.0,,,,,
108,10/07/13 04:00:00 AM,8.978,0.0,,,,,
109,10/07/13 07:00:00 AM,8.779,0.0,,,,,
110,10/07/13 10:00:00 AM,8.581,549.0,,,,,
111,10/07/13 01:00:00 PM,8.779,4477.8,,,,,
112,10/07/13 04:00:00 PM,7.682,1345.5,,,,,
113,10/07/13 07:00:00 PM,7.381,0.0,,,,,
114,10/07/13 10:00:00 PM,6.775,0.0,,,,,
115,10/08/13 01:00:00 AM,7.079,0.0,,,,,
116,10/08/13 04:00:00 AM,6.573,0.0,,,,,
117,10/08/13 07:00:00 AM,6.573,0.0,,,,,
118,10/08/13 10:00:00 AM,6.674,1205.6,,,,,
119,10/08/13 01:00:00 PM,6.166,107.6,,,,,
120,10/08/13 04:00:00 PM,6.370,1722.2,,,,,
121,10/08/13 07:00:00 PM,5.655,0.0,,,,,
122,10/08/13 10:00:00 PM,4.519,0.0,,,,,
123,10/09/13 01:00:00 AM,3.367,0.0,,,,,
124,10/09/13 04:00:00 AM,2.837,0.0,,,,,
125,10/09/13 07:00:00 AM,2.730,0.0,,,,,
126,10/09/13 10:00:00 AM,3.788,2066.7,,,,,
127,10/09/13 01:00:00 PM,6.775,2755.6,,,,,
128,10/09/13 04:00:00 PM,8.680,2066.7,,,,,
129,10/09/13 07:00:00 PM,7.179,0.0,,,,,
130,10/09/13 10:00:00 PM,5.757,0.0,,,,,
131,10/10/13 01:00:00 AM,5.347,0.0,,,,,
