"Plot Title: SUNR-S3"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9995253, SEN S/N: 9995253)","Intensity, Lux (LGR S/N: 9995253, SEN S/N: 9995253)","Bad Battery (LGR S/N: 9995253)","End Of File (LGR S/N: 9995253)"
1,09/13/13 01:00:00 PM,17.284,2411.1,,
2,09/13/13 04:00:00 PM,17.570,22044.6,,
3,09/13/13 07:00:00 PM,13.173,107.6,,
4,09/13/13 10:00:00 PM,12.207,0.0,,
5,09/14/13 01:00:00 AM,13.365,0.0,,
6,09/14/13 04:00:00 AM,13.846,0.0,,
7,09/14/13 07:00:00 AM,13.173,96.9,,
8,09/14/13 10:00:00 AM,15.951,2325.0,,
9,09/14/13 01:00:00 PM,19.092,2411.1,,
10,09/14/13 04:00:00 PM,20.329,38578.0,,
11,09/14/13 07:00:00 PM,16.903,462.9,,
12,09/14/13 10:00:00 PM,14.709,0.0,,
13,09/15/13 01:00:00 AM,14.134,0.0,,
14,09/15/13 04:00:00 AM,15.282,0.0,,
15,09/15/13 07:00:00 AM,14.996,495.1,,
16,09/15/13 10:00:00 AM,17.665,6200.0,,
17,09/15/13 01:00:00 PM,19.187,3100.0,,
18,09/15/13 04:00:00 PM,16.046,3444.5,,
19,09/15/13 07:00:00 PM,11.625,215.3,,
20,09/15/13 10:00:00 PM,10.259,0.0,,
21,09/16/13 01:00:00 AM,9.176,0.0,,
22,09/16/13 04:00:00 AM,8.282,0.0,,
23,09/16/13 07:00:00 AM,7.582,258.3,,
24,09/16/13 10:00:00 AM,7.882,3100.0,,
25,09/16/13 01:00:00 PM,9.077,2927.8,,
26,09/16/13 04:00:00 PM,8.978,5166.7,,
27,09/16/13 07:00:00 PM,7.582,193.8,,
28,09/16/13 10:00:00 PM,6.978,0.0,,
29,09/17/13 01:00:00 AM,6.268,0.0,,
30,09/17/13 04:00:00 AM,5.860,0.0,,
31,09/17/13 07:00:00 AM,5.347,64.6,,
32,09/17/13 10:00:00 AM,5.552,1463.9,,
33,09/17/13 01:00:00 PM,6.471,3788.9,,
34,09/17/13 04:00:00 PM,4.934,2066.7,,
35,09/17/13 07:00:00 PM,3.367,43.1,,
36,09/17/13 10:00:00 PM,2.730,0.0,,
37,09/18/13 01:00:00 AM,0.343,0.0,,
38,09/18/13 04:00:00 AM,2.088,0.0,,
39,09/18/13 07:00:00 AM,1.656,64.6,,
40,09/18/13 10:00:00 AM,3.472,3100.0,,
41,09/18/13 01:00:00 PM,5.450,7233.4,,
42,09/18/13 04:00:00 PM,5.860,3961.1,,
43,09/18/13 07:00:00 PM,4.934,96.9,,
44,09/18/13 10:00:00 PM,2.624,0.0,,
45,09/19/13 01:00:00 AM,2.517,0.0,,
46,09/19/13 04:00:00 AM,2.943,0.0,,
47,09/19/13 07:00:00 AM,3.683,53.8,,
48,09/19/13 10:00:00 AM,6.166,2066.7,,
49,09/19/13 01:00:00 PM,9.077,4994.5,,
50,09/19/13 04:00:00 PM,10.357,2066.7,,
51,09/19/13 07:00:00 PM,7.280,53.8,,
52,09/19/13 10:00:00 PM,6.877,0.0,,
53,09/20/13 01:00:00 AM,7.582,0.0,,
54,09/20/13 04:00:00 AM,6.166,0.0,,
55,09/20/13 07:00:00 AM,5.244,129.2,,
