"Plot Title: TO11-S1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163337, SEN S/N: 10163337)","Intensity, Lux (LGR S/N: 10163337, SEN S/N: 10163337)","Bad Battery (LGR S/N: 10163337)","Coupler Attached (LGR S/N: 10163337)","Host Connected (LGR S/N: 10163337)","Stopped (LGR S/N: 10163337)","End Of File (LGR S/N: 10163337)"
1,09/23/13 07:00:00 PM,9.768,0.0,,,,,
2,09/23/13 10:00:00 PM,8.879,0.0,,,,,
3,09/24/13 01:00:00 AM,8.779,0.0,,,,,
4,09/24/13 04:00:00 AM,8.082,0.0,,,,,
5,09/24/13 07:00:00 AM,6.775,0.0,,,,,
6,09/24/13 10:00:00 AM,8.182,1722.2,,,,,
7,09/24/13 01:00:00 PM,9.866,1550.0,,,,,
8,09/24/13 04:00:00 PM,9.866,312.2,,,,,
9,09/24/13 07:00:00 PM,8.382,0.0,,,,,
10,09/24/13 10:00:00 PM,7.782,0.0,,,,,
11,09/25/13 01:00:00 AM,7.782,0.0,,,,,
12,09/25/13 04:00:00 AM,7.582,0.0,,,,,
13,09/25/13 07:00:00 AM,7.481,0.0,,,,,
14,09/25/13 10:00:00 AM,8.481,1980.6,,,,,
15,09/25/13 01:00:00 PM,10.553,3272.2,,,,,
16,09/25/13 04:00:00 PM,9.965,1463.9,,,,,
17,09/25/13 07:00:00 PM,9.077,0.0,,,,,
18,09/25/13 10:00:00 PM,8.382,0.0,,,,,
19,09/26/13 01:00:00 AM,8.082,0.0,,,,,
20,09/26/13 04:00:00 AM,7.179,0.0,,,,,
21,09/26/13 07:00:00 AM,6.573,0.0,,,,,
22,09/26/13 10:00:00 AM,7.782,1216.3,,,,,
23,09/26/13 01:00:00 PM,13.076,2497.2,,,,,
24,09/26/13 04:00:00 PM,10.651,1550.0,,,,,
25,09/26/13 07:00:00 PM,9.077,0.0,,,,,
26,09/26/13 10:00:00 PM,7.782,0.0,,,,,
27,09/27/13 01:00:00 AM,6.471,0.0,,,,,
28,09/27/13 04:00:00 AM,6.064,0.0,,,,,
29,09/27/13 07:00:00 AM,6.573,0.0,,,,,
30,09/27/13 10:00:00 AM,7.582,333.7,,,,,
31,09/27/13 01:00:00 PM,8.680,462.9,,,,,
32,09/27/13 04:00:00 PM,9.768,333.7,,,,,
33,09/27/13 07:00:00 PM,9.669,0.0,,,,,
34,09/27/13 10:00:00 PM,9.472,0.0,,,,,
35,09/28/13 01:00:00 AM,9.373,0.0,,,,,
36,09/28/13 04:00:00 AM,9.275,0.0,,,,,
37,09/28/13 07:00:00 AM,9.373,0.0,,,,,
38,09/28/13 10:00:00 AM,10.944,462.9,,,,,
39,09/28/13 01:00:00 PM,11.528,387.5,,,,,
40,09/28/13 04:00:00 PM,11.528,150.7,,,,,
41,09/28/13 07:00:00 PM,9.176,0.0,,,,,
42,09/28/13 10:00:00 PM,8.382,0.0,,,,,
43,09/29/13 01:00:00 AM,8.182,0.0,,,,,
44,09/29/13 04:00:00 AM,7.481,0.0,,,,,
45,09/29/13 07:00:00 AM,7.582,0.0,,,,,
46,09/29/13 10:00:00 AM,7.582,549.0,,,,,
47,09/29/13 01:00:00 PM,7.682,990.3,,,,,
48,09/29/13 04:00:00 PM,8.182,441.3,,,,,
49,09/29/13 07:00:00 PM,8.581,0.0,,,,,
50,09/29/13 10:00:00 PM,9.077,0.0,,,,,
51,09/30/13 01:00:00 AM,7.079,0.0,,,,,
52,09/30/13 04:00:00 AM,6.268,0.0,,,,,
53,09/30/13 07:00:00 AM,6.471,0.0,,,,,
54,09/30/13 10:00:00 AM,7.280,828.8,,,,,
55,09/30/13 01:00:00 PM,7.079,366.0,,,,,
56,09/30/13 04:00:00 PM,7.782,1463.9,,,,,
57,09/30/13 07:00:00 PM,6.978,0.0,,,,,
58,09/30/13 10:00:00 PM,6.471,0.0,,,,,
59,10/01/13 01:00:00 AM,5.962,0.0,,,,,
60,10/01/13 04:00:00 AM,5.860,0.0,,,,,
61,10/01/13 07:00:00 AM,5.552,0.0,,,,,
62,10/01/13 10:00:00 AM,6.573,2927.8,,,,,
63,10/01/13 01:00:00 PM,6.064,1550.0,,,,,
64,10/01/13 04:00:00 PM,6.978,2497.2,,,,,
65,10/01/13 07:00:00 PM,6.573,0.0,,,,,
66,10/01/13 10:00:00 PM,6.370,0.0,,,,,
67,10/02/13 01:00:00 AM,6.573,0.0,,,,,
