"Plot Title: SUNR-S4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9995251, SEN S/N: 9995251)","Intensity, Lux (LGR S/N: 9995251, SEN S/N: 9995251)","End Of File (LGR S/N: 9995251)"
1,09/13/13 01:00:00 PM,16.141,2755.6,
2,09/13/13 04:00:00 PM,17.189,34444.7,
3,09/13/13 07:00:00 PM,12.690,183.0,
4,09/13/13 10:00:00 PM,11.528,0.0,
5,09/14/13 01:00:00 AM,12.497,0.0,
6,09/14/13 04:00:00 AM,13.076,0.0,
7,09/14/13 07:00:00 AM,12.401,139.9,
8,09/14/13 10:00:00 AM,14.900,2411.1,
9,09/14/13 01:00:00 PM,17.855,2755.6,
10,09/14/13 04:00:00 PM,19.567,20666.8,
11,09/14/13 07:00:00 PM,16.141,775.0,
12,09/14/13 10:00:00 PM,14.038,0.0,
13,09/15/13 01:00:00 AM,13.558,0.0,
14,09/15/13 04:00:00 AM,14.517,0.0,
15,09/15/13 07:00:00 AM,14.421,624.3,
16,09/15/13 10:00:00 AM,17.379,7577.8,
17,09/15/13 01:00:00 PM,18.236,3444.5,
18,09/15/13 04:00:00 PM,16.903,5338.9,
19,09/15/13 07:00:00 PM,11.528,312.2,
20,09/15/13 10:00:00 PM,10.161,0.0,
21,09/16/13 01:00:00 AM,9.176,0.0,
22,09/16/13 04:00:00 AM,8.182,0.0,
23,09/16/13 07:00:00 AM,7.381,333.7,
24,09/16/13 10:00:00 AM,7.682,3616.7,
25,09/16/13 01:00:00 PM,9.176,4477.8,
26,09/16/13 04:00:00 PM,9.275,7577.8,
27,09/16/13 07:00:00 PM,7.582,366.0,
28,09/16/13 10:00:00 PM,6.978,0.0,
29,09/17/13 01:00:00 AM,6.370,0.0,
30,09/17/13 04:00:00 AM,5.860,0.0,
31,09/17/13 07:00:00 AM,5.450,96.9,
32,09/17/13 10:00:00 AM,5.860,2238.9,
33,09/17/13 01:00:00 PM,6.775,5166.7,
34,09/17/13 04:00:00 PM,5.037,2927.8,
35,09/17/13 07:00:00 PM,3.367,86.1,
36,09/17/13 10:00:00 PM,2.943,0.0,
37,09/18/13 01:00:00 AM,1.439,0.0,
38,09/18/13 04:00:00 AM,1.872,0.0,
39,09/18/13 07:00:00 AM,1.221,96.9,
40,09/18/13 10:00:00 AM,3.155,4133.4,
41,09/18/13 01:00:00 PM,5.347,7577.8,
42,09/18/13 04:00:00 PM,6.166,6544.5,
43,09/18/13 07:00:00 PM,4.727,183.0,
44,09/18/13 10:00:00 PM,2.410,0.0,
45,09/19/13 01:00:00 AM,2.303,0.0,
46,09/19/13 04:00:00 AM,2.517,0.0,
47,09/19/13 07:00:00 AM,3.261,86.1,
48,09/19/13 10:00:00 AM,5.450,2238.9,
49,09/19/13 01:00:00 PM,8.282,5166.7,
50,09/19/13 04:00:00 PM,10.553,3444.5,
51,09/19/13 07:00:00 PM,6.877,107.6,
52,09/19/13 10:00:00 PM,6.370,0.0,
53,09/20/13 01:00:00 AM,6.978,0.0,
54,09/20/13 04:00:00 AM,5.757,0.0,
55,09/20/13 07:00:00 AM,4.934,150.7,
56,09/20/13 10:00:00 AM,7.582,3616.7,
57,09/20/13 01:00:00 PM,10.748,6544.5,
58,09/20/13 04:00:00 PM,12.110,3100.0,
59,09/20/13 07:00:00 PM,8.382,43.1,
60,09/20/13 10:00:00 PM,6.674,0.0,
61,09/21/13 01:00:00 AM,6.166,0.0,
62,09/21/13 04:00:00 AM,5.347,0.0,
63,09/21/13 07:00:00 AM,5.037,10.8,
64,09/21/13 10:00:00 AM,5.552,2238.9,
65,09/21/13 01:00:00 PM,6.471,3616.7,
