"Plot Title: TA01-S2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 2409566, SEN S/N: 2409566)","Intensity, Lux (LGR S/N: 2409566, SEN S/N: 2409566)","Coupler Attached (LGR S/N: 2409566)","Coupler Detached (LGR S/N: 2409566)","Host Connected (LGR S/N: 2409566)","Stopped (LGR S/N: 2409566)","End Of File (LGR S/N: 2409566)"
379,10/28/13 07:00:00 PM,4.934,0.0,,,,,
380,10/28/13 10:00:00 PM,3.049,0.0,,,,,
381,10/29/13 01:00:00 AM,1.872,0.0,,,,,
382,10/29/13 04:00:00 AM,1.112,0.0,,,,,
383,10/29/13 07:00:00 AM,0.674,0.0,,,,,
384,10/29/13 10:00:00 AM,1.112,86.1,,,,,
385,10/29/13 01:00:00 PM,4.934,1227.1,,,,,
386,10/29/13 04:00:00 PM,6.674,764.2,,,,,
387,10/29/13 07:00:00 PM,4.102,0.0,,,,,
388,10/29/13 10:00:00 PM,2.624,0.0,,,,,
389,10/30/13 01:00:00 AM,1.656,0.0,,,,,
390,10/30/13 04:00:00 AM,1.221,0.0,,,,,
391,10/30/13 07:00:00 AM,1.548,0.0,,,,,
392,10/30/13 10:00:00 AM,2.837,958.0,,,,,
393,10/30/13 01:00:00 PM,5.655,1173.3,,,,,
394,10/30/13 04:00:00 PM,7.079,968.8,,,,,
395,10/30/13 07:00:00 PM,5.037,0.0,,,,,
396,10/30/13 10:00:00 PM,4.727,0.0,,,,,
397,10/31/13 01:00:00 AM,4.727,0.0,,,,,
398,10/31/13 04:00:00 AM,4.727,0.0,,,,,
399,10/31/13 07:00:00 AM,4.623,0.0,,,,,
400,10/31/13 10:00:00 AM,5.450,667.4,,,,,
401,10/31/13 01:00:00 PM,6.471,1205.6,,,,,
402,10/31/13 04:00:00 PM,6.978,172.2,,,,,
403,10/31/13 07:00:00 PM,7.179,0.0,,,,,
404,10/31/13 10:00:00 PM,7.280,0.0,,,,,
405,11/01/13 01:00:00 AM,6.877,0.0,,,,,
406,11/01/13 04:00:00 AM,6.471,0.0,,,,,
407,11/01/13 07:00:00 AM,6.268,0.0,,,,,
408,11/01/13 10:00:00 AM,6.166,366.0,,,,,
409,11/01/13 01:00:00 PM,7.481,1463.9,,,,,
410,11/01/13 04:00:00 PM,8.481,958.0,,,,,
411,11/01/13 07:00:00 PM,6.775,0.0,,,,,
412,11/01/13 10:00:00 PM,6.471,0.0,,,,,
413,11/02/13 01:00:00 AM,6.573,0.0,,,,,
414,11/02/13 04:00:00 AM,6.471,0.0,,,,,
415,11/02/13 07:00:00 AM,6.775,0.0,,,,,
416,11/02/13 10:00:00 AM,6.775,775.0,,,,,
417,11/02/13 01:00:00 PM,4.934,2755.6,,,,,
418,11/02/13 04:00:00 PM,4.102,1345.5,,,,,
419,11/02/13 07:00:00 PM,2.517,0.0,,,,,
420,11/02/13 10:00:00 PM,2.088,0.0,,,,,
421,11/03/13 01:00:00 AM,2.088,0.0,,,,,
422,11/03/13 04:00:00 AM,2.303,0.0,,,,,
423,11/03/13 07:00:00 AM,2.517,0.0,,,,,
424,11/03/13 10:00:00 AM,3.049,785.8,,,,,
425,11/03/13 01:00:00 PM,3.998,1980.6,,,,,
426,11/03/13 04:00:00 PM,3.155,1334.7,,,,,
427,11/03/13 07:00:00 PM,2.837,0.0,,,,,
428,11/03/13 10:00:00 PM,2.517,0.0,,,,,
429,11/04/13 01:00:00 AM,2.624,0.0,,,,,
430,11/04/13 04:00:00 AM,2.303,0.0,,,,,
431,11/04/13 07:00:00 AM,1.980,0.0,,,,,
432,11/04/13 10:00:00 AM,1.656,193.8,,,,,
433,11/04/13 01:00:00 PM,2.624,1377.8,,,,,
434,11/04/13 04:00:00 PM,3.367,1141.0,,,,,
435,11/04/13 07:00:00 PM,2.943,0.0,,,,,
436,11/04/13 10:00:00 PM,2.624,0.0,,,,,
