"Plot Title: AX15-S1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9995245, SEN S/N: 9995245)","Intensity, Lux (LGR S/N: 9995245, SEN S/N: 9995245)","Bad Battery (LGR S/N: 9995245)","Good Battery (LGR S/N: 9995245)","End Of File (LGR S/N: 9995245)"
469,11/15/13 07:00:00 AM,0.784,0.0,,,
470,11/15/13 10:00:00 AM,0.453,193.8,,,
471,11/15/13 01:00:00 PM,0.453,409.0,,,
472,11/15/13 04:00:00 PM,0.343,86.1,,,
473,11/15/13 07:00:00 PM,0.343,0.0,,,
474,11/15/13 10:00:00 PM,0.343,0.0,,,
475,11/16/13 01:00:00 AM,0.343,0.0,Logged,,
476,11/16/13 04:00:00 AM,0.343,0.0,,,
477,11/16/13 07:00:00 AM,0.343,0.0,,,
478,11/16/13 10:00:00 AM,0.343,0.0,,,
479,11/16/13 01:00:00 PM,0.343,0.0,,,
480,11/16/13 04:00:00 PM,0.343,0.0,,,
481,11/16/13 07:00:00 PM,0.453,0.0,,,
482,11/16/13 10:00:00 PM,0.453,0.0,,,
483,11/17/13 01:00:00 AM,0.453,0.0,,,
484,11/17/13 04:00:00 AM,0.453,0.0,,,
485,11/17/13 07:00:00 AM,0.453,0.0,,,
486,11/17/13 10:00:00 AM,0.453,0.0,,,
487,11/17/13 01:00:00 PM,0.453,0.0,,,
488,11/17/13 04:00:00 PM,0.453,0.0,,,
489,11/17/13 07:00:00 PM,0.453,0.0,,,
490,11/17/13 10:00:00 PM,0.453,0.0,,,
491,11/18/13 01:00:00 AM,0.453,0.0,,,
492,11/18/13 04:00:00 AM,0.453,0.0,,,
493,11/18/13 07:00:00 AM,0.453,0.0,,,
494,11/18/13 10:00:00 AM,0.453,0.0,,,
495,11/18/13 01:00:00 PM,0.453,0.0,,,
496,11/18/13 04:00:00 PM,0.453,0.0,,,
497,11/18/13 07:00:00 PM,0.453,0.0,,,
498,11/18/13 10:00:00 PM,0.453,0.0,,,
499,11/19/13 01:00:00 AM,0.453,0.0,,,
500,11/19/13 04:00:00 AM,0.453,0.0,,,
501,11/19/13 07:00:00 AM,0.453,0.0,,,
502,11/19/13 10:00:00 AM,0.453,0.0,,,
503,11/19/13 01:00:00 PM,0.453,64.6,,,
504,11/19/13 04:00:00 PM,0.453,0.0,,,
505,11/19/13 07:00:00 PM,0.453,0.0,,,
506,11/19/13 10:00:00 PM,0.453,0.0,,,
507,11/20/13 01:00:00 AM,0.453,0.0,,,
508,11/20/13 04:00:00 AM,0.453,0.0,,,
509,11/20/13 07:00:00 AM,0.232,0.0,,,
510,11/20/13 10:00:00 AM,-0.213,43.1,,,
511,11/20/13 01:00:00 PM,0.010,86.1,,,
512,11/20/13 04:00:00 PM,0.010,0.0,,,
513,11/20/13 07:00:00 PM,-0.213,0.0,,,
514,11/20/13 10:00:00 PM,-0.437,0.0,,,
515,11/21/13 01:00:00 AM,-0.662,0.0,,,
516,11/21/13 04:00:00 AM,-0.887,0.0,,,
517,11/21/13 07:00:00 AM,-1.001,0.0,,,
518,11/21/13 10:00:00 AM,-0.887,21.5,,,
519,11/21/13 01:00:00 PM,-0.102,43.1,,,
520,11/21/13 04:00:00 PM,0.010,0.0,,,
521,11/21/13 07:00:00 PM,-0.213,0.0,,,
522,11/21/13 10:00:00 PM,-0.325,0.0,,,
523,11/22/13 01:00:00 AM,-0.213,0.0,,,
524,11/22/13 04:00:00 AM,0.010,0.0,,,
525,11/22/13 07:00:00 AM,0.121,0.0,,,
526,11/22/13 10:00:00 AM,0.232,0.0,,,
527,11/22/13 01:00:00 PM,0.232,0.0,,,
528,11/22/13 04:00:00 PM,0.232,0.0,,,
529,11/22/13 07:00:00 PM,0.232,0.0,,,
530,11/22/13 10:00:00 PM,0.232,0.0,,,
531,11/23/13 01:00:00 AM,0.232,0.0,,,
532,11/23/13 04:00:00 AM,0.232,0.0,,,
533,11/23/13 07:00:00 AM,0.343,0.0,,,
534,11/23/13 10:00:00 AM,0.343,21.5,,,
535,11/23/13 01:00:00 PM,0.343,172.2,,,
536,11/23/13 04:00:00 PM,0.343,86.1,,,
537,11/23/13 07:00:00 PM,0.343,0.0,,,
538,11/23/13 10:00:00 PM,0.343,0.0,,,
539,11/24/13 01:00:00 AM,0.343,0.0,,,
540,11/24/13 04:00:00 AM,0.453,0.0,,,
541,11/24/13 07:00:00 AM,1.112,0.0,,,
542,11/24/13 10:00:00 AM,4.415,1033.3,,,
543,11/24/13 01:00:00 PM,6.775,1894.5,,,
544,11/24/13 04:00:00 PM,6.877,344.4,,,
545,11/24/13 07:00:00 PM,6.166,0.0,,,
546,11/24/13 10:00:00 PM,6.268,0.0,,,
547,11/25/13 01:00:00 AM,5.962,0.0,,,
548,11/25/13 04:00:00 AM,6.268,0.0,,,
549,11/25/13 07:00:00 AM,6.166,0.0,,,
550,11/25/13 10:00:00 AM,6.370,1054.9,,,
551,11/25/13 01:00:00 PM,7.582,1722.2,,,
552,11/25/13 04:00:00 PM,7.381,602.8,,,
553,11/25/13 07:00:00 PM,5.860,0.0,,,
554,11/25/13 10:00:00 PM,5.757,0.0,,,
555,11/26/13 01:00:00 AM,5.962,0.0,,,
556,11/26/13 04:00:00 AM,6.775,0.0,,,
557,11/26/13 07:00:00 AM,6.166,0.0,,,
558,11/26/13 10:00:00 AM,6.573,1894.5,,,
559,11/26/13 01:00:00 PM,7.179,1808.3,,,
560,11/26/13 04:00:00 PM,7.582,430.6,,,
561,11/26/13 07:00:00 PM,6.573,0.0,,,
562,11/26/13 10:00:00 PM,6.370,0.0,,,
563,11/27/13 01:00:00 AM,6.674,0.0,,,
564,11/27/13 04:00:00 AM,6.978,0.0,,,
565,11/27/13 07:00:00 AM,6.573,0.0,,,
566,11/27/13 10:00:00 AM,6.877,387.5,,,
567,11/27/13 01:00:00 PM,8.879,2238.9,,,
568,11/27/13 04:00:00 PM,8.282,775.0,,,
569,11/27/13 07:00:00 PM,7.179,0.0,,,
570,11/27/13 10:00:00 PM,6.674,0.0,,,
571,11/28/13 01:00:00 AM,6.573,0.0,,,
572,11/28/13 04:00:00 AM,6.573,0.0,,,
573,11/28/13 07:00:00 AM,6.166,0.0,,,
574,11/28/13 10:00:00 AM,6.370,818.1,,,
575,11/28/13 01:00:00 PM,8.382,1722.2,,,
576,11/28/13 04:00:00 PM,7.381,258.3,,,
577,11/28/13 07:00:00 PM,5.860,0.0,,,
578,11/28/13 10:00:00 PM,5.141,0.0,,,
579,11/29/13 01:00:00 AM,5.037,0.0,,,
580,11/29/13 04:00:00 AM,4.623,0.0,,,
581,11/29/13 07:00:00 AM,4.519,0.0,,,
582,11/29/13 10:00:00 AM,4.727,344.4,,,
583,11/29/13 01:00:00 PM,4.727,1076.4,,,
584,11/29/13 04:00:00 PM,4.727,279.9,,,
585,11/29/13 07:00:00 PM,3.893,0.0,,,
586,11/29/13 10:00:00 PM,3.367,0.0,,,
587,11/30/13 01:00:00 AM,3.261,0.0,,,
588,11/30/13 04:00:00 AM,2.943,0.0,,,
589,11/30/13 07:00:00 AM,2.624,0.0,,,
590,11/30/13 10:00:00 AM,2.730,172.2,,,
591,11/30/13 01:00:00 PM,3.367,1377.8,,,
592,11/30/13 04:00:00 PM,3.683,86.1,,,
593,11/30/13 07:00:00 PM,3.893,0.0,,,
594,11/30/13 10:00:00 PM,4.519,0.0,,,
595,12/01/13 01:00:00 AM,4.727,0.0,,,
596,12/01/13 04:00:00 AM,4.102,0.0,,,
597,12/01/13 07:00:00 AM,5.141,0.0,,,
598,12/01/13 10:00:00 AM,5.757,0.0,,,
599,12/01/13 01:00:00 PM,5.450,0.0,,,
600,12/01/13 04:00:00 PM,5.962,0.0,,,
601,12/01/13 07:00:00 PM,4.727,0.0,,,
602,12/01/13 10:00:00 PM,3.683,0.0,,,
603,12/02/13 01:00:00 AM,1.764,0.0,,,
604,12/02/13 04:00:00 AM,0.121,0.0,,,
605,12/02/13 07:00:00 AM,0.121,0.0,,,
606,12/02/13 10:00:00 AM,0.343,0.0,,,
607,12/02/13 01:00:00 PM,0.343,0.0,,,
608,12/02/13 04:00:00 PM,0.343,0.0,,,
609,12/02/13 07:00:00 PM,0.343,0.0,,,
610,12/02/13 10:00:00 PM,0.343,0.0,,,
611,12/03/13 01:00:00 AM,0.343,0.0,,,
612,12/03/13 04:00:00 AM,0.343,0.0,,,
613,12/03/13 07:00:00 AM,0.343,0.0,,,
614,12/03/13 10:00:00 AM,0.343,0.0,,,
615,12/03/13 01:00:00 PM,0.343,0.0,,,
616,12/03/13 04:00:00 PM,0.343,0.0,,,
617,12/03/13 07:00:00 PM,0.343,0.0,,,
618,12/03/13 10:00:00 PM,0.232,0.0,,,
619,12/04/13 01:00:00 AM,0.010,0.0,,,
620,12/04/13 04:00:00 AM,-0.102,0.0,,,
621,12/04/13 07:00:00 AM,-0.213,0.0,,,
622,12/04/13 10:00:00 AM,-0.437,0.0,,,
623,12/04/13 01:00:00 PM,-0.213,0.0,,,
624,12/04/13 04:00:00 PM,-0.102,0.0,,,
625,12/04/13 07:00:00 PM,-0.102,0.0,,,
626,12/04/13 10:00:00 PM,-0.102,0.0,,,
627,12/05/13 01:00:00 AM,-0.213,0.0,,,
628,12/05/13 04:00:00 AM,-0.437,0.0,,,
629,12/05/13 07:00:00 AM,-0.549,0.0,,,
630,12/05/13 10:00:00 AM,-0.549,0.0,,,
631,12/05/13 01:00:00 PM,-0.325,0.0,,,
632,12/05/13 04:00:00 PM,-0.325,0.0,,,
633,12/05/13 07:00:00 PM,-0.437,0.0,,,
634,12/05/13 10:00:00 PM,-0.549,0.0,,,
635,12/06/13 01:00:00 AM,-0.662,0.0,,,
636,12/06/13 04:00:00 AM,-0.887,0.0,,,
637,12/06/13 07:00:00 AM,-1.001,0.0,,,
638,12/06/13 10:00:00 AM,-1.001,0.0,,,
639,12/06/13 01:00:00 PM,-1.001,0.0,,,
640,12/06/13 04:00:00 PM,-0.887,0.0,,,
641,12/06/13 07:00:00 PM,-1.114,0.0,,,
642,12/06/13 10:00:00 PM,-1.228,0.0,,,
643,12/07/13 01:00:00 AM,-1.341,0.0,,,
644,12/07/13 04:00:00 AM,-1.341,0.0,,,
645,12/07/13 07:00:00 AM,-1.456,0.0,,,
646,12/07/13 10:00:00 AM,-1.684,0.0,,,
647,12/07/13 01:00:00 PM,-1.456,0.0,,,
648,12/07/13 04:00:00 PM,-1.228,0.0,,,
649,12/07/13 07:00:00 PM,-1.570,0.0,,,
650,12/07/13 10:00:00 PM,-1.799,0.0,,,
651,12/08/13 01:00:00 AM,-1.914,0.0,,,
652,12/08/13 04:00:00 AM,-2.030,0.0,,,
653,12/08/13 07:00:00 AM,-2.030,0.0,,,
654,12/08/13 10:00:00 AM,-2.145,0.0,,,
655,12/08/13 01:00:00 PM,-1.684,0.0,,,
656,12/08/13 04:00:00 PM,-1.456,0.0,,,
657,12/08/13 07:00:00 PM,-1.684,0.0,,,
658,12/08/13 10:00:00 PM,-1.684,0.0,,,
659,12/09/13 01:00:00 AM,-1.570,0.0,,,
660,12/09/13 04:00:00 AM,-1.684,0.0,,,
661,12/09/13 07:00:00 AM,-1.799,0.0,,,
662,12/09/13 10:00:00 AM,-1.570,0.0,,,
663,12/09/13 01:00:00 PM,-1.341,0.0,,,
664,12/09/13 04:00:00 PM,-1.114,0.0,,,Logged
