"Plot Title: TO11-S1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10574903, SEN S/N: 10574903)","Intensity, Lux (LGR S/N: 10574903, SEN S/N: 10574903)","Coupler Attached (LGR S/N: 10574903)","Coupler Detached (LGR S/N: 10574903)","Host Connected (LGR S/N: 10574903)","Stopped (LGR S/N: 10574903)","End Of File (LGR S/N: 10574903)"
328,10/25/15 10:00:00 AM,9.866,764.2,,,,,
329,10/25/15 01:00:00 PM,12.110,1119.5,,,,,
330,10/25/15 04:00:00 PM,10.553,161.5,,,,,
331,10/25/15 07:00:00 PM,9.866,0.0,,,,,
332,10/25/15 10:00:00 PM,10.063,0.0,,,,,
333,10/26/15 01:00:00 AM,8.879,0.0,,,,,
334,10/26/15 04:00:00 AM,8.082,0.0,,,,,
335,10/26/15 07:00:00 AM,7.582,0.0,,,,,
336,10/26/15 10:00:00 AM,7.983,452.1,,,,,
337,10/26/15 01:00:00 PM,9.077,818.1,,,,,
338,10/26/15 04:00:00 PM,9.176,312.2,,,,,
339,10/26/15 07:00:00 PM,8.779,0.0,,,,,
340,10/26/15 10:00:00 PM,8.680,0.0,,,,,
341,10/27/15 01:00:00 AM,7.983,0.0,,,,,
342,10/27/15 04:00:00 AM,7.079,0.0,,,,,
343,10/27/15 07:00:00 AM,6.573,0.0,,,,,
344,10/27/15 10:00:00 AM,7.280,1076.4,,,,,
345,10/27/15 01:00:00 PM,9.472,979.5,,,,,
346,10/27/15 04:00:00 PM,9.571,785.8,,,,,
347,10/27/15 07:00:00 PM,9.077,0.0,,,,,
348,10/27/15 10:00:00 PM,8.282,0.0,,,,,
349,10/28/15 01:00:00 AM,8.481,0.0,,,,,
350,10/28/15 04:00:00 AM,8.581,0.0,,,,,
351,10/28/15 07:00:00 AM,8.581,0.0,,,,,
352,10/28/15 10:00:00 AM,8.978,785.8,,,,,
353,10/28/15 01:00:00 PM,9.571,484.4,,,,,
354,10/28/15 04:00:00 PM,9.472,516.7,,,,,
355,10/28/15 07:00:00 PM,9.077,0.0,,,,,
356,10/28/15 10:00:00 PM,8.680,0.0,,,,,
357,10/29/15 01:00:00 AM,8.680,0.0,,,,,
358,10/29/15 04:00:00 AM,8.680,0.0,,,,,
359,10/29/15 07:00:00 AM,8.879,0.0,,,,,
360,10/29/15 10:00:00 AM,9.373,968.8,,,,,
361,10/29/15 01:00:00 PM,10.357,2927.8,,,,,
362,10/29/15 04:00:00 PM,10.455,699.7,,,,,
363,10/29/15 07:00:00 PM,9.965,0.0,,,,,
364,10/29/15 10:00:00 PM,9.866,0.0,,,,,
365,10/30/15 01:00:00 AM,9.965,0.0,,,,,
366,10/30/15 04:00:00 AM,9.176,0.0,,,,,
367,10/30/15 07:00:00 AM,9.669,0.0,,,,,
368,10/30/15 10:00:00 AM,11.139,183.0,,,,,
369,10/30/15 01:00:00 PM,11.528,118.4,,,,,
370,10/30/15 04:00:00 PM,11.334,172.2,,,,,
371,10/30/15 07:00:00 PM,10.748,0.0,,,,,
372,10/30/15 10:00:00 PM,10.553,0.0,,,,,
373,10/31/15 01:00:00 AM,10.357,0.0,,,,,
374,10/31/15 04:00:00 AM,11.431,0.0,,,,,
375,10/31/15 07:00:00 AM,11.528,0.0,,,,,
376,10/31/15 10:00:00 AM,11.431,118.4,,,,,
377,10/31/15 01:00:00 PM,10.748,96.9,,,,,
378,10/31/15 04:00:00 PM,9.669,32.3,,,,,
379,10/31/15 07:00:00 PM,9.176,0.0,,,,,
380,10/31/15 10:00:00 PM,8.680,0.0,,,,,
381,11/01/15 01:00:00 AM,8.581,0.0,,,,,
382,11/01/15 04:00:00 AM,8.382,0.0,,,,,
383,11/01/15 07:00:00 AM,7.381,0.0,,,,,
384,11/01/15 10:00:00 AM,6.370,656.6,,,,,
385,11/01/15 01:00:00 PM,7.179,172.2,,,,,
386,11/01/15 04:00:00 PM,7.280,409.0,,,,,
387,11/01/15 07:00:00 PM,6.978,0.0,,,,,
388,11/01/15 10:00:00 PM,6.978,0.0,,,,,
389,11/02/15 01:00:00 AM,6.573,0.0,,,,,
390,11/02/15 04:00:00 AM,6.573,0.0,,,,,
391,11/02/15 07:00:00 AM,6.573,0.0,,,,,
392,11/02/15 10:00:00 AM,6.775,742.7,,,,,
393,11/02/15 01:00:00 PM,7.582,2238.9,,,,,
394,11/02/15 04:00:00 PM,7.280,1377.8,,,,,
395,11/02/15 07:00:00 PM,6.674,0.0,,,,,
396,11/02/15 10:00:00 PM,6.064,0.0,,,,,
397,11/03/15 01:00:00 AM,5.757,0.0,,,,,
398,11/03/15 04:00:00 AM,5.552,0.0,,,,,
399,11/03/15 07:00:00 AM,5.244,0.0,,,,,
400,11/03/15 10:00:00 AM,5.244,613.5,,,,,
401,11/03/15 01:00:00 PM,5.037,602.8,,,,,
402,11/03/15 04:00:00 PM,5.655,828.8,,,,,
403,11/03/15 07:00:00 PM,4.727,0.0,,,,,
404,11/03/15 10:00:00 PM,3.367,0.0,,,,,
405,11/04/15 01:00:00 AM,2.730,0.0,,,,,
406,11/04/15 04:00:00 AM,2.303,0.0,,,,,
407,11/04/15 07:00:00 AM,2.195,0.0,,,,,
408,11/04/15 10:00:00 AM,2.730,322.9,,,,,
409,11/04/15 01:00:00 PM,3.261,161.5,,,,,
410,11/04/15 04:00:00 PM,4.415,624.3,,,,,
411,11/04/15 07:00:00 PM,4.727,0.0,,,,,
412,11/04/15 10:00:00 PM,4.727,0.0,,,,,
413,11/05/15 01:00:00 AM,4.727,0.0,,,,,
414,11/05/15 04:00:00 AM,4.831,0.0,,,,,
415,11/05/15 07:00:00 AM,4.934,0.0,,,,,
416,11/05/15 10:00:00 AM,5.037,161.5,,,,,
417,11/05/15 01:00:00 PM,5.962,419.8,,,,,
418,11/05/15 04:00:00 PM,6.573,312.2,,,,,
419,11/05/15 07:00:00 PM,6.370,0.0,,,,,
420,11/05/15 10:00:00 PM,5.450,0.0,,,,,
421,11/06/15 01:00:00 AM,5.037,0.0,,,,,
422,11/06/15 04:00:00 AM,4.519,0.0,,,,,
423,11/06/15 07:00:00 AM,4.934,0.0,,,,,
424,11/06/15 10:00:00 AM,5.860,785.8,,,,,
425,11/06/15 01:00:00 PM,8.082,2755.6,,,,,
426,11/06/15 04:00:00 PM,8.481,828.8,,,,,
427,11/06/15 07:00:00 PM,7.882,0.0,,,,,
428,11/06/15 10:00:00 PM,7.481,0.0,,,,,
429,11/07/15 01:00:00 AM,6.978,0.0,,,,,
430,11/07/15 04:00:00 AM,6.877,0.0,,,,,
431,11/07/15 07:00:00 AM,7.079,0.0,,,,,
