"Plot Title: AR07-S5"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9768741, SEN S/N: 9768741, LBL: TEMPERATURE)","Intensity, Lux (LGR S/N: 9768741, SEN S/N: 9768741, LBL: LIGHT INTENSITY)","Coupler Attached (LGR S/N: 9768741)","Host Connected (LGR S/N: 9768741)","Stopped (LGR S/N: 9768741)","End Of File (LGR S/N: 9768741)"
1,09/22/15 01:00:00 PM,10.553,5166.7,,,,
2,09/22/15 04:00:00 PM,8.978,1022.6,,,,
3,09/22/15 07:00:00 PM,6.978,64.6,,,,
4,09/22/15 10:00:00 PM,4.102,0.0,,,,
5,09/23/15 01:00:00 AM,3.998,0.0,,,,
6,09/23/15 04:00:00 AM,3.578,0.0,,,,
7,09/23/15 07:00:00 AM,3.049,86.1,,,,
8,09/23/15 10:00:00 AM,8.382,7577.8,,,,
9,09/23/15 01:00:00 PM,12.690,5166.7,,,,
10,09/23/15 04:00:00 PM,11.722,2325.0,,,,
11,09/23/15 07:00:00 PM,9.176,43.1,,,,
12,09/23/15 10:00:00 PM,7.882,0.0,,,,
13,09/24/15 01:00:00 AM,7.381,0.0,,,,
14,09/24/15 04:00:00 AM,7.079,0.0,,,,
15,09/24/15 07:00:00 AM,8.082,43.1,,,,
16,09/24/15 10:00:00 AM,11.916,9300.1,,,,
17,09/24/15 01:00:00 PM,13.750,7233.4,,,,
18,09/24/15 04:00:00 PM,13.076,2927.8,,,,
19,09/24/15 07:00:00 PM,10.944,32.3,,,,
20,09/24/15 10:00:00 PM,9.472,0.0,,,,
21,09/25/15 01:00:00 AM,9.077,0.0,,,,
22,09/25/15 04:00:00 AM,7.983,0.0,,,,
23,09/25/15 07:00:00 AM,8.481,96.9,,,,
24,09/25/15 10:00:00 AM,9.669,1894.5,,,,
25,09/25/15 01:00:00 PM,9.866,850.4,,,,
26,09/25/15 04:00:00 PM,9.768,1087.2,,,,
27,09/25/15 07:00:00 PM,9.176,21.5,,,,
28,09/25/15 10:00:00 PM,7.983,0.0,,,,
29,09/26/15 01:00:00 AM,6.674,0.0,,,,
30,09/26/15 04:00:00 AM,5.962,0.0,,,,
31,09/26/15 07:00:00 AM,5.244,0.0,,,,
32,09/26/15 10:00:00 AM,5.037,2238.9,,,,
33,09/26/15 01:00:00 PM,7.481,9644.5,,,,
34,09/26/15 04:00:00 PM,7.682,3616.7,,,,
35,09/26/15 07:00:00 PM,5.141,43.1,,,,
36,09/26/15 10:00:00 PM,3.683,0.0,,,,
37,09/27/15 01:00:00 AM,2.517,0.0,,,,
38,09/27/15 04:00:00 AM,1.330,0.0,,,,
39,09/27/15 07:00:00 AM,0.453,75.3,,,,
40,09/27/15 10:00:00 AM,5.141,7577.8,,,,
41,09/27/15 01:00:00 PM,9.571,3788.9,,,,
42,09/27/15 04:00:00 PM,8.282,968.8,,,,
43,09/27/15 07:00:00 PM,6.471,32.3,,,,
44,09/27/15 10:00:00 PM,6.064,0.0,,,,
45,09/28/15 01:00:00 AM,5.757,0.0,,,,
46,09/28/15 04:00:00 AM,5.552,0.0,,,,
47,09/28/15 07:00:00 AM,5.450,64.6,,,,
48,09/28/15 10:00:00 AM,9.275,8611.2,,,,
49,09/28/15 01:00:00 PM,11.819,4133.4,,,,
50,09/28/15 04:00:00 PM,11.334,1001.0,,,,
51,09/28/15 07:00:00 PM,9.965,21.5,,,,
52,09/28/15 10:00:00 PM,7.882,0.0,,,,
53,09/29/15 01:00:00 AM,7.280,0.0,,,,
54,09/29/15 04:00:00 AM,7.280,0.0,,,,
55,09/29/15 07:00:00 AM,7.682,53.8,,,,
56,09/29/15 10:00:00 AM,12.980,9300.1,,,,
57,09/29/15 01:00:00 PM,15.855,3788.9,,,,
58,09/29/15 04:00:00 PM,14.038,947.2,,,,
59,09/29/15 07:00:00 PM,11.431,10.8,,,,
60,09/29/15 10:00:00 PM,9.768,0.0,,,,
61,09/30/15 01:00:00 AM,9.472,0.0,,,,
62,09/30/15 04:00:00 AM,8.879,0.0,,,,
63,09/30/15 07:00:00 AM,8.282,53.8,,,,
64,09/30/15 10:00:00 AM,12.980,9644.5,,,,
65,09/30/15 01:00:00 PM,16.427,3788.9,,,,
66,09/30/15 04:00:00 PM,13.846,979.5,,,,
67,09/30/15 07:00:00 PM,10.357,10.8,,,,
68,09/30/15 10:00:00 PM,9.571,0.0,,,,
69,10/01/15 01:00:00 AM,8.581,0.0,,,,
