"Plot Title: AB08-S2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10603889, SEN S/N: 10603889, LBL: ICE CAL)","Intensity, Lux (LGR S/N: 10603889, SEN S/N: 10603889, LBL: ICE CAL)","Coupler Attached (LGR S/N: 10603889)","Host Connected (LGR S/N: 10603889)","Stopped (LGR S/N: 10603889)","End Of File (LGR S/N: 10603889)"
281,10/21/15 01:00:00 PM,10.455,3616.7,,,,
282,10/21/15 04:00:00 PM,10.357,1345.5,,,,
283,10/21/15 07:00:00 PM,9.669,0.0,,,,
284,10/21/15 10:00:00 PM,8.879,0.0,,,,
285,10/22/15 01:00:00 AM,8.082,0.0,,,,
286,10/22/15 04:00:00 AM,7.079,0.0,,,,
287,10/22/15 07:00:00 AM,6.166,0.0,,,,
288,10/22/15 10:00:00 AM,4.727,215.3,,,,
289,10/22/15 01:00:00 PM,6.370,1141.0,,,,
290,10/22/15 04:00:00 PM,7.481,1087.2,,,,
291,10/22/15 07:00:00 PM,5.655,0.0,,,,
292,10/22/15 10:00:00 PM,4.102,0.0,,,,
293,10/23/15 01:00:00 AM,2.730,0.0,,,,
294,10/23/15 04:00:00 AM,2.624,0.0,,,,
295,10/23/15 07:00:00 AM,3.049,0.0,,,,
296,10/23/15 10:00:00 AM,4.623,1377.8,,,,
297,10/23/15 01:00:00 PM,8.581,3616.7,,,,
298,10/23/15 04:00:00 PM,8.879,1722.2,,,,
299,10/23/15 07:00:00 PM,7.381,0.0,,,,
300,10/23/15 10:00:00 PM,6.978,0.0,,,,
301,10/24/15 01:00:00 AM,6.775,0.0,,,,
302,10/24/15 04:00:00 AM,6.064,0.0,,,,
303,10/24/15 07:00:00 AM,6.064,0.0,,,,
304,10/24/15 10:00:00 AM,7.682,914.9,,,,
305,10/24/15 01:00:00 PM,9.275,2583.4,,,,
306,10/24/15 04:00:00 PM,9.571,871.9,,,,
307,10/24/15 07:00:00 PM,8.182,0.0,,,,
308,10/24/15 10:00:00 PM,7.179,0.0,,,,
309,10/25/15 01:00:00 AM,7.280,0.0,,,,
310,10/25/15 04:00:00 AM,6.978,0.0,,,,
311,10/25/15 07:00:00 AM,6.877,0.0,,,,
312,10/25/15 10:00:00 AM,7.983,2755.6,,,,
313,10/25/15 01:00:00 PM,10.161,2927.8,,,,
314,10/25/15 04:00:00 PM,7.882,1151.7,,,,
315,10/25/15 07:00:00 PM,6.370,0.0,,,,
316,10/25/15 10:00:00 PM,6.978,0.0,,,,
317,10/26/15 01:00:00 AM,6.877,0.0,,,,
318,10/26/15 04:00:00 AM,5.757,0.0,,,,
319,10/26/15 07:00:00 AM,5.244,0.0,,,,
320,10/26/15 10:00:00 AM,5.347,1722.2,,,,
321,10/26/15 01:00:00 PM,6.573,1636.1,,,,
322,10/26/15 04:00:00 PM,7.179,1894.5,,,,
323,10/26/15 07:00:00 PM,6.166,0.0,,,,
324,10/26/15 10:00:00 PM,5.962,0.0,,,,
325,10/27/15 01:00:00 AM,5.244,0.0,,,,
326,10/27/15 04:00:00 AM,4.415,0.0,,,,
327,10/27/15 07:00:00 AM,4.519,0.0,,,,
328,10/27/15 10:00:00 AM,5.860,2325.0,,,,
329,10/27/15 01:00:00 PM,8.082,2669.5,,,,
330,10/27/15 04:00:00 PM,8.382,1636.1,,,,
331,10/27/15 07:00:00 PM,6.370,0.0,,,,
332,10/27/15 10:00:00 PM,6.064,0.0,,,,
333,10/28/15 01:00:00 AM,6.370,0.0,,,,
334,10/28/15 04:00:00 AM,6.573,0.0,,,,
335,10/28/15 07:00:00 AM,6.775,0.0,,,,
336,10/28/15 10:00:00 AM,7.582,2238.9,,,,
337,10/28/15 01:00:00 PM,8.581,1334.7,,,,
338,10/28/15 04:00:00 PM,7.682,592.0,,,,
339,10/28/15 07:00:00 PM,6.471,0.0,,,,
340,10/28/15 10:00:00 PM,6.370,0.0,,,,
341,10/29/15 01:00:00 AM,6.064,0.0,,,,
342,10/29/15 04:00:00 AM,5.655,0.0,,,,
343,10/29/15 07:00:00 AM,5.347,0.0,,,,
344,10/29/15 10:00:00 AM,5.450,279.9,,,,
345,10/29/15 01:00:00 PM,7.481,3272.2,,,,
346,10/29/15 04:00:00 PM,8.182,1722.2,,,,
347,10/29/15 07:00:00 PM,7.481,0.0,,,,
348,10/29/15 10:00:00 PM,6.370,0.0,,,,
349,10/30/15 01:00:00 AM,5.757,0.0,,,,
350,10/30/15 04:00:00 AM,6.166,0.0,,,,
351,10/30/15 07:00:00 AM,6.471,0.0,,,,
352,10/30/15 10:00:00 AM,7.582,1237.9,,,,
353,10/30/15 01:00:00 PM,9.275,1302.4,,,,
354,10/30/15 04:00:00 PM,8.978,1237.9,,,,
355,10/30/15 07:00:00 PM,8.382,0.0,,,,
356,10/30/15 10:00:00 PM,7.983,0.0,,,,
357,10/31/15 01:00:00 AM,7.582,0.0,,,,
358,10/31/15 04:00:00 AM,7.782,0.0,,,,
359,10/31/15 07:00:00 AM,8.082,0.0,,,,
360,10/31/15 10:00:00 AM,8.282,258.3,,,,
361,10/31/15 01:00:00 PM,8.481,333.7,,,,
362,10/31/15 04:00:00 PM,7.280,129.2,,,,
363,10/31/15 07:00:00 PM,6.166,0.0,,,,
364,10/31/15 10:00:00 PM,4.831,0.0,,,,
365,11/01/15 01:00:00 AM,4.623,0.0,,,,
366,11/01/15 04:00:00 AM,5.347,0.0,,,,
367,11/01/15 07:00:00 AM,4.623,0.0,,,,
368,11/01/15 10:00:00 AM,1.980,850.4,,,,
369,11/01/15 01:00:00 PM,4.727,2497.2,,,,
370,11/01/15 04:00:00 PM,3.788,1108.7,,,,
371,11/01/15 07:00:00 PM,3.049,0.0,,,,
372,11/01/15 10:00:00 PM,2.943,0.0,,,,
373,11/02/15 01:00:00 AM,2.730,0.0,,,,
374,11/02/15 04:00:00 AM,3.049,0.0,,,,
375,11/02/15 07:00:00 AM,3.049,0.0,,,,
376,11/02/15 10:00:00 AM,3.367,1324.0,,,,
377,11/02/15 01:00:00 PM,5.552,4133.4,,,,
378,11/02/15 04:00:00 PM,5.347,1259.4,,,,
379,11/02/15 07:00:00 PM,3.788,0.0,,,,
380,11/02/15 10:00:00 PM,2.943,0.0,,,,
381,11/03/15 01:00:00 AM,2.624,0.0,,,,
382,11/03/15 04:00:00 AM,2.517,0.0,,,,
383,11/03/15 07:00:00 AM,2.303,0.0,,,,
384,11/03/15 10:00:00 AM,2.410,1377.8,,,,
385,11/03/15 01:00:00 PM,3.367,1722.2,,,,
386,11/03/15 04:00:00 PM,3.578,1636.1,,,,
387,11/03/15 07:00:00 PM,1.764,0.0,,,,
388,11/03/15 10:00:00 PM,1.221,0.0,,,,
389,11/04/15 01:00:00 AM,0.893,0.0,,,,
390,11/04/15 04:00:00 AM,0.232,0.0,,,,
391,11/04/15 07:00:00 AM,0.010,0.0,,,,
392,11/04/15 10:00:00 AM,0.010,226.0,,,,
393,11/04/15 01:00:00 PM,0.563,775.0,,,,
394,11/04/15 04:00:00 PM,1.221,742.7,,,,
395,11/04/15 07:00:00 PM,1.548,0.0,,,,
396,11/04/15 10:00:00 PM,1.548,0.0,,,,
397,11/05/15 01:00:00 AM,1.330,0.0,,,,
398,11/05/15 04:00:00 AM,1.656,0.0,,,,
399,11/05/15 07:00:00 AM,1.764,0.0,,,,
400,11/05/15 10:00:00 AM,2.517,1280.9,,,,
401,11/05/15 01:00:00 PM,3.998,2927.8,,,,
402,11/05/15 04:00:00 PM,3.788,1001.0,,,,
403,11/05/15 07:00:00 PM,3.261,0.0,,,,
404,11/05/15 10:00:00 PM,2.517,0.0,,,,
405,11/06/15 01:00:00 AM,2.303,0.0,,,,
406,11/06/15 04:00:00 AM,1.656,0.0,,,,
407,11/06/15 07:00:00 AM,1.872,0.0,,,,
408,11/06/15 10:00:00 AM,2.943,1894.5,,,,
409,11/06/15 01:00:00 PM,5.037,2669.5,,,,
410,11/06/15 04:00:00 PM,4.934,753.5,,,,
411,11/06/15 07:00:00 PM,4.102,0.0,,,,
412,11/06/15 10:00:00 PM,4.207,0.0,,,,
413,11/07/15 01:00:00 AM,4.207,0.0,,,,
414,11/07/15 04:00:00 AM,4.519,0.0,,,,
415,11/07/15 07:00:00 AM,4.623,0.0,,,,
416,11/07/15 10:00:00 AM,5.244,1550.0,,,,
417,11/07/15 01:00:00 PM,6.268,570.5,,,,
418,11/07/15 04:00:00 PM,6.370,1377.8,,,,
419,11/07/15 07:00:00 PM,5.552,0.0,,,,
420,11/07/15 10:00:00 PM,5.757,0.0,,,,
421,11/08/15 01:00:00 AM,5.450,0.0,,,,
422,11/08/15 04:00:00 AM,4.311,0.0,,,,
423,11/08/15 07:00:00 AM,3.788,0.0,,,,
424,11/08/15 10:00:00 AM,3.788,1022.6,,,,
425,11/08/15 01:00:00 PM,5.141,3616.7,,,,
426,11/08/15 04:00:00 PM,5.244,2152.8,,,,
427,11/08/15 07:00:00 PM,3.998,0.0,,,,
428,11/08/15 10:00:00 PM,3.261,0.0,,,,
429,11/09/15 01:00:00 AM,3.155,0.0,,,,
430,11/09/15 04:00:00 AM,2.837,0.0,,,,
431,11/09/15 07:00:00 AM,2.730,0.0,,,,
432,11/09/15 10:00:00 AM,2.837,1550.0,,,,
433,11/09/15 01:00:00 PM,3.893,2411.1,,,,
434,11/09/15 04:00:00 PM,3.683,764.2,,,,
435,11/09/15 07:00:00 PM,3.049,0.0,,,,
436,11/09/15 10:00:00 PM,2.730,0.0,,,,
437,11/10/15 01:00:00 AM,2.088,0.0,,,,
438,11/10/15 04:00:00 AM,1.872,0.0,,,,
439,11/10/15 07:00:00 AM,1.112,0.0,,,,
440,11/10/15 10:00:00 AM,0.563,193.8,,,,
441,11/10/15 01:00:00 PM,1.548,1151.7,,,,
442,11/10/15 04:00:00 PM,2.624,1194.8,,,,
443,11/10/15 07:00:00 PM,1.872,0.0,,,,
444,11/10/15 10:00:00 PM,1.330,0.0,,,,
