year,plot,SDD,species,peak,duration,max
2015,GB15,135,VASI,179.355560940649,-0.0061195998602628,0.839940482004484
2015,GB2,104,CAMI,183.925153933308,-0.00236946824562978,2.03967605575524
2015,GB4,120,VASI,168.923268169794,-0.0318035831558387,4.16706664139644
2015,GB4,120,LUAR,177.093363895229,-0.00966923144071995,2.38942306397725
2015,GB5,116,LUAR,176.93212465699,-0.00555068942899575,0.610016796225446
2015,GB6,116,LUAR,161.338937806708,-0.0013367615836846,0.58693011001995
2015,GB6,116,CAMI,157.918789984537,-0.00511044112036804,6.60914459778433
2015,GB7,113,CAMI,188.803045980884,-0.0242785477835972,1.70699689086501
2015,GB8,133,ASLE,193.511514653585,-0.0128599863024179,2.54415987902809
2015,GB8,133,VASI,175.044973208255,-0.0190428145258947,4.18608996579589
2015,GB8,133,LUAR,182.147045809878,-0.0121937312007325,1.09270052447836
2015,GB9,143,LUAR,187.797448493284,-0.0211097803430531,1.55120938390563
2015,RL1,128,LUAR,168.413596285897,-0.98654940690674,73.4285461549549
2015,RL1,128,ERPE,172.751778552337,-0.0350497211508035,5.09296282493386
2015,RL2,140,LUAR,177.622179639373,-0.053656421086036,2.96056819116207
2015,RL2,140,VASI,179.24246803531,-0.0150000571423795,-0.101111920760811
2015,RL2,140,PEBR,180.327127137238,-0.0363153573092652,1.41388836248948
2015,RL2,140,CAPA,177.686883800644,-0.0311671822458601,3.19685582327859
2015,RL3,139,LUAR,175.323200021984,-0.0970642192738658,3.93488025301165
2015,RL3,139,VASI,174.210352198104,-0.033967039339959,3.52650541138993
2015,RL4,145,PEBR,181.603195229844,-0.00268607831990022,-0.36815859339967
2015,RL4,145,LUAR,181.624829034979,-0.0329506426308508,2.86419571326858
2015,RL4,145,VASI,184.181191537742,-0.0358040568608096,4.99552343408093
2015,RL5,140,VASI,181.716758051406,-0.0350077133551227,3.35125993055092
2015,RL5,140,ERMO,157.448365923124,-0.00259899235484653,-0.575898980551048
2015,RL5,140,CAPA,194.246846413158,-0.00552864030279652,-1.57943943119997
2015,RL5,140,ERPE,181.138904482334,-0.0322332653068499,2.30430526930006
2015,RL5,140,LUAR,179.184151039255,-0.0188784411476252,4.02634408059514
2015,RL6,151,ANOC,160.243046396001,-0.00696063107711477,0.749155228564224
2015,RL6,151,ERPE,188.237459300225,-1.69281973335338,129.979086534904
2015,RL6,151,VASI,183.205608022463,-0.0151201732504233,-0.937182283807056
2015,RL6,151,PEBR,182.18088767269,-0.076111669987986,0.633684857468676
2015,RL6,151,CAPA,175.143186258419,-0.0122891363087296,-0.480189067865194
2015,RL6,151,LUAR,187.075275929586,-0.0219499876611694,4.01645728181146
2015,RL7,149,LUAR,175.876428068147,-0.0419892515521328,3.32241425890883
2015,RL7,149,ERPE,186.394244070661,-0.0220159777453025,2.78190370995944
2015,RL7,149,CAPA,176.913538334183,-0.0181503512875031,1.36648193177094
2015,RL8,149,CAPA,178.777481856733,-0.0183468395571658,3.00095245793014
2015,RL8,149,ERPE,186.076825745308,-0.0586077684333319,6.70333934612867
2015,RL8,149,LUAR,180.968396570265,-0.0966587677627319,3.08229600875076
2015,RL9,159,CAPA,189.345519664671,-0.00807013395580467,2.82109224980722
2015,RL9,159,ERPE,190.186365034012,-0.0407049006492496,0.0411213688799059
2015,RL9,159,LUAR,185.390843139369,-4.947357220237,245.001682636153
2015,RL9,159,ANOC,170.428628258411,-0.00459597482334087,-0.836244397286378
2016,GB10,154,VASI,222.978493870547,-0.0056855331836766,-0.761766014943007
2016,GB10,154,LUAR,224.762051955399,-0.0122564743311376,2.88374084560714
2016,GB11,154,ASLE,234.91206346163,-0.0150322760651276,4.17104256831288
2016,GB11,154,LUAR,214.986192841987,-0.0388651716404216,5.57720689140278
2016,GB11,154,CAMI,220.868458277496,-0.00289336296258686,-0.15998286973106
2016,GB12,172,VASI,217.06994846723,-0.00578512800335249,-1.00014494008388
2016,GB12,172,ASLE,245.195197020433,-0.232937957161133,77.117878873473
2016,GB12,172,LUAR,217.154078830143,-0.0209448159851771,4.00026596004939
2016,GB12,172,CAMI,237.506853785947,-0.00305376697393784,1.06137508142872
2016,GB13,141,ASLE,232.735882125016,-0.0164667875304387,3.90093669063595
2016,GB13,141,LUAR,218.348180026308,-0.00910930488761815,-0.606960935318914
2016,GB14,165,ASLE,231.064246008988,-0.0112499192628328,4.31146620135269
2016,GB14,165,LUAR,215.808648064993,-0.0160271100972162,3.0633222599259
2016,GB14,165,CAMI,234.066036689707,-0.00364501444594649,1.13457571398567
2016,GB15,173,VASI,210.238452543535,-0.0178984948368935,3.77895096778
2016,GB15,173,LUAR,217.681510246055,-0.0173554927105574,4.40759637830281
2016,GB15,173,ASLE,220.600497684339,-0.00523607036179495,0.102316069076701
2016,GB2,121,CAMI,203.641766181558,-0.0254515824985617,26.0150374807249
2016,GB4,145,LUAR,214.512903563883,-3.10396691682256,1262.90901946632
2016,GB5,127,LUAR,206.021653826915,-0.034851274312225,2.35481806982489
2016,GB6,106,CAMI,213.761031202379,-0.00193632187223525,-0.741556412077317
2016,GB6,106,LUAR,187.508380204355,-0.00508407230293088,2.3929898137476
2016,GB7,156,CAMI,219.731301018982,-0.0330632919176397,1.27312962711567
2016,GB8,155,LUAR,215.053487990786,-0.0319374539615837,6.53608201917948
2016,GB8,155,VASI,199.371745200616,-0.0105746300111386,0.640669411844164
2016,GB9,178,VASI,215.414564454233,-0.00761896749071455,0.183201623280749
2016,GB9,178,LUAR,227.11364797043,-0.551357503061568,142.46613377473
2016,RL1,167,LUAR,209.721495075539,-0.0658834967751708,5.93693397795792
2016,RL1,167,ERPE,211.693013023943,-0.0166233037094601,1.08826092057426
2016,RL2,147,CAPA,214.752824429954,-0.00582862772507991,-0.851132687187485
2016,RL2,147,LUAR,214.933391076096,-0.0933024665957184,4.1526209117095
2016,RL2,147,PEBR,212.009644181757,-0.197103766077381,2.92174224431699
2016,RL3b,184,PEBR,215.153891057992,-0.047732524769073,4.2235254617371
2016,RL3b,184,ERMO,192.094640192609,-0.0105803392935581,1.50283003153133
2016,RL3b,184,VASI,213.758559018588,-0.00860449936743852,0.44004455842212
2016,RL4,180,PEBR,217.776062224933,-0.0561843889474132,0.754568754646378
2016,RL4,180,LUAR,224.567785366975,-0.634826662426364,58.1139555660996
2016,RL5a,192,VASI,218.525571856612,-0.0231851057638542,4.43354876639253
2016,RL5a,192,CAPA,216.929862484141,-0.0122215799815802,2.54938889253579
2016,RL5a,192,ERMO,198.233883143409,-0.137402633848668,3.9485433834938
2016,RL5a,192,LUAR,217.80782474599,-0.0456390183075295,2.03970684820211
2016,RL5b,179,PEBR,217.097356140962,-0.0715397961367587,1.19878509860621
2016,RL5b,179,VASI,216.107867188021,-0.092923040580921,1.27305363840423
2016,RL5b,179,LUAR,222.883495398012,-0.04112114533299,3.70499813127853
2016,RL5b,179,ERMO,205.557877199626,-0.0165914185662642,1.34560519596592
2016,RL5b,179,CAPA,219.84862849651,-0.020970619411628,3.08831682700916
2016,RL6,191,LUAR,225.260508899525,-0.00807045116552815,0.115415505409808
2016,RL6,191,ANOC,199.345308897626,-0.0104569347472142,0.241364293149281
2016,RL7,182,ANOC,189.781611994537,-0.00808248340948555,0.863138875532564
2016,RL7,182,CAPA,215.874898620657,-0.00752611758795127,0.0185076470925865
2016,RL8,176,ANOC,203.414583893563,-0.00413568565741652,-0.310326291181325
2016,RL8,176,CAPA,224.205281818691,-0.0443818349941281,9.99714347393071
2016,RL9,202,LUAR,224.935959007564,-0.0674882246236126,3.76360254376808
2016,RL9,202,CAPA,232.017425471673,-0.00674396426201055,3.81243647829146
2017,GB10,176,ERGR,186.622967897178,-0.0666065766362423,2.12609427522595
2017,GB10,176,LUAR,216.279452598939,-0.0450141618449834,3.43067823132689
2017,GB10,176,PEBR,215.18555656284,-0.256546004359836,5.05690690065437
2017,GB11,175,LUAR,213.585299193806,-0.0495177133213532,7.66982986034366
2017,GB11,175,ERGR,179.568332617086,-0.0301333717928887,2.24021138165539
2017,GB11,175,CAMI,224.677694009899,-0.0412809955099167,5.45375409382512
2017,GB11,175,ASLE,229.062771759543,-0.00957910818317268,2.03558917780511
2017,GB11,175,VASI,211.311705145148,-0.0165145307247699,2.46018831691634
2017,GB12,179,CAMI,219.493512588183,-0.0100157329986106,0.807844874971374
2017,GB12,179,VASI,209.287752740745,-0.00275801963831053,-1.75599171680048
2017,GB12,179,ASLE,238.157710503449,-0.456673177083333,205.767564670138
2017,GB12,179,PEBR,212.181171180798,-3.24764165589383,89.0770409567958
2017,GB12,179,LUAR,211.801352891559,-0.0726217333790405,7.05629867958773
2017,GB13,169,VASI,202.485179508452,-0.0162287679497622,2.07454973059742
2017,GB13,169,LUAR,219.432606052455,-0.0202761892424707,1.56429996437521
2017,GB13,169,ASLE,224.627441806716,-0.0244616953721305,4.80743630007545
2017,GB14,174,LUAR,211.506810403487,-0.0160402506726698,3.61072708477937
2017,GB14,174,VASI,200.73750578891,-0.016822018098872,3.23967772306948
2017,GB14,174,CAMI,220.498159685415,-0.0369620476169559,10.8598370286016
2017,GB14,174,ERGR,178.530497514459,-0.0270274325959176,1.40256923868836
2017,GB14,174,ASLE,229.091970912643,-0.00457957411579533,2.1678323044507
2017,GB15,186,LUAR,212.468536038631,-8.68527315083199,667.422063764414
2017,GB15,186,VASI,206.914845769607,-0.0163369011133876,2.10810784489972
2017,GB15,186,PEBR,212.380769579243,-0.0451603183043213,3.25812908874051
2017,GB15,186,ERGR,180.558892510224,-0.00227168286062163,0.0381946651784696
2017,GB16,177,ASLE,229.972194937795,-0.00797940451590783,2.67837977573757
2017,GB16,177,VASI,208.155272321717,-0.00956355552385036,3.07676653318079
2017,GB17,183,VASI,218.359288179474,-0.00320087464681048,-1.37719551886191
2017,GB17,183,LUAR,219.511199865102,-0.0337145605446278,2.98836836677109
2017,GB17,183,ERGR,189.182846620194,-0.0332335806941176,1.98290046867607
2017,GB17,183,ASLE,234.431044586944,-0.0064370111969317,2.9550114186011
2017,GB2,148,CAMI,203.102812151282,-0.0145687190212787,5.90067821034955
2017,GB4,149,LUAR,208.684141045266,-0.00674536882772668,1.04364704058161
2017,GB5,149,ASLE,228.113692817859,-0.0451070016340917,2.64862920324224
2017,GB5,149,LUAR,200.728841737826,-0.0207911031602047,4.05535970734736
2017,GB6,174,VASI,199.476314466371,-0.0147539681553174,4.04449249529084
2017,GB6,174,LUAR,203.437534735413,-0.0717218210941008,7.37449540321536
2017,GB7,174,LUAR,207.565527475775,-0.0283708763899833,3.24751738908878
2017,GB8,174,LUAR,208.779094073963,-0.0380898800999238,3.41054571629538
2017,GB8,174,VASI,203.426932592789,-0.0189850079589123,3.61065387481279
2017,GB8,174,ASLE,227.04166384629,-0.0237507234988351,1.40854975128744
2017,GB9,177,VASI,211.52676413703,-0.0130421340530815,1.50320282857644
2017,GB9,177,LUAR,220.497342409465,-0.650886959744731,102.350312865525
2017,RL1,191,ERMO,200.871195389979,-0.0550537345565508,5.14195612318665
2017,RL1,191,VASI,220.945143098115,-0.021054888598898,1.48136066793404
2017,RL1,191,ERPE,225.352155024005,-0.0225868620782737,2.2886913926766
2017,RL10,197,CAPA,222.174797133214,-0.0341661962443139,5.1476365984612
2017,RL10,197,ANOC,205.280349019767,-0.0085192124723889,1.12883353227519
2017,RL10,197,ERPE,227.141829955442,-0.0971096900658685,10.9392297677312
2017,RL10,197,VASI,218.671423546097,-0.0150146134725155,1.49603977347479
2017,RL10,197,LUAR,220.448267299666,-0.109789220014875,3.62832073603115
2017,RL11,195,ERPE,229.370665556567,-0.0186419376572539,4.63822931460005
2017,RL11,195,LUAR,224.287992117996,-0.931632743159499,150.546414446925
2017,RL11,195,CAPA,225.74604799327,-0.0166683747307276,4.40021402312292
2017,RL2,173,PEBR,212.888283252675,-0.1399274207641,2.17325730759315
2017,RL2,173,VASI,214.047282559851,-0.00779611644247664,-0.230999477602138
2017,RL2,173,LUAR,216.077459462111,-0.020116838289114,2.77101561071904
2017,RL2,173,CAPA,216.810767550249,-0.0235277567213109,4.37189942391497
2017,RL3,188,LUAR,217.571211538268,-0.171705443529656,3.7901204517145
2017,RL3,188,VASI,212.375560268867,-0.00852821576291223,1.28489933586686
2017,RL3,188,PEBR,214.881649105767,-0.13747707257743,3.16943554643828
2017,RL4,188,PEBR,215.645008091967,-0.0322734479125869,1.55108175495399
2017,RL4,188,CAPA,219.331267543335,-0.0126056895668707,2.92146279536514
2017,RL4,188,ERMO,201.830367205466,-0.0128562337382219,1.79739317905003
2017,RL4,188,VASI,217.512762549809,-0.00956153592906786,1.68453673807595
2017,RL4,188,ERPE,222.624380484854,-0.0764849037538848,4.00696271189712
2017,RL5,199,PEBR,224.065783033514,-0.0363441202442124,1.6612325371876
2017,RL5,199,VASI,227.097704538563,-0.0390495682296547,6.92104686171076
2017,RL5,199,CAPA,226.302010035315,-0.0276898473036693,5.10274913628298
2017,RL5,199,LUAR,225.000102273443,-0.0850301130248042,6.14580673004406
2017,RL5,199,ERMO,241.615949698851,0.000111162103611418,-2.62796033035253
2017,RL6,195,CAPA,228.132466866181,-0.0364195299615801,2.80559632185867
2017,RL6,195,LUAR,223.614836946619,-0.0474283030417678,4.41774930347658
2017,RL6,195,VASI,220.009355341235,-0.0326676820283638,4.7814882617433
2017,RL6,195,ERMO,205.814605361226,-0.0211967806610526,1.1257782793584
2017,RL7,195,PEBR,224.117376580849,-0.0168629730590172,1.65174540498743
2017,RL7,195,VASI,225.814532244069,-0.0156189376652835,2.40992233694809
2017,RL7,195,LUAR,221.22300953494,-2.29210270716556,105.271810146638
2017,RL7,195,CAPA,226.341605374187,-0.0194129438669154,4.56887622493853
2017,RL7,195,ERMO,209.393732437942,-0.0855182905320205,7.147753455371
2017,RL8,192,CAPA,219.245747443152,-0.0145124979247833,3.71335807868566
2017,RL8,192,ANOC,198.964403421758,-0.00965679754097801,0.774621490494669
2017,RL8,192,LUAR,219.027835499105,-0.128708154512708,4.40467332480309
2017,RL8,192,PEBR,218.683483766707,-0.0160668181960479,0.407426458363419
2017,RL9,195,CAPA,225.87900379079,-0.0211223341941831,1.86682493010911
2017,RL9,195,ANOC,202.235752962659,-0.100740556107727,3.95329340253358
2017,RL9,195,LUAR,215.755074966751,-0.134683627333136,1.92540966941245
2018,GB10,163,PEBR,213.241832591035,-0.00773606747371003,0.0015250079045445
2018,GB10,163,VASI,205.555199354438,-0.00759003424112685,-0.696970642865243
2018,GB10,163,LUAR,219.644257569476,-0.00451469084851377,0.533496084962209
2018,GB11,160,ASLE,221.64966511259,-0.0394319360007788,6.02175853389504
2018,GB12,171,LUAR,206.46268551183,-0.0449680054364582,1.53595087799059
2018,GB12,171,VASI,204.850524920006,-0.00735306294518735,-0.759943838844837
2018,GB12,171,ASLE,241.514537443921,-0.00572280288174065,5.36950686672949
2018,GB13,164,VASI,201.120110363468,-0.0129416967795519,-0.97012161032467
2018,GB13,164,ASLE,228.082017047051,-0.00160173367682676,-0.573477873281205
2018,GB14,157,LUAR,207.333918520046,-0.0120542295561091,-1.01627126981102
2018,GB14,157,ERGR,173.375978621828,-0.0152663901804391,3.90522412810592
2018,GB14,157,CAMI,211.142794287425,-0.00804905472877429,1.1562157616953
2018,GB14,157,ASLE,220.155792780097,-0.016982837137683,3.61416720283857
2018,GB15,168,LUAR,212.221291954387,-0.0124457150920703,1.62906919834738
2018,GB15,168,VASI,207.682473524439,-0.00811838298277739,3.03231745858885
2018,GB15,168,PEBR,206.685087951198,-0.00800937589812002,0.707712067874726
2018,GB16,146,ASLE,235.182550875784,-0.00324451246409397,1.92260166417923
2018,GB16,146,VASI,189.111727036333,-0.00403112988391434,1.97976059073008
2018,GB17,169,VASI,193.251990228428,-0.0153028184081136,0.710511208559314
2018,GB17,169,PEBR,213.531437127455,-0.0294857519361888,0.791546301463134
2018,GB2,134,CAMI,213.946207991721,-0.00517096482717213,3.81659799888817
2018,GB4,141,LUAR,208.24482678723,-0.00808045950054377,2.83863314934782
2018,GB5,128,LUAR,192.477714149611,-0.00212625887836816,-0.230198935379821
2018,GB6,145,VASI,196.178968145185,-0.011316931617685,1.82024495524165
2018,GB6,145,LUAR,203.420956544956,-0.00694032759296463,0.862206276122716
2018,GB7,158,LUAR,209.980437117695,-0.00747460841667927,0.394764335352338
2018,GB8,169,VASI,198.87329578431,-0.0385690263568067,1.99232057569839
2018,GB8,169,LUAR,216.950520294135,-0.00639837111625681,1.02403735038916
2018,GB9,171,VASI,206.364266911114,-0.0100907737616193,0.780471190223748
2018,GB9,171,LUAR,253.712894477131,-0.000536262792749124,0.0805385538749439
2018,RL1,187,ERPE,221.922356457651,-0.00943576811712041,1.41240145331533
2018,RL10,193,CAPA,233.364760580408,-0.00259002169415387,-1.70579962596331
2018,RL10,193,ANOC,183.60560006252,-0.00100349849088308,-0.32525733543595
2018,RL11,193,ANOC,165.129019943641,-0.000660989169385479,-0.0116882429629183
2018,RL11,193,LUAR,221.567208192901,-0.000661548640008462,-1.94270851134038
2018,RL11,193,CAPA,228.763769786473,-0.00462407092992159,2.43784922765548
2018,RL11,193,ERPE,231.007419920812,-0.00625069032973256,3.05016692893597
2018,RL2,176,PEBR,203.991048314222,-0.00477057042720856,-0.923261530058386
2018,RL2,176,CAPA,203.752159738064,-3.63974629587141,91.6727611101321
2018,RL2,176,LUAR,211.46250062586,-0.0192832290992592,2.2181340670213
2018,RL3,186,LUAR,214.668130008014,-0.161144010099177,5.19707576669147
2018,RL3,186,VASI,217.20885904854,-0.0121616909362529,2.30305262121299
2018,RL3,186,PEBR,213.216324730465,-0.00354696935256106,-0.880325748357701
2018,RL4,184,ERMO,196.969674554308,-0.0206773541466257,2.11977216915662
2018,RL4,184,VASI,211.970274527416,-0.00606514919527697,0.252943581891825
2018,RL4,184,PEBR,211.49373537676,-0.156536785967444,6.46061228069651
2018,RL4,184,CAPA,214.770106434142,-0.00757256826490393,1.51997661888981
2018,RL5,193,ERMO,197.593272321601,-0.0119757044490424,-0.267415694564869
2018,RL5,193,CAPA,225.929702897264,-0.00439170166730361,1.00976437152076
2018,RL5,193,LUAR,217.234011977182,-0.00481219406057415,-0.381822553987196
2018,RL5,193,PEBR,216.4420485201,-0.0344057495416859,1.3187007567294
2018,RL6,188,ERMO,196.661447521765,-0.0323887087193621,1.89294993377541
2018,RL6,188,VASI,215.45805269772,-0.00640124764727704,1.0986952654723
2018,RL6,188,CAPA,219.584610861285,-0.00311773833169825,-0.457609759636025
2018,RL6,188,LUAR,212.017684042948,-0.053953036553629,0.294947220718004
2018,RL7,194,PEBR,219.930803170774,-0.00519616219221518,-0.217283909972674
2018,RL7,194,ERPE,229.673704339382,-0.00715384586417683,0.481554658909939
2018,RL7,194,LUAR,216.520451453725,-1.88409769590155,37.8067967818512
2018,RL7,194,VASI,221.045276434994,-0.00848313287379929,1.27849994296703
2018,RL7,194,ERMO,203.647542139229,-0.0178252019865047,2.02286970211457
2018,RL7,194,CAPA,221.582566421093,-0.00564551709537469,1.3541593970892
2018,RL8,192,LUAR,213.019800292331,-0.0778831235050361,0.577516802723273
2018,RL8,192,ANOC,47.1458743123504,-0.000197034545202039,3.48879751034495
2018,RL8,192,ERPE,217.450508277608,-0.00340924942864841,-0.559174143516344
2018,RL8,192,CAPA,212.162676094687,-0.00590701571120293,1.0567761797616
2018,RL8,192,PEBR,210.893348500874,-0.00402260445043844,-0.386067906406369
2018,RL9,192,ANOC,195.169153950023,-0.00738284736141894,0.457340348260942
2018,RL9,192,VASI,209.53735069861,-0.113097234174102,9.17260877044814
2018,RL9,192,ERPE,216.428031956754,-0.0259972017646925,1.05825179458906
2019,GB10,160,LUAR,221.383503572636,-0.021116498417711,4.98082996685004
2019,GB10,160,ERGR,172.123375469876,-0.00301855003619626,0.822651726363563
2019,GB11,153,CAMI,216.050129922298,-0.0157540641081166,4.9520838586633
2019,GB11,153,ASLE,229.438349480465,-0.00690602736606266,1.93293848472663
2019,GB11,153,LUAR,220.103954768835,-0.0134493658279389,2.63687274680871
2019,GB12,157,ASLE,239.593027907765,-0.00421121620278343,2.20363078285627
2019,GB12,157,CAMI,241.135701235716,-0.00217278599406287,-0.273258116404361
2019,GB12,157,VASI,209.152756059825,-0.00622452680383249,0.730435284811742
2019,GB12,157,LUAR,223.08190061048,-0.0119693131526056,2.63348582948644
2019,GB13,157,ASLE,228.508594262253,-0.00730580493423613,1.13206054175388
2019,GB14,161,CAMI,230.389287648743,-0.00808562273327673,6.26164362083358
2019,GB14,161,LUAR,219.623827933508,-0.0122450402497001,4.56227286989561
2019,GB14,161,ASLE,229.901930745914,-0.0072689022573102,2.11893277988264
