Species,Year,Site,Phenophase,SDD,Opt,Duration,Height
CAPA,2015,RL5,seed,140,229.5238,21.4181,9.0503
CAPA,2015,RL6,seed,151,225.2544,10.5107,12.5786
CAPA,2015,RL7,seed,149,216.6833,16.2316,12.5788
CAPA,2015,RL8,seed,149,221.2749,21.4137,47.1629
CAPA,2015,RL9,seed,159,222.5564,18.2172,41.6786
CAPA,2016,RL2,bud,147,205.7723,13.1726,11.2005
CAPA,2016,RL4,bud,180,223.3526,12.6054,31.7796
CAPA,2016,RL6,bud,191,213.4559,4.4328,9.0542
CAPA,2016,RL7,bud,182,200.6279,13.4215,15.3937
CAPA,2016,RL8,bud,176,213.4991,11.1321,27.9322
CAPA,2016,RL9,bud,202,214.3749,11.2721,28.2706
CAPA,2016,GB9,bud,178,210.704,16.2854,34.3781
CAPA,2016,RL3b,bud,184,202.434,9.1243,27.5485
CAPA,2016,RL5a,bud,192,212.4992,10.9481,26.3823
CAPA,2016,RL5b,bud,179,212.9426,11.8285,29.6499
CAPA,2016,RL2,flwr,147,216.6313,9.8245,9.6157
CAPA,2016,RL4,flwr,180,215.7669,4.2463,10.8188
CAPA,2016,RL6,flwr,191,220.9139,3.2946,4.6166
CAPA,2016,RL7,flwr,182,213.6472,9.8272,13.925
CAPA,2016,RL8,flwr,176,220.2352,9.9952,25.0611
CAPA,2016,RL9,flwr,202,228.6871,18.6373,46.9085
CAPA,2016,GB9,flwr,178,218.4927,7.7757,48.4439
CAPA,2016,RL3b,flwr,184,218,8.0046,22.7328
CAPA,2016,RL5a,flwr,192,215.5,9.4669,23.763
CAPA,2016,RL5b,flwr,179,219.5,8.931,22.4218
CAPA,2016,RL4,fruit,180,257.5,3.7841,9.5684
CAPA,2016,RL6,fruit,191,252.2651,5.7446,9.5301
CAPA,2016,RL8,fruit,176,247.1277,9.5732,25.1013
CAPA,2016,RL9,fruit,202,254.5013,12.8841,32.5148
CAPA,2016,RL5a,fruit,192,236.4239,5.8304,14.6532
CAPA,2016,RL5b,fruit,179,246.7153,9.8149,26.0194
CAPA,2016,RL7,seed,182,256.5,1.608,4.2304
CAPA,2016,RL8,seed,176,256.9937,7.7,15.0764
CAPA,2016,RL9,seed,202,261.5079,7.4768,19.812
CAPA,2016,RL5a,seed,192,261.1077,6.0776,12.0715
CAPA,2016,RL5b,seed,179,255.4518,3.9043,5.4088
CAPA,2017,RL2,bud,173,202.9083,9.5161,23.8544
CAPA,2017,RL4,bud,188,206.3702,11.8885,24.8571
CAPA,2017,RL5,bud,199,210.493,11.1706,28.0279
CAPA,2017,RL6,bud,195,215.4659,10.9258,23.1822
CAPA,2017,RL7,bud,195,213.6703,11.3568,24.2597
CAPA,2017,RL8,bud,192,206.3208,12.7182,31.89
CAPA,2017,RL9,bud,195,216.3774,9.6047,13.1261
CAPA,2017,RL10,bud,197,209.7125,11.5303,27.2973
CAPA,2017,RL11,bud,195,215.0875,12.5646,29.0131
CAPA,2017,RL2,flwr,173,216.1912,10.5146,26.3606
CAPA,2017,RL4,flwr,188,217.786,11.2192,28.1275
CAPA,2017,RL5,flwr,199,225.5066,10.0191,25.1446
CAPA,2017,RL6,flwr,195,228.0951,6.6712,15.9539
CAPA,2017,RL7,flwr,195,225.5,11.2268,28.1693
CAPA,2017,RL8,flwr,192,217.4482,12.7555,31.9929
CAPA,2017,RL9,flwr,195,225.9505,6.7618,16.9498
CAPA,2017,RL10,flwr,197,221.8476,8.4051,21.0719
CAPA,2017,RL11,flwr,195,225.4961,11.8603,29.7553
CAPA,2017,RL2,fruit,173,233.475,10.1952,25.5832
CAPA,2017,RL4,fruit,188,242.6333,13.6369,28.914
CAPA,2017,RL5,fruit,199,240.3437,10.1607,25.2733
CAPA,2017,RL6,fruit,195,242.7736,8.1734,16.4558
CAPA,2017,RL7,fruit,195,242.2278,10.3239,25.8845
CAPA,2017,RL8,fruit,192,234.4001,11.1756,28.0311
CAPA,2017,RL9,fruit,195,244.4572,8.8987,9.3713
CAPA,2017,RL10,fruit,197,238.3844,10.214,21.987
CAPA,2017,RL11,fruit,195,244.7995,9.7889,24.619
CAPA,2017,RL2,seed,173,250.0708,9.6851,21.5236
CAPA,2017,RL4,seed,188,252.5108,8.562,18.4244
CAPA,2017,RL5,seed,199,248.997,5.6586,11.6248
CAPA,2017,RL6,seed,195,258.2731,11.9701,16.9712
CAPA,2017,RL7,seed,195,250.2676,10.3525,9.5931
CAPA,2017,RL8,seed,192,250.4902,11.0405,27.7017
CAPA,2017,RL9,seed,195,247.0764,5.2135,7.8875
CAPA,2017,RL10,seed,197,247.8055,9.0084,21.1204
CAPA,2017,RL11,seed,195,252.1278,10.3312,15.929
CAPA,2018,RL2,bud,176,199.7472,8.1099,20.3385
CAPA,2018,RL4,bud,184,208.3521,13.7134,30.0494
CAPA,2018,RL5,bud,193,211.036,17.3667,38.1114
CAPA,2018,RL6,bud,188,205.0042,11.9588,24.738
CAPA,2018,RL7,bud,194,212.7863,11.0603,25.2787
CAPA,2018,RL8,bud,192,203.0831,11.0192,26.7938
CAPA,2018,RL10,bud,193,211.4763,9.5918,5.335
CAPA,2018,RL11,bud,193,214.9871,14.6203,36.6476
CAPA,2018,RL2,flwr,176,203.1537,3.3231,9.5373
CAPA,2018,RL4,flwr,184,213.9122,10.8863,27.2888
CAPA,2018,RL5,flwr,193,226.5468,15.2082,28.0954
CAPA,2018,RL6,flwr,188,219.3562,13.5698,14.4731
CAPA,2018,RL7,flwr,194,218.9663,12.3732,28.2067
CAPA,2018,RL8,flwr,192,211.1518,10.6418,26.6778
CAPA,2018,RL10,flwr,193,233.0403,14.4403,5.4713
CAPA,2018,RL11,flwr,193,225.6851,17.925,41.8469
CAPA,2018,RL2,fruit,176,216.0759,5.9848,3.4569
CAPA,2018,RL4,fruit,184,235.8217,10.731,22.8618
CAPA,2018,RL6,fruit,188,226.9279,8.4769,9.1727
CAPA,2018,RL7,fruit,194,237.4995,10.7438,27.1942
CAPA,2018,RL8,fruit,192,232.791,10.2583,24.0692
CAPA,2018,RL11,fruit,193,245.6564,12.5717,30.9343
CAPA,2018,RL2,seed,176,226.4369,7.1469,4.4506
CAPA,2018,RL4,seed,184,245.6963,12.2207,16.7697
CAPA,2018,RL5,seed,193,247.7478,18.7616,5.395
CAPA,2018,RL6,seed,188,235.8817,8.0558,9.3135
CAPA,2018,RL7,seed,194,248.4508,11.1253,21.397
CAPA,2018,RL8,seed,192,249.2237,13.7461,20.9321
CAPA,2018,RL11,seed,193,256.6376,15.4163,24.4235
ERGR,2015,GB10,bud,125,149,3.4883,10.3058
ERGR,2015,GB10,flwr,125,155,4.4579,14.0139
ERGR,2015,GB14,flwr,136,149.0038,3.4511,10.2258
ERGR,2015,GB15,flwr,135,148.9999,3.487,10.3033
ERGR,2015,GB10,fruit,125,176.0536,16.3757,36.6513
ERGR,2015,GB11,fruit,130,184.4945,5.0572,13.2423
ERGR,2015,GB13,fruit,123,184.5,2.108,6.8063
ERGR,2015,GB14,fruit,136,167.5011,14.2453,35.7296
ERGR,2015,GB15,fruit,135,174.4149,12.591,29.0991
ERGR,2015,GB10,seed,125,204.4749,8.469,11.5903
ERGR,2015,GB11,seed,130,204.3378,10.1861,25.5468
ERGR,2015,GB13,seed,123,202.908,12.6285,17.3439
ERGR,2015,GB14,seed,136,212.7182,23.1523,24.9383
ERGR,2015,GB15,seed,135,202.2515,13.8194,31.9901
ERGR,2016,GB10,flwr,154,173.4937,6.0499,15.6342
ERGR,2016,GB13,fruit,141,178.0726,9.1438,18.0804
ERGR,2016,GB15,fruit,173,192.1405,22.2083,9.4209
ERGR,2017,GB10,bud,176,185.7369,10.6726,9.245
ERGR,2017,GB11,bud,175,177.2061,16.5002,4.307
ERGR,2017,GB12,bud,179,181.5029,0.785,2.4046
ERGR,2017,GB14,bud,174,189.2305,13.042,2.7816
ERGR,2017,GB15,bud,186,181.3375,0.6427,1.8492
ERGR,2017,GB17,bud,183,185.4985,7.5318,15.0017
ERGR,2017,RL5,flwr,199,203.223,5.4047,10.1645
ERGR,2017,GB10,flwr,176,186.83,4.1312,10.3643
ERGR,2017,GB11,flwr,175,181.5925,4.8978,12.3196
ERGR,2017,GB12,flwr,179,183,3.9646,10.259
ERGR,2017,GB13,flwr,169,183.2377,1.5664,1.6542
ERGR,2017,GB14,flwr,174,179.5169,5.7303,13.4871
ERGR,2017,GB15,flwr,186,182.4089,13.9826,21.7832
ERGR,2017,GB16,flwr,177,180.1695,4.6005,12.4818
ERGR,2017,GB17,flwr,183,189.7174,5.0587,12.7002
ERGR,2017,GB10,fruit,176,203.5954,11.3996,20.3632
ERGR,2017,GB11,fruit,175,193.9693,14.0311,10.9824
ERGR,2017,GB13,fruit,169,178.909,17.3929,15.7484
ERGR,2017,GB14,fruit,174,196.7473,11.95,26.7569
ERGR,2017,GB15,fruit,186,207.2057,14.8972,37.3948
ERGR,2017,GB16,fruit,177,196.7717,11.1107,28.4163
ERGR,2017,GB17,fruit,183,213.0533,12.9103,31.6701
ERGR,2017,GB10,seed,176,242.589,18.722,11.9166
ERGR,2017,GB11,seed,175,209.8856,24.8484,4.2184
ERGR,2017,GB14,seed,174,223.8664,14.4365,15.0657
ERGR,2017,GB15,seed,186,230.8483,3.4972,8.7744
ERGR,2017,GB17,seed,183,243.7829,13.8659,19.0155
ERGR,2018,GB10,flwr,163,181.7949,5.1801,12.1668
ERGR,2018,GB14,flwr,157,176.5,6.6458,37.7449
ERGR,2018,GB17,flwr,169,183.1326,2.0073,7.7559
ERGR,2018,GB10,fruit,163,206.7098,14.007,23.4067
ERGR,2018,GB11,fruit,160,200.4226,11.2684,6.502
ERGR,2018,GB13,fruit,164,204.7297,13.9909,11.0427
ERGR,2018,GB14,fruit,157,203.5504,4.2126,8.5722
ERGR,2018,GB15,fruit,168,194.5,3.1789,10.856
ERGR,2018,GB17,fruit,169,195.16,16.4312,34.0275
ERGR,2018,GB10,seed,163,242.6105,23.0102,12.3248
ERGR,2018,GB11,seed,160,235.5862,18.0606,17.918
ERGR,2018,GB12,seed,171,225.9436,23.434,4.2914
ERGR,2018,GB13,seed,164,209.7859,6.7124,2.7892
ERGR,2018,GB14,seed,157,237.6252,20.2457,42.8995
ERGR,2018,GB15,seed,168,233.0012,21.7804,59.4598
ERGR,2018,GB17,seed,169,222.072,21.7511,17.3004
ERMO,2013,RL4,bud,192,198.8555,2.7057,5.1547
ERMO,2013,RL5,bud,188,199,1.8899,5.4492
ERMO,2013,RL4,flwr,192,199.2853,8.5749,11.8388
ERMO,2013,RL5,flwr,188,202.7586,4.8002,12.0476
ERMO,2013,RL4,fruit,192,226.9135,12.5825,22.3579
ERMO,2013,RL5,fruit,188,226.2411,15.155,25.9155
ERMO,2013,RL4,seed,192,254.0851,10.8725,18.5753
ERMO,2013,RL5,seed,188,259.8681,14.4763,23.4006
ERMO,2014,RL5,bud,193,204.4988,3.3573,8.4581
ERMO,2014,RL5,flwr,193,210.6616,6.1757,10.8116
ERMO,2014,RL4,fruit,196,229.9783,32.609,3.0255
ERMO,2014,RL5,fruit,193,225.9549,14.8248,10.2798
ERMO,2014,RL4,seed,196,255.9443,2.4564,3.1063
ERMO,2014,RL5,seed,193,255.9727,5.8295,5.0654
ERMO,2015,RL4,flwr,145,162.9898,6.0597,9.5476
ERMO,2015,RL5,flwr,140,158.5998,13.3455,15.4798
ERMO,2015,RL4,fruit,145,174.7669,17.6572,7.9507
ERMO,2015,RL5,fruit,140,168.1489,34.1521,5.8563
ERMO,2015,RL4,seed,145,226.9277,11.5738,9.1716
ERMO,2016,RL3b,bud,184,183.6872,4.3759,4.9363
ERMO,2016,RL5a,bud,192,193.3195,6.7892,9.4032
ERMO,2016,RL5b,bud,179,192.5164,5.587,14.057
ERMO,2016,RL3b,flwr,184,191,8.7927,22.183
ERMO,2016,RL5a,flwr,192,198.4917,4.3808,11.6364
ERMO,2016,RL5b,flwr,179,204.5957,7.1166,17.9014
ERMO,2016,RL3b,fruit,184,211.0866,7.9027,14.0936
ERMO,2016,RL5a,fruit,192,216.5138,1.2138,3.2968
ERMO,2016,RL5b,fruit,179,224.5999,14.7334,35.1439
ERMO,2016,RL3b,seed,184,242.1125,9.3414,23.4171
ERMO,2016,RL5b,seed,179,258.1808,17.1695,37.8709
ERMO,2017,RL1,bud,191,193,3.5025,9.1448
ERMO,2017,RL4,bud,188,192.594,6.1629,15.4816
ERMO,2017,RL6,bud,195,196.5799,6.2773,13.5402
ERMO,2017,RL7,bud,195,199.2158,8.0274,14.718
ERMO,2017,RL1,flwr,191,200.4696,6.9282,17.7581
ERMO,2017,RL4,flwr,188,200.616,8.6798,21.7784
ERMO,2017,RL5,flwr,199,209.6573,27.5188,7.8223
ERMO,2017,RL6,flwr,195,205.2893,5.6923,14.2869
ERMO,2017,RL7,flwr,195,207.6621,7.0163,17.6076
ERMO,2017,RL1,fruit,191,224.4072,10.1771,26.9806
ERMO,2017,RL4,fruit,188,220.6487,14.3764,30.8816
ERMO,2017,RL5,fruit,199,224.2457,13.0534,11.0999
ERMO,2017,RL6,fruit,195,234.9352,18.0129,16.7046
ERMO,2017,RL7,fruit,195,231.3049,12.9423,32.4506
ERMO,2017,RL1,seed,191,247.5795,9.552,23.9665
ERMO,2017,RL4,seed,188,245.5,9.6546,24.4943
ERMO,2017,RL5,seed,199,244.2638,9.2456,4.1025
ERMO,2017,RL6,seed,195,246.9323,3.1804,2.7839
ERMO,2017,RL7,seed,195,251.879,8.5686,21.5916
ERMO,2018,RL4,bud,184,188.262,4.563,11.8838
ERMO,2018,RL6,bud,188,190.0712,2.6818,8.7064
ERMO,2018,RL7,bud,194,194.9966,11.9357,6.4735
ERMO,2018,RL1,flwr,187,195.9331,6.2067,15.5587
ERMO,2018,RL4,flwr,184,196.3186,7.336,18.4061
ERMO,2018,RL5,flwr,193,198.401,6.6643,8.0775
ERMO,2018,RL6,flwr,188,197.8973,4.8778,12.2296
ERMO,2018,RL7,flwr,194,203.651,7.51,19.1308
ERMO,2018,RL1,fruit,187,217.5,14.8478,37.2391
ERMO,2018,RL4,fruit,184,219.0901,14.4898,34.6035
ERMO,2018,RL5,fruit,193,212.1881,10.4991,6.4426
ERMO,2018,RL6,fruit,188,215.0472,9.6988,16.4778
ERMO,2018,RL7,fruit,194,227.329,16.6501,41.7438
ERMO,2018,RL1,seed,187,250.8793,15.2623,38.9437
ERMO,2018,RL4,seed,184,244.8739,14.3203,33.6024
ERMO,2018,RL5,seed,193,268.3054,4.3397,11.3815
ERMO,2018,RL6,seed,188,254.8102,32.7281,8.0824
ERMO,2018,RL7,seed,194,250.1239,12.0424,25.8944
ERPE,2013,RL1,bud,176,209.634,4.9973,12.5601
ERPE,2013,RL3,bud,181,211.3746,10.7457,6.8688
ERPE,2013,RL5,bud,188,217.9919,3.9202,7.2682
ERPE,2013,RL6,bud,195,222.46,6.5956,11.8384
ERPE,2013,RL7,bud,194,222.4532,6.4891,7.1551
ERPE,2013,RL8,bud,193,222.9229,3.8173,9.3861
ERPE,2013,RL9,bud,197,221.0864,4.4331,1.7291
ERPE,2013,RL1,flwr,176,215.928,7.9596,19.9527
ERPE,2013,RL3,flwr,181,234.8489,12.1961,15.1736
ERPE,2013,RL5,flwr,188,232.2859,7.3508,12.9065
ERPE,2013,RL6,flwr,195,238.0574,9.3623,13.2386
ERPE,2013,RL7,flwr,194,234.5069,7.9702,18.3299
ERPE,2013,RL8,flwr,193,237.0311,8.9851,21.4891
ERPE,2013,RL9,flwr,197,242.2955,10.4527,13.3936
ERPE,2013,RL1,fruit,176,226.1674,12.0395,24.1627
ERPE,2013,RL3,fruit,181,239.1919,10.1214,17.7005
ERPE,2013,RL5,fruit,188,240.4112,6.7631,16.9839
ERPE,2013,RL6,fruit,195,244.0047,10.7601,20.8131
ERPE,2013,RL7,fruit,194,246.0867,9.51,6.0124
ERPE,2013,RL8,fruit,193,249.6281,6.4255,12.5542
ERPE,2013,RL9,fruit,197,244.3114,10.1762,9.7891
ERPE,2013,RL1,seed,176,245.4167,11.9833,22.048
ERPE,2013,RL3,seed,181,257.6036,15.2628,18.7618
ERPE,2013,RL4,seed,192,256.2506,6.1579,6.4363
ERPE,2013,RL5,seed,188,255.5388,9.5085,16.107
ERPE,2013,RL6,seed,195,253.9299,6.2048,13.2206
ERPE,2013,RL7,seed,194,259.4515,7.976,12.9188
ERPE,2013,RL8,seed,193,260.3269,6.7584,12.6932
ERPE,2013,RL9,seed,197,259.5916,3.6168,3.9993
ERPE,2014,RL1,bud,181,206.5421,4.8871,11.8627
ERPE,2014,RL5,bud,193,230.8813,11.6808,19.0673
ERPE,2014,RL6,bud,196,226.1146,7.8671,17.5834
ERPE,2014,RL7,bud,197,222.0784,3.7441,9.387
ERPE,2014,RL8,bud,194,225.8757,7.041,16.8195
ERPE,2014,RL9,bud,193,230.7904,8.3316,13.6338
ERPE,2014,RL1,flwr,181,215.763,6.3705,16.0834
ERPE,2014,RL4,flwr,196,240.4046,8.4692,13.4906
ERPE,2014,RL5,flwr,193,237.5001,11.1334,27.9353
ERPE,2014,RL6,flwr,196,237.097,11.3213,28.3794
ERPE,2014,RL7,flwr,197,234.2825,7.5858,19.0658
ERPE,2014,RL8,flwr,194,241.7304,14.1493,32.3553
ERPE,2014,RL9,flwr,193,241.4819,9.5987,24.0906
ERPE,2014,RL1,fruit,181,229.4685,8.165,20.5003
ERPE,2014,RL4,fruit,196,246.8948,7.0218,3.5315
ERPE,2014,RL5,fruit,193,245.9065,8.0823,18.4548
ERPE,2014,RL6,fruit,196,250.0288,9.5356,21.9656
ERPE,2014,RL7,fruit,197,249.8451,7.4069,18.5705
ERPE,2014,RL8,fruit,194,255.5,13.7107,34.5738
ERPE,2014,RL9,fruit,193,255.4809,11.4272,26.0589
ERPE,2014,RL1,seed,181,244.8458,13.8712,28.9662
ERPE,2014,RL4,seed,196,261.9718,7.3983,11.7324
ERPE,2014,RL5,seed,193,265.5,7.6844,19.6325
ERPE,2014,RL6,seed,196,261.8339,9.4086,23.6765
ERPE,2014,RL7,seed,197,263.0171,7.8854,17.2172
ERPE,2014,RL8,seed,194,266.5,8.9966,23.4389
ERPE,2014,RL9,seed,193,266.5,3.8644,11.9413
ERPE,2015,RL1,bud,128,156.1799,16.8901,30.0955
ERPE,2015,RL5,bud,140,172.1742,3.8091,9.0267
ERPE,2015,RL6,bud,151,179.4588,4.9326,10.6848
ERPE,2015,RL7,bud,149,175.4974,4.9395,11.5123
ERPE,2015,RL8,bud,149,175.5001,3.9581,10.6601
ERPE,2015,RL9,bud,159,197.3384,5.1161,3.3097
ERPE,2015,RL1,flwr,128,171.738,8.7221,21.8729
ERPE,2015,RL4,flwr,145,178.8508,5.6783,2.5742
ERPE,2015,RL5,flwr,140,179.9679,6.5141,16.3286
ERPE,2015,RL6,flwr,151,188.5004,6.9476,17.4601
ERPE,2015,RL7,flwr,149,186.1421,8.5544,20.4323
ERPE,2015,RL8,flwr,149,186.5,8.0442,20.2028
ERPE,2015,RL9,flwr,159,189.8918,4.1252,5.3622
ERPE,2015,RL1,fruit,128,188.5655,10.0543,23.0821
ERPE,2015,RL4,fruit,145,197.9666,8.7034,4.5503
ERPE,2015,RL5,fruit,140,191.8788,7.4714,17.6654
ERPE,2015,RL6,fruit,151,199.4862,7.6993,19.3378
ERPE,2015,RL7,fruit,149,196.9228,9.3014,20.2556
ERPE,2015,RL8,fruit,149,197.3979,10.5849,22.7853
ERPE,2015,RL9,fruit,159,207.4622,9.1586,5.8554
ERPE,2015,RL1,seed,128,207.9041,17.7236,41.1905
ERPE,2015,RL4,seed,145,214.5293,11.1001,13.7063
ERPE,2015,RL5,seed,140,214.2522,12.5865,27.7013
ERPE,2015,RL6,seed,151,229.317,20.1335,46.0029
ERPE,2015,RL7,seed,149,214.6513,15.7429,39.4713
ERPE,2015,RL8,seed,149,221.1346,21.1095,49.8608
ERPE,2015,RL9,seed,159,219.0055,8.3615,9.3654
ERPE,2016,RL1,bud,167,204.5622,5.9456,9.8696
ERPE,2016,RL4,bud,180,214.1472,5.4146,9.6866
ERPE,2016,RL8,bud,176,216.9066,2.4356,3.3061
ERPE,2016,RL9,bud,202,218.8958,5.6807,4.8324
ERPE,2016,RL5a,bud,192,231.3072,17.465,8.7415
ERPE,2016,RL1,flwr,167,213.4032,8.1138,14.2795
ERPE,2016,RL4,flwr,180,230.4453,5.9029,17.5439
ERPE,2016,RL6,flwr,191,237.4082,7.4148,14.6036
ERPE,2016,RL7,flwr,182,236.1484,15.0361,7.1085
ERPE,2016,RL9,flwr,202,242.1941,10.5139,11.3732
ERPE,2016,GB15,flwr,173,203.5,9.6112,24.9206
ERPE,2016,RL5a,flwr,192,220.0506,3.2429,5.3909
ERPE,2016,RL1,fruit,167,228.9719,12.6691,16.6307
ERPE,2016,RL4,fruit,180,251.741,10.1795,25.5244
ERPE,2016,RL6,fruit,191,246.0056,5.1887,17.492
ERPE,2016,RL9,fruit,202,254.5884,6.0336,11.684
ERPE,2016,RL1,seed,167,250.3665,14.0506,21.0076
ERPE,2016,RL4,seed,180,264.7432,9.0861,10.568
ERPE,2016,RL9,seed,202,260.6782,8.4684,14.4282
ERPE,2016,RL5a,seed,192,256.8809,9.843,17.4979
ERPE,2017,RL1,bud,191,213.1796,2.9141,4.3144
ERPE,2017,RL4,bud,188,212.3485,4.9703,4.009
ERPE,2017,RL6,bud,195,217.2978,18.2064,33.998
ERPE,2017,RL8,bud,192,209.5218,9.8137,24.6284
ERPE,2017,RL9,bud,195,213.5,7.3864,18.5575
ERPE,2017,RL10,bud,197,219.4967,6.3748,10.0743
ERPE,2017,RL11,bud,195,221.3821,9.1683,21.4698
ERPE,2017,RL1,flwr,191,225.2129,7.4746,18.0563
ERPE,2017,RL4,flwr,188,223.7197,5.6914,14.2923
ERPE,2017,RL6,flwr,195,233.0578,16.2419,37.4614
ERPE,2017,RL7,flwr,195,223.5005,3.7419,11.724
ERPE,2017,RL8,flwr,192,225.098,9.7994,24.6678
ERPE,2017,RL10,flwr,197,226.1133,7.8454,19.6675
ERPE,2017,RL11,flwr,195,228.6404,11.993,30.1048
ERPE,2017,RL1,fruit,191,241.1564,7.2636,11.259
ERPE,2017,RL4,fruit,188,239.3897,6.9535,17.4572
ERPE,2017,RL6,fruit,195,244.4525,13.983,35.5934
ERPE,2017,RL7,fruit,195,248.2807,9.7645,24.486
ERPE,2017,RL8,fruit,192,235.0311,7.9966,24.3129
ERPE,2017,GB17,fruit,183,223.3788,6.8773,19.802
ERPE,2017,RL10,fruit,197,242.5,9.1347,22.9315
ERPE,2017,RL11,fruit,195,243.6185,8.98,22.5297
ERPE,2017,RL1,seed,191,246.4802,5.6482,8.2279
ERPE,2017,RL4,seed,188,250.3934,9.9417,22.7918
ERPE,2017,RL5,seed,199,269.3289,11.6995,29.4603
ERPE,2017,RL6,seed,195,249.3565,9.4665,23.7458
ERPE,2017,RL7,seed,195,250.0001,7.0722,17.9054
ERPE,2017,RL8,seed,192,247.5,9.582,24.0511
ERPE,2017,RL9,seed,195,244.0643,11.1133,29.6597
ERPE,2017,RL10,seed,197,253.1183,10.0838,25.3732
ERPE,2017,RL11,seed,195,250.5,10.2823,25.8045
ERPE,2018,RL1,bud,187,209.0974,7.5672,12.1062
ERPE,2018,RL7,bud,194,216.7437,2.3063,5.8168
ERPE,2018,RL8,bud,192,214.6212,3.4035,2.5593
ERPE,2018,RL9,bud,192,211.0565,4.0561,7.4892
ERPE,2018,RL10,bud,193,225.0299,10.6626,2.8481
ERPE,2018,RL11,bud,193,215.037,6.8005,12.1424
ERPE,2018,RL1,flwr,187,219.9594,9.2716,22.7092
ERPE,2018,RL2,flwr,176,223.4995,2.8537,10.4975
ERPE,2018,RL6,flwr,188,217.0627,1.6122,2.0911
ERPE,2018,RL7,flwr,194,227.0218,8.9563,15.9348
ERPE,2018,RL8,flwr,192,215.4393,11.1627,13.1126
ERPE,2018,RL9,flwr,192,215.5455,5.372,12.614
ERPE,2018,RL10,flwr,193,237.3661,3.1876,5.8719
ERPE,2018,RL11,flwr,193,226.6116,16.2812,39.5807
ERPE,2018,RL1,fruit,187,232.9223,9.5242,15.3919
ERPE,2018,RL4,fruit,184,236.0816,5.9864,5.1636
ERPE,2018,RL7,fruit,194,244.5566,8.9765,16.8172
ERPE,2018,RL8,fruit,192,231.0647,9.3296,11.704
ERPE,2018,RL9,fruit,192,233.2365,8.3216,11.4157
ERPE,2018,RL10,fruit,193,257.262,28.4965,5.4419
ERPE,2018,RL11,fruit,193,239.5083,13.5065,33.8781
ERPE,2018,RL1,seed,187,234.0088,4.9951,4.1261
ERPE,2018,RL4,seed,184,232.3052,7.9689,2.9852
ERPE,2018,RL6,seed,188,242.3172,14.6494,3.6175
ERPE,2018,RL8,seed,192,240.4914,9.7832,7.0948
ERPE,2018,RL9,seed,192,243.2312,10.0856,9.9566
ERPE,2018,RL11,seed,193,259.2803,14.649,34.6684
LICA,2015,GB1,bud,116,193.344,7.8477,7.2275
LICA,2015,GB3,bud,106,181.0659,14.8901,31.6686
LICA,2015,GB5,bud,116,197.2015,12.6123,26.278
LICA,2015,GB6,bud,116,190.3345,7.8362,19.7135
LICA,2015,GB7,bud,113,199.9641,13.1319,31.432
LICA,2015,GB1,flwr,116,199.4509,11.7741,6.9949
LICA,2015,GB3,flwr,106,187.5637,11.2305,28.1862
LICA,2015,GB5,flwr,116,206.5046,12.5,22.1137
LICA,2015,GB6,flwr,116,197.0903,9.6975,17.3829
LICA,2015,GB7,flwr,113,228.381,22.4573,35.6358
LICA,2015,GB1,fruit,116,226.5938,9.0513,16.5135
LICA,2015,GB3,fruit,106,207.3792,19.9463,45.3686
LICA,2015,GB5,fruit,116,222.3998,10.4216,19.3546
LICA,2015,GB7,fruit,113,232.1803,16.4984,28.7555
LICA,2015,GB1,seed,116,241.6734,20.3371,9.9367
LICA,2015,GB3,seed,106,241.5276,22.0652,48.9988
LICA,2015,GB7,seed,113,262.0065,6.451,29.1022
LICA,2016,GB10,bud,154,210.5283,21.0078,53.0385
LICA,2016,GB13,bud,141,205.5022,16.8239,42.6387
LICA,2016,GB3,bud,122,205.3572,15.5168,31.7449
LICA,2016,GB5,bud,127,218.7461,8.0802,12.1947
LICA,2016,GB7,bud,156,224.8109,9.6365,12.5539
LICA,2016,GB13,flwr,141,210,6.9116,18.0656
LICA,2016,GB3,flwr,122,213.3785,13.0485,29.6725
LICA,2016,GB7,flwr,156,249.7947,9.4751,12.6513
LICA,2016,GB3,fruit,122,231.0391,17.1182,35.3723
LICA,2016,GB7,fruit,156,255.5366,14.8178,17.3803
LICA,2016,GB3,seed,122,248.3542,14.1429,27.0009
LIGR,2013,RL1,bud,176,215.8828,7.0568,13.2444
LIGR,2013,RL3,bud,181,210.2615,3.9755,9.122
LIGR,2013,RL4,bud,192,223.4591,2.7203,3.82
LIGR,2013,RL6,bud,195,226.1623,6.8267,14.1164
LIGR,2013,RL7,bud,194,226.8508,5.2624,4.1554
LIGR,2013,RL8,bud,193,236.8584,7.6028,9.1107
LIGR,2013,RL1,flwr,176,226.2477,8.9354,22.4774
LIGR,2013,RL3,flwr,181,217.8263,9.1491,16.3306
LIGR,2013,RL4,flwr,192,228.5206,5.8112,15.0464
LIGR,2013,RL6,flwr,195,234.5366,7.9437,18.0516
LIGR,2013,RL7,flwr,194,234.5722,6.8329,11.7928
LIGR,2013,RL8,flwr,193,239.7367,8.0761,20.2546
LIGR,2013,RL1,fruit,176,247.7325,12.1721,30.6767
LIGR,2013,RL3,fruit,181,238.1378,12.7006,28.4858
LIGR,2013,RL4,fruit,192,248.8538,14.4279,31.5587
LIGR,2013,RL6,fruit,195,253.9853,11.9576,29.9732
LIGR,2013,RL7,fruit,194,246.9059,11.2322,12.784
