Species,Year,Site,Phenophase,SDD,Opt,Duration,Height
LUAR,2018,GB11,bud,160,198.3886,2.7123,3.0001
LUAR,2018,GB12,bud,171,204.4932,7.1641,13.4433
LUAR,2018,GB13,bud,164,198.6943,8.8145,2.4891
LUAR,2018,GB14,bud,157,201.3314,5.2976,6.2477
LUAR,2018,GB15,bud,168,204.0831,9.1175,21.8201
LUAR,2018,GB4,bud,141,199.645,18.6231,46.6896
LUAR,2018,GB5,bud,128,192.0954,8.6015,21.2446
LUAR,2018,GB6,bud,145,193.7453,13.451,31.7903
LUAR,2018,GB7,bud,158,204.6904,8.2399,18.991
LUAR,2018,GB8,bud,169,203.5009,9.848,24.9728
LUAR,2018,GB9,bud,171,212.1866,17.2532,18.9033
LUAR,2018,GB17,bud,169,199.8634,5.3621,13.4451
LUAR,2018,RL11,bud,193,214.6514,12.021,16.1226
LUAR,2018,RL2,flwr,176,210.9279,8.179,19.3989
LUAR,2018,RL3,flwr,186,214.5,4.0756,10.2933
LUAR,2018,RL5,flwr,193,215.9298,8.9293,12.9855
LUAR,2018,RL6,flwr,188,211.3302,3.3851,5.4881
LUAR,2018,RL7,flwr,194,217.5,4.1625,10.5094
LUAR,2018,RL8,flwr,192,213.5963,2.7083,5.4317
LUAR,2018,GB10,flwr,163,215.6161,11.383,22.0255
LUAR,2018,GB12,flwr,171,207.0777,6.073,12.1037
LUAR,2018,GB14,flwr,157,206.5275,7.1208,5.1483
LUAR,2018,GB15,flwr,168,209.7823,7.8667,19.7264
LUAR,2018,GB4,flwr,141,204.5938,15.9604,38.2963
LUAR,2018,GB5,flwr,128,195.2107,13.5567,17.6045
LUAR,2018,GB6,flwr,145,201.5002,8.6827,21.8005
LUAR,2018,GB7,flwr,158,208.828,8.1118,17.2354
LUAR,2018,GB8,flwr,169,213.5158,10.1936,22.8777
LUAR,2018,GB9,flwr,171,239.4262,27.8589,35.6414
LUAR,2018,RL11,flwr,193,219.879,26.5274,8.5902
LUAR,2018,RL2,fruit,176,233.6784,18.4077,43.4763
LUAR,2018,RL3,fruit,186,227.2159,12.5337,7.9145
LUAR,2018,RL5,fruit,193,233.4907,11.1119,24.7117
LUAR,2018,RL6,fruit,188,220.8343,4.7479,2.0038
LUAR,2018,RL7,fruit,194,220.9532,4.9726,1.9396
LUAR,2018,GB10,fruit,163,240.4067,18.9084,45.0669
LUAR,2018,GB12,fruit,171,230.6137,13.5421,30.0033
LUAR,2018,GB13,fruit,164,243.4898,2.2492,7.0209
LUAR,2018,GB15,fruit,168,238.1565,19.9047,46.5133
LUAR,2018,GB4,fruit,141,219.27,8.9489,12.2529
LUAR,2018,GB5,fruit,128,220.5444,17.9233,44.9417
LUAR,2018,GB6,fruit,145,228.9542,16.9932,38.1616
LUAR,2018,GB7,fruit,158,215.6279,4.6788,6.9118
LUAR,2018,GB8,fruit,169,237.523,19.8694,46.431
LUAR,2018,GB9,fruit,171,244.4603,18.0848,45.352
LUAR,2018,GB17,fruit,169,212.5371,9.4578,3.9948
LUAR,2018,RL11,fruit,193,245.896,23.7901,5.3516
LUAR,2018,RL2,seed,176,257.3056,18.4068,28.9448
LUAR,2018,RL3,seed,186,224.968,4.8118,3.2941
LUAR,2018,RL5,seed,193,238.0473,15.2743,10.6396
LUAR,2018,RL6,seed,188,226.6455,4.8749,3.0412
LUAR,2018,RL7,seed,194,228.1149,4.4493,1.5997
LUAR,2018,GB10,seed,163,237.6521,10.447,14.9452
LUAR,2018,GB12,seed,171,247.8841,7.6418,15.0031
LUAR,2018,GB15,seed,168,247.7614,9.6281,18.4456
LUAR,2018,GB4,seed,141,232.0249,14.6729,13.0148
LUAR,2018,GB5,seed,128,239.7685,19.2605,30.1964
LUAR,2018,GB6,seed,145,242.1827,10.9949,21.7929
LUAR,2018,GB7,seed,158,235.1577,9.207,12.8101
LUAR,2018,GB8,seed,169,236.3971,10.7542,12.9409
LUAR,2018,GB9,seed,171,238.1838,9.3598,11.2934
LUAR,2018,GB17,seed,169,232.4152,16.6064,11.9627
LUAR,2018,RL11,seed,193,251.5895,17.9004,4.8049
MEPA,2015,GB1,bud,116,164.5,18.1968,46.0451
MEPA,2015,GB12,bud,144,165.363,6.4646,6.4466
MEPA,2015,GB14,bud,136,170.5,10.7527,27.6915
MEPA,2015,GB2,bud,104,160.7457,14.8444,37.2149
MEPA,2015,GB3,bud,106,170.5001,29.7943,74.9466
MEPA,2015,GB1,flwr,116,176.0001,14.3014,35.9361
MEPA,2015,GB11,flwr,130,165.0163,15.3017,58.2345
MEPA,2015,GB14,flwr,136,178.5896,10.0448,25.1996
MEPA,2015,GB2,flwr,104,155.133,22.4991,56.8565
MEPA,2015,GB3,flwr,106,180.478,28.8177,72.3303
MEPA,2015,GB1,fruit,116,185.6898,15.2288,36.8959
MEPA,2015,GB11,fruit,130,183.9646,19.2466,48.3048
MEPA,2015,GB14,fruit,136,188.6575,14.7489,36.9799
MEPA,2015,GB2,fruit,104,168.3869,30.3153,72.0447
MEPA,2015,GB3,fruit,106,198.4901,28.0877,70.4162
MEPA,2015,GB7,fruit,113,204.3195,15.0438,6.2826
MEPA,2015,GB1,seed,116,204.6018,13.5828,27.9897
MEPA,2015,GB11,seed,130,206.1446,13.2201,26.5147
MEPA,2015,GB12,seed,144,250.8896,23.0593,13.2698
MEPA,2015,GB14,seed,136,224.3914,27.1137,44.5556
MEPA,2015,GB2,seed,104,211.45,26.3465,46.6725
MEPA,2015,GB3,seed,106,220.4051,21.511,40.2874
MEPA,2016,GB1,bud,133,180.4062,20.1672,46.5838
MEPA,2016,GB11,bud,154,195.6718,12.3288,30.9147
MEPA,2016,GB14,bud,165,206.2822,14.6597,36.7532
MEPA,2016,GB2,bud,121,161.5151,30.4359,76.7932
MEPA,2016,GB3,bud,122,203.2432,25.4127,63.7032
MEPA,2016,GB7,bud,156,187.9068,23.563,18.8152
MEPA,2016,GB1,flwr,133,195.9972,11.1622,27.9794
MEPA,2016,GB11,flwr,154,202.0363,11.9449,30.0391
MEPA,2016,GB14,flwr,165,212.8662,12.8699,32.2619
MEPA,2016,GB2,flwr,121,185.0647,21.8655,54.8088
MEPA,2016,GB3,flwr,122,217.0324,28.9619,70.7568
MEPA,2016,GB7,flwr,156,208.2927,23.6995,15.3987
MEPA,2016,GB1,fruit,133,203.3412,16.7709,27.9685
MEPA,2016,GB11,fruit,154,226.9656,18.633,34.361
MEPA,2016,GB14,fruit,165,231.5087,21.4595,43.0894
MEPA,2016,GB2,fruit,121,200.0963,15.0628,31.5986
MEPA,2016,GB3,fruit,122,232.2762,24.0259,60.2279
MEPA,2016,GB7,fruit,156,259.2412,35.7059,22.3602
MEPA,2016,GB1,seed,133,227.5813,19.092,20.8338
MEPA,2016,GB11,seed,154,251.5443,20.2162,35.565
MEPA,2016,GB14,seed,165,249.3197,17.7459,37.5967
MEPA,2016,GB2,seed,121,243.2586,27.2739,30.9807
MEPA,2016,GB3,seed,122,249.9991,22.9104,57.4825
MEPA,2016,GB7,seed,156,255.9507,12.9884,13.4249
MEPA,2017,GB1,bud,152,191.4841,21.3106,53.4315
MEPA,2017,GB11,bud,175,198.9479,9.8594,24.7142
MEPA,2017,GB14,bud,174,200,12.9154,32.4713
MEPA,2017,GB2,bud,148,185.4999,13.2418,33.2159
MEPA,2017,GB3,bud,149,194.5001,20.6487,51.7737
MEPA,2017,GB7,bud,174,191.8243,12.3535,8.834
MEPA,2017,GB1,flwr,152,197,23.5894,59.3427
MEPA,2017,GB11,flwr,175,208.4996,8.9815,22.5482
MEPA,2017,GB14,flwr,174,207.0003,7.8546,19.8486
MEPA,2017,GB2,flwr,148,190.3841,15.8925,39.8482
MEPA,2017,GB3,flwr,149,199.9999,29.1281,73.0563
MEPA,2017,GB7,flwr,174,203.0548,10.3651,12.952
MEPA,2017,GB1,fruit,152,220.3374,16.876,35.8946
MEPA,2017,GB11,fruit,175,222.4948,11.5628,28.3855
MEPA,2017,GB14,fruit,174,221.0145,12.3908,28.0245
MEPA,2017,GB2,fruit,148,209.4989,18.159,31.5361
MEPA,2017,GB3,fruit,149,216.2654,20.2593,50.2441
MEPA,2017,GB7,fruit,174,219.9317,14.6932,14.6671
MEPA,2017,GB1,seed,152,227.4576,15.1638,31.393
MEPA,2017,GB11,seed,175,234.2946,11.3283,21.5623
MEPA,2017,GB14,seed,174,236.2468,11.8035,22.1125
MEPA,2017,GB2,seed,148,228.9841,15.1579,35.5841
MEPA,2017,GB3,seed,149,234.6217,19.194,48.1376
MEPA,2017,GB7,seed,174,232.5132,14.8844,15.9641
MEPA,2018,GB1,bud,134,197.4998,19.4563,48.7857
MEPA,2018,GB11,bud,160,195.2111,9.0089,22.5881
MEPA,2018,GB14,bud,157,203.043,10.88,20.6224
MEPA,2018,GB2,bud,134,171.8953,15.6433,40.4466
MEPA,2018,GB3,bud,136,201.2388,20.9226,52.4485
MEPA,2018,GB7,bud,158,189.8908,6.5833,8.0494
MEPA,2018,GB1,flwr,134,204.0544,18.6155,46.7223
MEPA,2018,GB11,flwr,160,200.5183,10.4696,26.2712
MEPA,2018,GB14,flwr,157,203.5235,8.8398,22.4694
MEPA,2018,GB2,flwr,134,170.8359,19.286,48.8673
MEPA,2018,GB3,flwr,136,208.7951,18.3608,46.0267
MEPA,2018,GB7,flwr,158,186.6021,14.793,11.258
MEPA,2018,GB1,fruit,134,225.4858,16.1301,35.4926
MEPA,2018,GB11,fruit,160,212.9454,11.004,25.5478
MEPA,2018,GB14,fruit,157,209.5347,10.1903,15.916
MEPA,2018,GB2,fruit,134,179.8683,30.7601,29.5503
MEPA,2018,GB3,fruit,136,216.818,17.8882,44.937
MEPA,2018,GB7,fruit,158,207.1982,11.8607,5.9405
MEPA,2018,GB1,seed,134,239.1844,17.6468,25.4327
MEPA,2018,GB11,seed,160,227.1972,9.969,24.9934
MEPA,2018,GB14,seed,157,236.6631,11.7166,16.0339
MEPA,2018,GB2,seed,134,236.3261,12.3268,19.7493
MEPA,2018,GB3,seed,136,231.6066,15.5779,39.0777
MEPA,2018,GB7,seed,158,228.9815,12.3545,9.3671
MIAL,2013,RL5,bud,188,217.0547,5.9693,10.2733
MIAL,2013,RL6,bud,195,218.0491,3.4721,4.0545
MIAL,2013,RL7,bud,194,220.7381,3.6171,4.3315
MIAL,2013,RL8,bud,193,225.4184,2.0795,3.9632
MIAL,2013,RL9,bud,197,221.7586,6.3125,11.2658
MIAL,2013,RL5,flwr,188,219.3177,4.8236,7.7802
MIAL,2013,RL6,flwr,195,219.9286,1.3063,3.2793
MIAL,2013,RL7,flwr,194,220.5526,2.7543,4.3809
MIAL,2013,RL8,flwr,193,226.0808,3.0203,5.3299
MIAL,2013,RL9,flwr,197,219.3369,3.2083,8.0865
MIAL,2013,RL5,fruit,188,235.1453,8.948,6.9613
MIAL,2013,RL7,fruit,194,241.1942,8.2606,9.2385
MIAL,2013,RL8,fruit,193,242.0902,7.857,11.1148
MIAL,2013,RL9,fruit,197,242.2609,7.3828,13.4652
MIAL,2013,RL1,seed,176,250.5094,9.5289,8.0016
MIAL,2013,RL5,seed,188,247.0125,11.412,17.6884
MIAL,2013,RL6,seed,195,258.6566,11.794,4.973
MIAL,2013,RL7,seed,194,251.6536,8.6066,14.025
MIAL,2013,RL8,seed,193,253.7432,6.1954,11.2294
MIAL,2013,RL9,seed,197,250.4795,7.2777,15.801
MIAL,2014,RL5,bud,193,225.156,5.691,7.7112
MIAL,2014,RL6,bud,196,221.4969,7.0067,2.6965
MIAL,2014,RL7,bud,197,223.9725,8.2869,9.2214
MIAL,2014,RL8,bud,194,225.6658,5.4098,5.7305
MIAL,2014,RL9,bud,193,225.5867,8.6213,5.3809
MIAL,2014,RL5,flwr,193,222.5145,3.6479,9.2252
MIAL,2014,RL6,flwr,196,221.8124,8.8228,5.8652
MIAL,2014,RL7,flwr,197,221.6742,3.3577,5.6452
MIAL,2014,RL8,flwr,194,223.3195,4.9568,9.2115
MIAL,2014,RL9,flwr,193,224.973,4.8573,5.8077
MIAL,2014,RL5,fruit,193,239.304,10.3112,6.6944
MIAL,2014,RL6,fruit,196,255.9707,16.0307,4.5356
MIAL,2014,RL7,fruit,197,247.8021,13.1472,11.2387
MIAL,2014,RL8,fruit,194,240.4949,12.7317,7.6132
MIAL,2014,RL9,fruit,193,250.1158,11.9539,13.814
MIAL,2014,RL1,seed,181,258.2862,12.0799,5.8048
MIAL,2014,RL5,seed,193,252.094,5.9872,9.416
MIAL,2014,RL7,seed,197,261.5453,14.7361,13.4051
MIAL,2014,RL8,seed,194,255.5007,9.1898,8.5131
MIAL,2014,RL9,seed,193,268.2834,4.7345,6.1865
MIAL,2015,RL5,bud,140,173.3149,3.3186,8.3561
MIAL,2015,RL6,bud,151,177.6444,4.6322,8.7448
MIAL,2015,RL7,bud,149,174.7651,3.5243,5.0084
MIAL,2015,RL9,bud,159,191.8688,7.6645,4.3291
MIAL,2015,RL5,flwr,140,173.5839,2.4632,6.0762
MIAL,2015,RL7,flwr,149,173.4996,0.4981,2.0645
MIAL,2015,RL9,flwr,159,181.5039,0.9942,2.8224
MIAL,2015,RL6,fruit,151,189.9661,8.2368,2.0719
MIAL,2015,RL7,fruit,149,193.7197,6.8581,2.0002
MIAL,2015,RL9,fruit,159,197.743,2.6168,3.3979
MIAL,2015,RL1,seed,128,221.6889,31.7503,6.1656
MIAL,2015,RL5,seed,140,197.5271,17.4026,20.9935
MIAL,2015,RL6,seed,151,205.3887,10.585,5.6694
MIAL,2015,RL7,seed,149,212.4726,15.307,16.2032
MIAL,2015,RL8,seed,149,217.52,13.2766,3.8892
MIAL,2015,RL9,seed,159,203.9018,5.4879,5.4365
MIAL,2016,RL1,bud,167,207.5328,9.2631,2.7135
MIAL,2016,RL8,bud,176,221.7363,3.0179,3.5738
MIAL,2016,RL9,bud,202,220.1879,3.9075,3.1204
MIAL,2016,RL5a,bud,192,214.7467,4.4188,9.0371
MIAL,2016,RL6,flwr,191,213.8339,3.5958,6.9208
MIAL,2016,RL7,flwr,182,213.8909,1.0483,2.6415
MIAL,2016,RL8,flwr,176,222.3899,0.9266,2.5377
MIAL,2016,RL5a,flwr,192,214.4287,3.7242,9.3972
MIAL,2016,RL5a,fruit,192,225.7094,6.498,7.37
MIAL,2016,RL5a,seed,192,236.4712,7.5248,18.8989
MIAL,2017,RL6,bud,195,218.7785,6.6616,5.4813
MIAL,2017,RL8,bud,192,217.1834,6.0515,3.7908
MIAL,2017,RL9,bud,195,211.9536,10.2956,3.1373
MIAL,2017,RL11,bud,195,221.9611,9.9129,7.9577
MIAL,2017,RL6,flwr,195,216.3579,2.5033,4.0833
MIAL,2017,RL8,flwr,192,213.562,4.0123,5.9086
MIAL,2017,RL9,flwr,195,214.4614,0.5251,1.9364
MIAL,2017,RL11,flwr,195,216.2817,5.7608,10.788
MIAL,2017,RL6,fruit,195,235.0281,9.0382,8.6803
MIAL,2017,RL8,fruit,192,235.7677,8.6152,7.2476
MIAL,2017,RL9,fruit,195,232.3042,9.3379,5.1774
MIAL,2017,RL11,fruit,195,247.4944,8.5524,12.1022
MIAL,2017,RL6,seed,195,236.6428,5.7066,9.1699
MIAL,2017,RL8,seed,192,243.6624,11.8679,14.9591
MIAL,2017,RL9,seed,195,234.1625,5.8713,12.0371
MIAL,2017,RL11,seed,195,249.6382,6.9789,11.6773
MIAL,2018,RL6,bud,188,211.5574,23.1836,7.9555
MIAL,2018,RL8,bud,192,209.1932,11.3083,6.8514
MIAL,2018,RL9,bud,192,211.9625,11.2447,2.5391
MIAL,2018,RL11,bud,193,213.4727,8.9517,5.1919
MIAL,2018,RL6,flwr,188,209.0682,2.2623,6.1726
MIAL,2018,RL11,flwr,193,212.3797,4.0495,5.8415
MIAL,2018,RL6,fruit,188,220.9444,8.8321,7.1707
MIAL,2018,RL8,fruit,192,230.6803,17.0168,7.155
MIAL,2018,RL9,fruit,192,223.3411,5.9924,5.739
MIAL,2018,RL11,fruit,193,243.2625,18.7921,9.8216
MIAL,2018,RL6,seed,188,225.277,3.0522,6.572
MIAL,2018,RL8,seed,192,239.8545,15.4857,4.3795
MIAL,2018,RL9,seed,192,243.3225,10.3359,8.4554
MIAL,2018,RL11,seed,193,261.5025,8.9695,8.4589
PEBR,2013,RL2,bud,183,202.7248,12.6447,31.7031
PEBR,2013,RL4,bud,192,210.5504,8.3891,21.0738
PEBR,2013,RL6,bud,195,212.3794,6.6152,16.6091
PEBR,2013,RL2,flwr,183,213.0746,7.6584,19.1976
PEBR,2013,RL4,flwr,192,218.7273,5.8018,14.5591
PEBR,2013,RL6,flwr,195,221.098,5.4037,11.2837
PEBR,2013,RL2,fruit,183,227.8774,12.6536,31.4959
PEBR,2013,RL4,fruit,192,235.801,12.6411,31.6905
PEBR,2013,RL6,fruit,195,236.3546,10.4403,26.1852
PEBR,2013,RL2,seed,183,253.3017,11.3502,28.4607
PEBR,2013,RL4,seed,192,255.233,6.5232,16.3596
PEBR,2013,RL6,seed,195,254.9453,10.9307,22.8528
PEBR,2014,RL2,bud,183,207.849,9.2502,23.2848
PEBR,2014,RL4,bud,196,219.5,7.5795,19.0402
PEBR,2014,RL6,bud,196,213.4194,6.8898,17.3023
PEBR,2014,RL2,flwr,183,217.3509,6.4135,16.1004
PEBR,2014,RL4,flwr,196,229.9746,4.9368,12.3749
PEBR,2014,RL6,flwr,196,222.6396,7.0727,14.3764
PEBR,2014,RL2,fruit,183,232.728,11.5145,28.9203
PEBR,2014,RL4,fruit,196,246.6469,12.1791,29.693
PEBR,2014,RL6,fruit,196,239.0083,8.8012,20.7908
PEBR,2014,RL2,seed,183,253.4991,14.1761,32.5604
PEBR,2014,RL4,seed,196,265.5003,8.7861,22.3466
PEBR,2014,RL6,seed,196,252.9902,12.1159,26.7431
PEBR,2015,RL2,bud,140,173.1917,8.4107,19.373
PEBR,2015,RL4,bud,145,172.4999,9.1994,23.0934
PEBR,2015,RL6,bud,151,169.4406,6.8678,17.2505
PEBR,2015,GB10,bud,125,173.8718,7.082,15.9149
PEBR,2015,GB12,bud,144,170.4998,10.9719,7.3905
PEBR,2015,GB13,bud,123,164.5,10.2196,26.3948
PEBR,2015,RL2,flwr,140,180.1283,4.6722,11.7159
PEBR,2015,RL4,flwr,145,182.2497,12.259,16.8959
PEBR,2015,RL6,flwr,151,181.9351,3.0979,5.8253
PEBR,2015,GB10,flwr,125,177.3038,8.2681,20.2973
PEBR,2015,GB12,flwr,144,200.9929,34.9616,6.1402
PEBR,2015,GB13,flwr,123,173.5399,6.5712,16.512
PEBR,2015,RL2,fruit,140,190.9718,11.6619,25.2619
PEBR,2015,RL4,fruit,145,194.2978,12.9091,32.3668
PEBR,2015,RL6,fruit,151,198.0372,12.7153,27.565
PEBR,2015,GB10,fruit,125,190.0636,8.8725,22.3642
PEBR,2015,GB12,fruit,144,206.9733,14.2584,11.3311
PEBR,2015,GB13,fruit,123,185.6136,7.8613,19.7293
PEBR,2015,RL2,seed,140,213.8911,11.9574,29.7915
PEBR,2015,RL4,seed,145,223.3909,16.8441,40.9675
PEBR,2015,RL6,seed,151,225.8433,17.8878,33.7711
PEBR,2016,RL2,bud,147,200.2782,10.6684,20.7751
PEBR,2016,RL4,bud,180,206.8776,8.751,22.1167
PEBR,2016,RL6,bud,191,214.5221,7.082,11.5381
PEBR,2016,GB10,bud,154,201.3667,6.2453,13.48
PEBR,2016,GB12,bud,172,195.793,10.6908,7.9146
PEBR,2016,GB15,bud,173,203.5,14.9158,37.9173
PEBR,2016,RL3b,bud,184,201.4582,12.2541,30.7465
PEBR,2016,RL5b,bud,179,210.3079,8.8958,11.875
PEBR,2016,RL2,flwr,147,212.2291,3.5957,8.2107
PEBR,2016,RL4,flwr,180,217.5479,3.7735,7.0888
PEBR,2016,RL6,flwr,191,221.9367,2.4642,4.7819
PEBR,2016,GB12,flwr,172,208.936,6.3681,4.9028
PEBR,2016,GB15,flwr,173,224.7111,10.4723,27.9514
PEBR,2016,RL3b,flwr,184,214.3908,6.9714,17.5021
PEBR,2016,RL5b,flwr,179,216.8271,3.5527,8.24
PEBR,2016,RL2,fruit,147,217.2705,3.7038,5.1376
PEBR,2016,RL4,fruit,180,241.3103,10.3301,10.482
PEBR,2016,RL6,fruit,191,249.9628,12.8666,20.6694
PEBR,2016,GB12,fruit,172,243.588,14.6561,10.7291
PEBR,2016,GB15,fruit,173,231,8.9112,22.9068
PEBR,2016,RL3b,fruit,184,225.5,10.7433,27.1933
PEBR,2016,RL5b,fruit,179,243.9291,17.8053,23.2074
PEBR,2016,RL2,seed,147,219.5955,15.4215,3.9177
PEBR,2016,RL4,seed,180,256.1648,2.5959,5.9079
PEBR,2016,RL6,seed,191,255.6979,2.626,6.6261
PEBR,2016,GB12,seed,172,256.3777,10.0637,11.5969
PEBR,2016,RL3b,seed,184,254.5,13.3028,33.5578
PEBR,2016,RL5b,seed,179,257.2612,17.2542,17.7608
PEBR,2017,RL2,bud,173,207.1263,6.0546,11.6031
PEBR,2017,RL3,bud,188,206.9984,7.4896,18.7737
PEBR,2017,RL4,bud,188,207.4223,7.4143,18.6152
PEBR,2017,RL5,bud,199,210.6378,9.7278,24.0433
PEBR,2017,RL7,bud,195,210.5532,10.8573,26.169
PEBR,2017,RL8,bud,192,205.5,8.6105,21.6197
PEBR,2017,GB10,bud,176,206.9996,7.3026,18.4773
PEBR,2017,GB12,bud,179,204.2433,8.2816,19.9346
PEBR,2017,GB13,bud,169,185.6895,9.8324,10.6379
PEBR,2017,GB15,bud,186,204.4999,10.1927,25.5801
PEBR,2017,RL10,bud,197,214,7.8888,21.2571
PEBR,2017,RL2,flwr,173,213.0947,2.8504,6.4298
PEBR,2017,RL3,flwr,188,215.4209,3.298,8.3344
PEBR,2017,RL4,flwr,188,214.6501,5.6286,14.1362
PEBR,2017,RL5,flwr,199,224.2691,5.9999,12.6487
PEBR,2017,RL7,flwr,195,222.2115,7.0295,17.6282
PEBR,2017,RL8,flwr,192,217.2594,5.2632,12.2907
PEBR,2017,GB10,flwr,176,215.4356,4.2169,11.2007
PEBR,2017,GB12,flwr,179,212.5,5.2937,13.3286
PEBR,2017,GB15,flwr,186,211.5,5.9625,14.9983
PEBR,2017,GB17,flwr,183,225,6.8021,17.2357
PEBR,2017,RL10,flwr,197,228.1025,5.328,25.7347
PEBR,2017,RL2,fruit,173,225.0994,7.7333,16.0906
PEBR,2017,RL3,fruit,188,229.5001,13.8075,34.815
PEBR,2017,RL4,fruit,188,232,17.3947,43.6741
PEBR,2017,RL5,fruit,199,240.3415,14.0563,34.6491
PEBR,2017,RL7,fruit,195,235.1119,13.4857,33.8769
PEBR,2017,RL8,fruit,192,229.538,11.1136,28.0998
PEBR,2017,GB10,fruit,176,216.865,1.7149,9.3301
PEBR,2017,GB12,fruit,179,230.0219,13.7416,34.4451
PEBR,2017,GB15,fruit,186,229,11.4556,28.8244
PEBR,2017,GB17,fruit,183,228,8.98,23.0749
PEBR,2017,RL2,seed,173,248.5385,12.7799,32.0553
PEBR,2017,RL3,seed,188,251.9971,9.4301,23.4428
PEBR,2017,RL4,seed,188,253.2351,13.3092,33.4164
PEBR,2017,RL5,seed,199,255.9991,5.6957,15.1841
PEBR,2017,RL7,seed,195,252.5,8.3719,21.3248
PEBR,2017,RL8,seed,192,252.5,11.1062,28.0941
PEBR,2017,GB12,seed,179,249.1359,14.4187,13.9299
PEBR,2017,GB15,seed,186,248.9329,9.5353,18.3946
PEBR,2017,RL10,seed,197,254.5638,7.5718,20.7376
PEBR,2018,RL2,bud,176,194.4907,6.1024,15.3499
PEBR,2018,RL3,bud,186,203.2086,8.684,19.3373
PEBR,2018,RL4,bud,184,199,8.9615,22.6035
PEBR,2018,RL5,bud,193,205.1348,8.8824,20.3178
PEBR,2018,RL7,bud,194,211.0626,8.2257,20.6193
PEBR,2018,RL8,bud,192,203.0206,7.5614,19.6127
PEBR,2018,GB10,bud,163,200.886,10.9605,25.2579
PEBR,2018,GB12,bud,171,199.5469,2.3969,2.0662
PEBR,2018,GB15,bud,168,199.9304,9.9362,24.907
PEBR,2018,GB17,bud,169,204.9934,11.7233,13.9589
PEBR,2018,RL2,flwr,176,203.8839,10.1137,8.356
PEBR,2018,RL3,flwr,186,212.2869,10.0104,11.0662
PEBR,2018,RL4,flwr,184,211.1884,4.6494,11.6638
PEBR,2018,RL5,flwr,193,216.5658,4.6737,11.7658
PEBR,2018,RL7,flwr,194,218.1686,9.0702,13.4418
PEBR,2018,RL8,flwr,192,210.9876,10.4822,15.6038
PEBR,2018,GB10,flwr,163,211.0555,7.7098,12.9243
PEBR,2018,GB15,flwr,168,205.5004,7.8001,19.5922
PEBR,2018,GB17,flwr,169,213.9287,5.4385,9.4276
PEBR,2018,RL2,fruit,176,219.5144,18.3066,2.3642
PEBR,2018,RL3,fruit,186,225.8042,13.9576,32.9747
PEBR,2018,RL4,fruit,184,228.4948,15.7825,39.5803
PEBR,2018,RL5,fruit,193,233.4313,13.6946,34.3443
PEBR,2018,RL7,fruit,194,233.5,14.5301,36.4431
PEBR,2018,RL8,fruit,192,227.5,14.0122,35.1458
PEBR,2018,GB10,fruit,163,217.6327,8.0444,20.1853
PEBR,2018,GB15,fruit,168,222.5628,12.0595,22.5691
PEBR,2018,GB17,fruit,169,233.8475,11.8483,13.5911
PEBR,2018,RL3,seed,186,243.9972,13.8728,31.884
PEBR,2018,RL4,seed,184,243,12.9361,32.5231
PEBR,2018,RL5,seed,193,252.6234,14.498,13.7816
PEBR,2018,RL7,seed,194,250.3189,11.5599,20.2173
PEBR,2018,RL8,seed,192,245.4998,13.3452,33.6634
PEBR,2018,GB10,seed,163,233.6756,10.939,24.766
PEBR,2018,GB15,seed,168,232.6095,7.6562,5.7256
PEBR,2018,GB17,seed,169,240.9376,19.8899,14.1768
POBI,2013,RL3,bud,181,204.45,7.3874,18.5517
POBI,2013,RL4,bud,192,213.9996,5.6692,14.2105
POBI,2013,RL5,bud,188,218.7876,7.883,19.767
POBI,2013,RL6,bud,195,219.3188,8.3428,15.6413
POBI,2013,RL7,bud,194,217.3986,7.6547,16.1505
POBI,2013,RL8,bud,193,222.5212,8.0199,18.882
POBI,2013,RL3,flwr,181,216.6918,9.6234,24.1347
POBI,2013,RL4,flwr,192,226.6546,11.0395,27.6855
POBI,2013,RL5,flwr,188,232.7274,9.6826,22.3213
POBI,2013,RL6,flwr,195,236.8092,11.7944,29.6337
POBI,2013,RL7,flwr,194,232.401,10.3045,25.8491
POBI,2013,RL8,flwr,193,235.8489,10.3031,25.8289
POBI,2013,RL3,fruit,181,231.4556,9.0786,22.7854
POBI,2013,RL4,fruit,192,236.3123,11.9907,18.266
POBI,2013,RL5,fruit,188,246.2597,8.2184,19.3246
POBI,2013,RL6,fruit,195,248.248,11.7784,27.5867
POBI,2013,RL7,fruit,194,250.6695,13.8863,22.8817
POBI,2013,RL8,fruit,193,250.5166,11.4268,24.9926
POBI,2013,RL3,seed,181,244.4477,11.4828,26.9625
POBI,2013,RL4,seed,192,255.3944,8.1052,20.3408
POBI,2013,RL5,seed,188,255.4502,11.9926,22.2029
POBI,2013,RL6,seed,195,257.6197,8.373,17.8861
POBI,2013,RL7,seed,194,262.3759,16.0274,30.978
POBI,2013,RL8,seed,193,259.9317,9.2196,23.1106
POBI,2014,RL3,bud,181,205.1071,6.8995,15.554
POBI,2014,RL4,bud,196,225.9976,8.5367,21.3983
POBI,2014,RL5,bud,193,223.8565,9.329,18.5668
POBI,2014,RL6,bud,196,221.4191,7.8841,12.6007
POBI,2014,RL7,bud,197,221.6007,9.2163,16.62
POBI,2014,RL8,bud,194,224.1428,9.8983,19.1442
POBI,2014,RL3,flwr,181,218,8.1211,20.5116
POBI,2014,RL4,flwr,196,241.471,12.7322,30.8159
