"YEAR","MONTH","DAY","HOUR","MIN","TEMP"
2013,11,11,5,0,0.232
2013,11,11,7,0,0.232
2013,11,11,9,0,0.232
2013,11,11,11,0,0.232
2013,11,11,13,0,0.232
2013,11,11,15,0,0.232
2013,11,11,17,0,0.232
2013,11,11,19,0,0.232
2013,11,11,21,0,0.232
2013,11,11,23,0,0.232
2013,11,12,1,0,0.232
2013,11,12,3,0,0.232
2013,11,12,5,0,0.232
2013,11,12,7,0,0.232
2013,11,12,9,0,0.232
2013,11,12,11,0,0.232
2013,11,12,13,0,0.232
2013,11,12,15,0,0.232
2013,11,12,17,0,0.232
2013,11,12,19,0,0.232
2013,11,12,21,0,0.232
2013,11,12,23,0,0.232
2013,11,13,1,0,0.232
2013,11,13,3,0,0.232
2013,11,13,5,0,0.232
2013,11,13,7,0,0.232
2013,11,13,9,0,0.232
2013,11,13,11,0,0.232
2013,11,13,13,0,0.232
2013,11,13,15,0,0.232
2013,11,13,17,0,0.232
2013,11,13,19,0,0.232
2013,11,13,21,0,0.232
2013,11,13,23,0,0.232
2013,11,14,1,0,0.232
2013,11,14,3,0,0.232
2013,11,14,5,0,0.232
2013,11,14,7,0,0.232
2013,11,14,9,0,0.232
2013,11,14,11,0,0.232
2013,11,14,13,0,0.232
2013,11,14,15,0,0.232
2013,11,14,17,0,0.232
2013,11,14,19,0,0.232
2013,11,14,21,0,0.232
2013,11,14,23,0,0.232
2013,11,15,1,0,0.232
2013,11,15,3,0,0.232
2013,11,15,5,0,0.232
2013,11,15,7,0,0.232
2013,11,15,9,0,0.232
2013,11,15,11,0,0.232
2013,11,15,13,0,0.232
2013,11,15,15,0,0.232
2013,11,15,17,0,0.232
2013,11,15,19,0,0.232
2013,11,15,21,0,0.232
2013,11,15,23,0,0.232
2013,11,16,1,0,0.232
2013,11,16,3,0,0.232
2013,11,16,5,0,0.232
2013,11,16,7,0,0.232
2013,11,16,9,0,0.232
2013,11,16,11,0,0.232
2013,11,16,13,0,0.232
2013,11,16,15,0,0.232
2013,11,16,17,0,0.232
2013,11,16,19,0,0.232
2013,11,16,21,0,0.232
2013,11,16,23,0,0.232
2013,11,17,1,0,0.232
2013,11,17,3,0,0.232
2013,11,17,5,0,0.232
2013,11,17,7,0,0.232
2013,11,17,9,0,0.232
2013,11,17,11,0,0.232
2013,11,17,13,0,0.232
2013,11,17,15,0,0.232
2013,11,17,17,0,0.232
2013,11,17,19,0,0.232
2013,11,17,21,0,0.232
2013,11,17,23,0,0.232
2013,11,18,1,0,0.232
2013,11,18,3,0,0.232
2013,11,18,5,0,0.232
2013,11,18,7,0,0.121
2013,11,18,9,0,0.232
2013,11,18,11,0,0.232
2013,11,18,13,0,0.232
2013,11,18,15,0,0.232
2013,11,18,17,0,0.232
2013,11,18,19,0,0.232
2013,11,18,21,0,0.232
2013,11,18,23,0,0.232
2013,11,19,1,0,0.232
2013,11,19,3,0,0.232
2013,11,19,5,0,0.232
2013,11,19,7,0,0.121
2013,11,19,9,0,0.121
